isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
0	MSTRG.83538	MSTRG.83538.1	SoffiXsponR570.05Cg289500.v2.1	SoffiXsponR570.05Cg289500.1.v2.1	antisense	intergenic	3856	convergent	downstream
1	MSTRG.13740	MSTRG.13740.1	SoffiXsponR570.01Bg152300.v2.1	SoffiXsponR570.01Bg152300.4.v2.1	sense	intergenic	14686	same_strand	upstream
0	MSTRG.13740	MSTRG.13740.1	SoffiXsponR570.01Bg152300.v2.1	SoffiXsponR570.01Bg152300.2.v2.1	sense	intergenic	14686	same_strand	upstream
0	MSTRG.13740	MSTRG.13740.1	SoffiXsponR570.01Bg152300.v2.1	SoffiXsponR570.01Bg152300.3.v2.1	sense	intergenic	14686	same_strand	upstream
0	MSTRG.13740	MSTRG.13740.1	SoffiXsponR570.01Bg152300.v2.1	SoffiXsponR570.01Bg152300.1.v2.1	sense	intergenic	14686	same_strand	upstream
0	MSTRG.13740	MSTRG.13740.1	SoffiXsponR570.01Bg152200.v2.1	SoffiXsponR570.01Bg152200.1.v2.1	sense	intergenic	16465	same_strand	downstream
1	MSTRG.111340	MSTRG.111340.2	SoffiXsponR570.07Bg205000.v2.1	SoffiXsponR570.07Bg205000.1.v2.1	sense	intergenic	2682	same_strand	downstream
1	MSTRG.95638	MSTRG.95638.1	SoffiXsponR570.5_9Ag364800.v2.1	SoffiXsponR570.5_9Ag364800.1.v2.1	antisense	intergenic	1125	divergent	upstream
0	MSTRG.95638	MSTRG.95638.1	SoffiXsponR570.5_9Ag364700.v2.1	SoffiXsponR570.5_9Ag364700.1.v2.1	sense	intergenic	7298	same_strand	upstream
1	MSTRG.118153	MSTRG.118153.1	SoffiXsponR570.7_10Ag100800.v2.1	SoffiXsponR570.7_10Ag100800.1.v2.1	antisense	genic	0	containing	exonic
1	MSTRG.61234	MSTRG.61234.1	SoffiXsponR570.03Eg165700.v2.1	SoffiXsponR570.03Eg165700.2.v2.1	strand_unknow	intergenic	8855	unknow strand(s)	upstream
0	MSTRG.61234	MSTRG.61234.1	SoffiXsponR570.03Eg165700.v2.1	SoffiXsponR570.03Eg165700.1.v2.1	strand_unknow	intergenic	9146	unknow strand(s)	upstream
1	MSTRG.92009	MSTRG.92009.7	SoffiXsponR570.05Gg064000.v2.1	SoffiXsponR570.05Gg064000.1.v2.1	sense	intergenic	6054	same_strand	upstream
0	MSTRG.92009	MSTRG.92009.7	SoffiXsponR570.05Gg063900.v2.1	SoffiXsponR570.05Gg063900.1.v2.1	sense	intergenic	9842	same_strand	upstream
1	MSTRG.10915	MSTRG.10915.3	SoffiXsponR570.01Ag380700.v2.1	SoffiXsponR570.01Ag380700.1.v2.1	sense	intergenic	8061	same_strand	downstream
1	MSTRG.136499	MSTRG.136499.3	SoffiXsponR570.09Dg051900.v2.1	SoffiXsponR570.09Dg051900.1.v2.1	antisense	intergenic	87	divergent	upstream
0	MSTRG.136499	MSTRG.136499.3	SoffiXsponR570.09Dg052000.v2.1	SoffiXsponR570.09Dg052000.1.v2.1	sense	intergenic	6019	same_strand	downstream
0	MSTRG.136499	MSTRG.136499.3	SoffiXsponR570.09Dg052000.v2.1	SoffiXsponR570.09Dg052000.2.v2.1	sense	intergenic	6228	same_strand	downstream
1	MSTRG.695	MSTRG.695.7	SoffiXsponR570.10Ag097300.v2.1	SoffiXsponR570.10Ag097300.1.v2.1	sense	intergenic	9161	same_strand	downstream
1	MSTRG.81667	MSTRG.81667.9	SoffiXsponR570.05Cg025500.v2.1	SoffiXsponR570.05Cg025500.1.v2.1	sense	intergenic	3671	same_strand	upstream
0	MSTRG.81667	MSTRG.81667.9	SoffiXsponR570.05Cg025600.v2.1	SoffiXsponR570.05Cg025600.1.v2.1	antisense	intergenic	6744	convergent	downstream
1	MSTRG.24643	MSTRG.24643.1	SoffiXsponR570.01Eg258300.v2.1	SoffiXsponR570.01Eg258300.1.v2.1	antisense	intergenic	16361	convergent	downstream
0	MSTRG.24643	MSTRG.24643.1	SoffiXsponR570.01Eg258300.v2.1	SoffiXsponR570.01Eg258300.2.v2.1	antisense	intergenic	16361	convergent	downstream
1	MSTRG.58636	MSTRG.58636.2	SoffiXsponR570.03Dg188500.v2.1	SoffiXsponR570.03Dg188500.1.v2.1	antisense	intergenic	2214	convergent	downstream
0	MSTRG.58636	MSTRG.58636.2	SoffiXsponR570.03Dg188300.v2.1	SoffiXsponR570.03Dg188300.1.v2.1	sense	intergenic	7991	same_strand	upstream
0	MSTRG.58636	MSTRG.58636.2	SoffiXsponR570.03Dg188400.v2.1	SoffiXsponR570.03Dg188400.1.v2.1	sense	intergenic	3957	same_strand	upstream
0	MSTRG.58636	MSTRG.58636.2	SoffiXsponR570.03Dg188700.v2.1	SoffiXsponR570.03Dg188700.1.v2.1	antisense	intergenic	7838	divergent	upstream
0	MSTRG.58636	MSTRG.58636.2	SoffiXsponR570.03Dg188600.v2.1	SoffiXsponR570.03Dg188600.1.v2.1	antisense	intergenic	4882	divergent	upstream
1	MSTRG.120270	MSTRG.120270.1	SoffiXsponR570.7os1g014800.v2.1	SoffiXsponR570.7os1g014800.1.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.120270	MSTRG.120270.1	SoffiXsponR570.7os1g014800.v2.1	SoffiXsponR570.7os1g014800.2.v2.1	strand_unknow	intergenic	6834	unknow strand(s)	upstream
1	MSTRG.66678	MSTRG.66678.3	SoffiXsponR570.04Ag223700.v2.1	SoffiXsponR570.04Ag223700.3.v2.1	antisense	intergenic	39793	convergent	downstream
0	MSTRG.66678	MSTRG.66678.3	SoffiXsponR570.04Ag223700.v2.1	SoffiXsponR570.04Ag223700.4.v2.1	antisense	intergenic	39919	convergent	downstream
0	MSTRG.66678	MSTRG.66678.3	SoffiXsponR570.04Ag223700.v2.1	SoffiXsponR570.04Ag223700.5.v2.1	antisense	intergenic	39842	convergent	downstream
0	MSTRG.66678	MSTRG.66678.3	SoffiXsponR570.04Ag223700.v2.1	SoffiXsponR570.04Ag223700.2.v2.1	antisense	intergenic	39793	convergent	downstream
0	MSTRG.66678	MSTRG.66678.3	SoffiXsponR570.04Ag223700.v2.1	SoffiXsponR570.04Ag223700.1.v2.1	antisense	intergenic	39986	convergent	downstream
1	MSTRG.115122	MSTRG.115122.8	SoffiXsponR570.07Dg159800.v2.1	SoffiXsponR570.07Dg159800.1.v2.1	sense	intergenic	2427	same_strand	upstream
0	MSTRG.115122	MSTRG.115122.8	SoffiXsponR570.07Dg159900.v2.1	SoffiXsponR570.07Dg159900.1.v2.1	sense	intergenic	5723	same_strand	downstream
0	MSTRG.115122	MSTRG.115122.8	SoffiXsponR570.07Dg159800.v2.1	SoffiXsponR570.07Dg159800.2.v2.1	sense	intergenic	2455	same_strand	upstream
0	MSTRG.115122	MSTRG.115122.8	SoffiXsponR570.07Dg160000.v2.1	SoffiXsponR570.07Dg160000.1.v2.1	antisense	intergenic	9006	divergent	upstream
1	MSTRG.140908	MSTRG.140908.1	SoffiXsponR570.10us89g015500.v2.1	SoffiXsponR570.10us89g015500.1.v2.1	antisense	intergenic	13353	divergent	upstream
0	MSTRG.140908	MSTRG.140908.1	SoffiXsponR570.10us89g015300.v2.1	SoffiXsponR570.10us89g015300.2.v2.1	sense	intergenic	19335	same_strand	downstream
0	MSTRG.140908	MSTRG.140908.1	SoffiXsponR570.10us89g015600.v2.1	SoffiXsponR570.10us89g015600.1.v2.1	antisense	intergenic	13880	convergent	downstream
0	MSTRG.140908	MSTRG.140908.1	SoffiXsponR570.10us89g015500.v2.1	SoffiXsponR570.10us89g015500.2.v2.1	antisense	intergenic	13353	divergent	upstream
0	MSTRG.140908	MSTRG.140908.1	SoffiXsponR570.10us89g015300.v2.1	SoffiXsponR570.10us89g015300.1.v2.1	sense	intergenic	19331	same_strand	downstream
0	MSTRG.140908	MSTRG.140908.1	SoffiXsponR570.10us89g015500.v2.1	SoffiXsponR570.10us89g015500.4.v2.1	antisense	intergenic	13481	divergent	upstream
0	MSTRG.140908	MSTRG.140908.1	SoffiXsponR570.10us89g015500.v2.1	SoffiXsponR570.10us89g015500.3.v2.1	antisense	intergenic	13451	divergent	upstream
0	MSTRG.140908	MSTRG.140908.1	SoffiXsponR570.10us89g015400.v2.1	SoffiXsponR570.10us89g015400.1.v2.1	sense	intergenic	16663	same_strand	downstream
1	MSTRG.85456	MSTRG.85456.1	SoffiXsponR570.05Dg170900.v2.1	SoffiXsponR570.05Dg170900.1.v2.1	strand_unknow	intergenic	8462	unknow strand(s)	downstream
1	MSTRG.89540	MSTRG.89540.1	SoffiXsponR570.05Fg021500.v2.1	SoffiXsponR570.05Fg021500.1.v2.1	strand_unknow	intergenic	34160	unknow strand(s)	upstream
0	MSTRG.89540	MSTRG.89540.1	SoffiXsponR570.05Fg021600.v2.1	SoffiXsponR570.05Fg021600.1.v2.1	strand_unknow	intergenic	37192	unknow strand(s)	upstream
1	MSTRG.23212	MSTRG.23212.1	SoffiXsponR570.01Eg072300.v2.1	SoffiXsponR570.01Eg072300.1.v2.1	sense	intergenic	339	same_strand	upstream
0	MSTRG.23212	MSTRG.23212.1	SoffiXsponR570.01Eg072100.v2.1	SoffiXsponR570.01Eg072100.3.v2.1	sense	intergenic	1879	same_strand	downstream
0	MSTRG.23212	MSTRG.23212.1	SoffiXsponR570.01Eg072200.v2.1	SoffiXsponR570.01Eg072200.1.v2.1	sense	intergenic	688	same_strand	downstream
0	MSTRG.23212	MSTRG.23212.1	SoffiXsponR570.01Eg072100.v2.1	SoffiXsponR570.01Eg072100.1.v2.1	sense	intergenic	1727	same_strand	downstream
0	MSTRG.23212	MSTRG.23212.1	SoffiXsponR570.01Eg072100.v2.1	SoffiXsponR570.01Eg072100.4.v2.1	sense	intergenic	2004	same_strand	downstream
0	MSTRG.23212	MSTRG.23212.1	SoffiXsponR570.01Eg072100.v2.1	SoffiXsponR570.01Eg072100.2.v2.1	sense	intergenic	1856	same_strand	downstream
0	MSTRG.23212	MSTRG.23212.1	SoffiXsponR570.01Eg072400.v2.1	SoffiXsponR570.01Eg072400.1.v2.1	sense	intergenic	2311	same_strand	upstream
1	MSTRG.90185	MSTRG.90185.1	SoffiXsponR570.05Fg112800.v2.1	SoffiXsponR570.05Fg112800.1.v2.1	strand_unknow	intergenic	3240	unknow strand(s)	downstream
0	MSTRG.90185	MSTRG.90185.1	SoffiXsponR570.05Fg112700.v2.1	SoffiXsponR570.05Fg112700.1.v2.1	strand_unknow	intergenic	4492	unknow strand(s)	downstream
0	MSTRG.90185	MSTRG.90185.1	SoffiXsponR570.05Fg112600.v2.1	SoffiXsponR570.05Fg112600.1.v2.1	strand_unknow	intergenic	8013	unknow strand(s)	downstream
1	MSTRG.117918	MSTRG.117918.2	SoffiXsponR570.7_10Ag065300.v2.1	SoffiXsponR570.7_10Ag065300.1.v2.1	sense	intergenic	4366	same_strand	upstream
1	MSTRG.68374	MSTRG.68374.2	SoffiXsponR570.04Bg171100.v2.1	SoffiXsponR570.04Bg171100.1.v2.1	antisense	intergenic	1085	divergent	upstream
0	MSTRG.68374	MSTRG.68374.2	SoffiXsponR570.04Bg171100.v2.1	SoffiXsponR570.04Bg171100.2.v2.1	antisense	intergenic	1112	divergent	upstream
0	MSTRG.68374	MSTRG.68374.2	SoffiXsponR570.04Bg171000.v2.1	SoffiXsponR570.04Bg171000.1.v2.1	antisense	intergenic	5843	divergent	upstream
1	MSTRG.20793	MSTRG.20793.1	SoffiXsponR570.01Dg146000.v2.1	SoffiXsponR570.01Dg146000.1.v2.1	antisense	intergenic	5284	divergent	upstream
1	MSTRG.126806	MSTRG.126806.2	SoffiXsponR570.08Eg009700.v2.1	SoffiXsponR570.08Eg009700.1.v2.1	antisense	intergenic	9263	convergent	downstream
1	MSTRG.114862	MSTRG.114862.2	SoffiXsponR570.07Dg126600.v2.1	SoffiXsponR570.07Dg126600.1.v2.1	sense	intergenic	11421	same_strand	upstream
0	MSTRG.114862	MSTRG.114862.2	SoffiXsponR570.07Dg126700.v2.1	SoffiXsponR570.07Dg126700.1.v2.1	antisense	intergenic	16931	convergent	downstream
1	MSTRG.44135	MSTRG.44135.1	SoffiXsponR570.02Eg386300.v2.1	SoffiXsponR570.02Eg386300.1.v2.1	strand_unknow	intergenic	6144	unknow strand(s)	upstream
1	MSTRG.89334	MSTRG.89334.1	SoffiXsponR570.05Eg347800.v2.1	SoffiXsponR570.05Eg347800.1.v2.1	sense	intergenic	3181	same_strand	downstream
0	MSTRG.89334	MSTRG.89334.1	SoffiXsponR570.05Eg347700.v2.1	SoffiXsponR570.05Eg347700.1.v2.1	antisense	intergenic	3947	convergent	downstream
1	MSTRG.72245	MSTRG.72245.2	SoffiXsponR570.04Dg139000.v2.1	SoffiXsponR570.04Dg139000.1.v2.1	antisense	intergenic	29136	convergent	downstream
1	MSTRG.17507	MSTRG.17507.3	SoffiXsponR570.01Cg122900.v2.1	SoffiXsponR570.01Cg122900.1.v2.1	antisense	intergenic	13141	convergent	downstream
0	MSTRG.17507	MSTRG.17507.3	SoffiXsponR570.01Cg123000.v2.1	SoffiXsponR570.01Cg123000.1.v2.1	antisense	intergenic	19279	divergent	upstream
0	MSTRG.17507	MSTRG.17507.3	SoffiXsponR570.01Cg123000.v2.1	SoffiXsponR570.01Cg123000.2.v2.1	antisense	intergenic	19300	divergent	upstream
0	MSTRG.17507	MSTRG.17507.3	SoffiXsponR570.01Cg123000.v2.1	SoffiXsponR570.01Cg123000.5.v2.1	antisense	intergenic	19300	divergent	upstream
0	MSTRG.17507	MSTRG.17507.3	SoffiXsponR570.01Cg123000.v2.1	SoffiXsponR570.01Cg123000.3.v2.1	antisense	intergenic	19270	divergent	upstream
0	MSTRG.17507	MSTRG.17507.3	SoffiXsponR570.01Cg123000.v2.1	SoffiXsponR570.01Cg123000.4.v2.1	antisense	intergenic	19270	divergent	upstream
1	MSTRG.6006	MSTRG.6006.4	SoffiXsponR570.10Eg064300.v2.1	SoffiXsponR570.10Eg064300.1.v2.1	antisense	intergenic	2439	convergent	downstream
1	MSTRG.95767	MSTRG.95767.2	SoffiXsponR570.5_9Ag380900.v2.1	SoffiXsponR570.5_9Ag380900.1.v2.1	antisense	intergenic	11363	convergent	downstream
1	MSTRG.140946	MSTRG.140946.2	SoffiXsponR570.10us89g021300.v2.1	SoffiXsponR570.10us89g021300.1.v2.1	sense	intergenic	14234	same_strand	upstream
1	MSTRG.11263	MSTRG.11263.4	SoffiXsponR570.01Ag421100.v2.1	SoffiXsponR570.01Ag421100.1.v2.1	sense	genic	0	nested	intronic
0	MSTRG.11263	MSTRG.11263.4	SoffiXsponR570.01Ag421100.v2.1	SoffiXsponR570.01Ag421100.2.v2.1	sense	intergenic	7611	same_strand	upstream
1	MSTRG.35843	MSTRG.35843.1	SoffiXsponR570.02Cg132200.v2.1	SoffiXsponR570.02Cg132200.1.v2.1	antisense	intergenic	3548	divergent	upstream
1	MSTRG.50193	MSTRG.50193.1	SoffiXsponR570.03Ag091400.v2.1	SoffiXsponR570.03Ag091400.1.v2.1	sense	intergenic	470	same_strand	upstream
0	MSTRG.50193	MSTRG.50193.1	SoffiXsponR570.03Ag091400.v2.1	SoffiXsponR570.03Ag091400.2.v2.1	sense	intergenic	499	same_strand	upstream
0	MSTRG.50193	MSTRG.50193.1	SoffiXsponR570.03Ag091400.v2.1	SoffiXsponR570.03Ag091400.3.v2.1	sense	intergenic	639	same_strand	upstream
1	MSTRG.136415	MSTRG.136415.1	SoffiXsponR570.09Dg041600.v2.1	SoffiXsponR570.09Dg041600.1.v2.1	sense	intergenic	66490	same_strand	downstream
0	MSTRG.136415	MSTRG.136415.1	SoffiXsponR570.09Dg041700.v2.1	SoffiXsponR570.09Dg041700.1.v2.1	sense	intergenic	68996	same_strand	upstream
1	MSTRG.42385	MSTRG.42385.1	SoffiXsponR570.02Eg153100.v2.1	SoffiXsponR570.02Eg153100.1.v2.1	sense	intergenic	2953	same_strand	upstream
0	MSTRG.42385	MSTRG.42385.1	SoffiXsponR570.02Eg153000.v2.1	SoffiXsponR570.02Eg153000.1.v2.1	sense	intergenic	6925	same_strand	upstream
1	MSTRG.85090	MSTRG.85090.1	SoffiXsponR570.05Dg124000.v2.1	SoffiXsponR570.05Dg124000.1.v2.1	strand_unknow	intergenic	207	unknow strand(s)	upstream
0	MSTRG.85090	MSTRG.85090.1	SoffiXsponR570.05Dg123800.v2.1	SoffiXsponR570.05Dg123800.2.v2.1	strand_unknow	intergenic	6675	unknow strand(s)	downstream
0	MSTRG.85090	MSTRG.85090.1	SoffiXsponR570.05Dg123800.v2.1	SoffiXsponR570.05Dg123800.3.v2.1	strand_unknow	intergenic	6725	unknow strand(s)	downstream
0	MSTRG.85090	MSTRG.85090.1	SoffiXsponR570.05Dg123800.v2.1	SoffiXsponR570.05Dg123800.1.v2.1	strand_unknow	intergenic	6659	unknow strand(s)	downstream
0	MSTRG.85090	MSTRG.85090.1	SoffiXsponR570.05Dg123900.v2.1	SoffiXsponR570.05Dg123900.1.v2.1	strand_unknow	intergenic	3911	unknow strand(s)	downstream
1	MSTRG.133778	MSTRG.133778.1	SoffiXsponR570.09Bg020100.v2.1	SoffiXsponR570.09Bg020100.1.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.133778	MSTRG.133778.1	SoffiXsponR570.09Bg020200.v2.1	SoffiXsponR570.09Bg020200.1.v2.1	strand_unknow	intergenic	1512	unknow strand(s)	downstream
1	MSTRG.45418	MSTRG.45418.5	SoffiXsponR570.02Fg151400.v2.1	SoffiXsponR570.02Fg151400.2.v2.1	sense	intergenic	4979	same_strand	downstream
0	MSTRG.45418	MSTRG.45418.5	SoffiXsponR570.02Fg151500.v2.1	SoffiXsponR570.02Fg151500.1.v2.1	antisense	intergenic	9727	convergent	downstream
0	MSTRG.45418	MSTRG.45418.5	SoffiXsponR570.02Fg151400.v2.1	SoffiXsponR570.02Fg151400.1.v2.1	sense	intergenic	5021	same_strand	downstream
0	MSTRG.45418	MSTRG.45418.5	SoffiXsponR570.02Fg151400.v2.1	SoffiXsponR570.02Fg151400.3.v2.1	sense	intergenic	5130	same_strand	downstream
1	MSTRG.62593	MSTRG.62593.2	SoffiXsponR570.03Fg040200.v2.1	SoffiXsponR570.03Fg040200.2.v2.1	antisense	genic	0	overlapping	exonic
0	MSTRG.62593	MSTRG.62593.2	SoffiXsponR570.03Fg040300.v2.1	SoffiXsponR570.03Fg040300.1.v2.1	antisense	genic	0	containing	intronic
0	MSTRG.62593	MSTRG.62593.2	SoffiXsponR570.03Fg040600.v2.1	SoffiXsponR570.03Fg040600.4.v2.1	antisense	intergenic	6257	divergent	upstream
0	MSTRG.62593	MSTRG.62593.2	SoffiXsponR570.03Fg040200.v2.1	SoffiXsponR570.03Fg040200.1.v2.1	antisense	genic	0	overlapping	exonic
0	MSTRG.62593	MSTRG.62593.2	SoffiXsponR570.03Fg040600.v2.1	SoffiXsponR570.03Fg040600.1.v2.1	antisense	intergenic	6235	divergent	upstream
0	MSTRG.62593	MSTRG.62593.2	SoffiXsponR570.03Fg040400.v2.1	SoffiXsponR570.03Fg040400.1.v2.1	antisense	genic	0	containing	intronic
0	MSTRG.62593	MSTRG.62593.2	SoffiXsponR570.03Fg040500.v2.1	SoffiXsponR570.03Fg040500.1.v2.1	antisense	intergenic	2159	divergent	upstream
0	MSTRG.62593	MSTRG.62593.2	SoffiXsponR570.03Fg040600.v2.1	SoffiXsponR570.03Fg040600.2.v2.1	antisense	intergenic	6231	divergent	upstream
0	MSTRG.62593	MSTRG.62593.2	SoffiXsponR570.03Fg040600.v2.1	SoffiXsponR570.03Fg040600.3.v2.1	antisense	intergenic	6239	divergent	upstream
1	MSTRG.139053	MSTRG.139053.1	SoffiXsponR570.1Z074100.v2.1	SoffiXsponR570.1Z074100.1.v2.1	sense	intergenic	7145	same_strand	upstream
1	MSTRG.20694	MSTRG.20694.12	SoffiXsponR570.01Dg129900.v2.1	SoffiXsponR570.01Dg129900.1.v2.1	antisense	intergenic	3910	convergent	downstream
1	MSTRG.1529	MSTRG.1529.1	SoffiXsponR570.10Ag219400.v2.1	SoffiXsponR570.10Ag219400.1.v2.1	antisense	intergenic	11552	divergent	upstream
1	MSTRG.45117	MSTRG.45117.4	SoffiXsponR570.02Fg112800.v2.1	SoffiXsponR570.02Fg112800.1.v2.1	antisense	intergenic	1083	convergent	downstream
0	MSTRG.45117	MSTRG.45117.4	SoffiXsponR570.02Fg112900.v2.1	SoffiXsponR570.02Fg112900.3.v2.1	sense	intergenic	2416	same_strand	downstream
0	MSTRG.45117	MSTRG.45117.4	SoffiXsponR570.02Fg112900.v2.1	SoffiXsponR570.02Fg112900.1.v2.1	sense	intergenic	2529	same_strand	downstream
0	MSTRG.45117	MSTRG.45117.4	SoffiXsponR570.02Fg112900.v2.1	SoffiXsponR570.02Fg112900.2.v2.1	sense	intergenic	2423	same_strand	downstream
1	MSTRG.43898	MSTRG.43898.1	SoffiXsponR570.02Eg351700.v2.1	SoffiXsponR570.02Eg351700.1.v2.1	antisense	genic	0	nested	exonic
0	MSTRG.43898	MSTRG.43898.1	SoffiXsponR570.02Eg351800.v2.1	SoffiXsponR570.02Eg351800.1.v2.1	antisense	intergenic	1613	divergent	upstream
0	MSTRG.43898	MSTRG.43898.1	SoffiXsponR570.02Eg351700.v2.1	SoffiXsponR570.02Eg351700.2.v2.1	antisense	genic	0	nested	exonic
0	MSTRG.43898	MSTRG.43898.1	SoffiXsponR570.02Eg351800.v2.1	SoffiXsponR570.02Eg351800.2.v2.1	antisense	intergenic	1613	divergent	upstream
1	MSTRG.85168	MSTRG.85168.4	SoffiXsponR570.05Dg133500.v2.1	SoffiXsponR570.05Dg133500.2.v2.1	sense	intergenic	12843	same_strand	downstream
0	MSTRG.85168	MSTRG.85168.4	SoffiXsponR570.05Dg133500.v2.1	SoffiXsponR570.05Dg133500.1.v2.1	sense	intergenic	12904	same_strand	downstream
1	MSTRG.73685	MSTRG.73685.1	SoffiXsponR570.04Eg129600.v2.1	SoffiXsponR570.04Eg129600.1.v2.1	strand_unknow	genic	0	nested	intronic
0	MSTRG.73685	MSTRG.73685.1	SoffiXsponR570.04Eg129500.v2.1	SoffiXsponR570.04Eg129500.1.v2.1	strand_unknow	intergenic	8889	unknow strand(s)	upstream
1	MSTRG.66930	MSTRG.66930.1	SoffiXsponR570.04Ag254400.v2.1	SoffiXsponR570.04Ag254400.2.v2.1	antisense	intergenic	14926	divergent	upstream
0	MSTRG.66930	MSTRG.66930.1	SoffiXsponR570.04Ag254400.v2.1	SoffiXsponR570.04Ag254400.1.v2.1	antisense	intergenic	15284	divergent	upstream
0	MSTRG.66930	MSTRG.66930.1	SoffiXsponR570.04Ag254400.v2.1	SoffiXsponR570.04Ag254400.3.v2.1	antisense	intergenic	14963	divergent	upstream
1	MSTRG.90589	MSTRG.90589.2	SoffiXsponR570.05Fg175600.v2.1	SoffiXsponR570.05Fg175600.1.v2.1	sense	intergenic	10210	same_strand	upstream
0	MSTRG.90589	MSTRG.90589.2	SoffiXsponR570.05Fg175600.v2.1	SoffiXsponR570.05Fg175600.2.v2.1	sense	intergenic	12260	same_strand	upstream
1	MSTRG.89877	MSTRG.89877.2	SoffiXsponR570.05Fg069700.v2.1	SoffiXsponR570.05Fg069700.1.v2.1	antisense	genic	0	nested	exonic
0	MSTRG.89877	MSTRG.89877.2	SoffiXsponR570.05Fg069500.v2.1	SoffiXsponR570.05Fg069500.1.v2.1	antisense	intergenic	5077	convergent	downstream
0	MSTRG.89877	MSTRG.89877.2	SoffiXsponR570.05Fg069600.v2.1	SoffiXsponR570.05Fg069600.1.v2.1	antisense	intergenic	3624	convergent	downstream
1	MSTRG.92548	MSTRG.92548.1	SoffiXsponR570.05Gg133500.v2.1	SoffiXsponR570.05Gg133500.1.v2.1	antisense	genic	0	nested	exonic
0	MSTRG.92548	MSTRG.92548.1	SoffiXsponR570.05Gg133600.v2.1	SoffiXsponR570.05Gg133600.2.v2.1	antisense	intergenic	699	convergent	downstream
0	MSTRG.92548	MSTRG.92548.1	SoffiXsponR570.05Gg133600.v2.1	SoffiXsponR570.05Gg133600.1.v2.1	antisense	intergenic	597	convergent	downstream
0	MSTRG.92548	MSTRG.92548.1	SoffiXsponR570.05Gg133600.v2.1	SoffiXsponR570.05Gg133600.4.v2.1	antisense	intergenic	780	convergent	downstream
0	MSTRG.92548	MSTRG.92548.1	SoffiXsponR570.05Gg133600.v2.1	SoffiXsponR570.05Gg133600.3.v2.1	antisense	intergenic	676	convergent	downstream
1	MSTRG.115864	MSTRG.115864.4	SoffiXsponR570.07Eg018200.v2.1	SoffiXsponR570.07Eg018200.1.v2.1	antisense	genic	0	containing	intronic
0	MSTRG.115864	MSTRG.115864.4	SoffiXsponR570.07Eg018200.v2.1	SoffiXsponR570.07Eg018200.2.v2.1	antisense	genic	0	containing	intronic
1	MSTRG.75780	MSTRG.75780.1	SoffiXsponR570.04Gg075100.v2.1	SoffiXsponR570.04Gg075100.1.v2.1	sense	intergenic	2562	same_strand	downstream
0	MSTRG.75780	MSTRG.75780.1	SoffiXsponR570.04Gg075200.v2.1	SoffiXsponR570.04Gg075200.1.v2.1	antisense	intergenic	5526	convergent	downstream
0	MSTRG.75780	MSTRG.75780.1	SoffiXsponR570.04Gg075300.v2.1	SoffiXsponR570.04Gg075300.2.v2.1	antisense	intergenic	9691	convergent	downstream
0	MSTRG.75780	MSTRG.75780.1	SoffiXsponR570.04Gg075000.v2.1	SoffiXsponR570.04Gg075000.1.v2.1	antisense	intergenic	3727	divergent	upstream
1	MSTRG.119264	MSTRG.119264.3	SoffiXsponR570.7_10Ag258000.v2.1	SoffiXsponR570.7_10Ag258000.1.v2.1	sense	intergenic	450	same_strand	downstream
1	MSTRG.104933	MSTRG.104933.5	SoffiXsponR570.06Gg118700.v2.1	SoffiXsponR570.06Gg118700.1.v2.1	antisense	genic	0	overlapping	exonic
0	MSTRG.104933	MSTRG.104933.5	SoffiXsponR570.06Gg118800.v2.1	SoffiXsponR570.06Gg118800.1.v2.1	antisense	intergenic	1017	divergent	upstream
0	MSTRG.104933	MSTRG.104933.5	SoffiXsponR570.06Gg118700.v2.1	SoffiXsponR570.06Gg118700.2.v2.1	antisense	intergenic	397	convergent	downstream
0	MSTRG.104933	MSTRG.104933.5	SoffiXsponR570.06Gg118800.v2.1	SoffiXsponR570.06Gg118800.2.v2.1	antisense	intergenic	1110	divergent	upstream
1	MSTRG.36451	MSTRG.36451.15	SoffiXsponR570.02Cg211400.v2.1	SoffiXsponR570.02Cg211400.1.v2.1	antisense	intergenic	1128	divergent	upstream
0	MSTRG.36451	MSTRG.36451.15	SoffiXsponR570.02Cg211300.v2.1	SoffiXsponR570.02Cg211300.1.v2.1	sense	intergenic	7071	same_strand	upstream
1	MSTRG.4826	MSTRG.4826.1	SoffiXsponR570.10Dg072700.v2.1	SoffiXsponR570.10Dg072700.1.v2.1	sense	intergenic	2048	same_strand	downstream
0	MSTRG.4826	MSTRG.4826.1	SoffiXsponR570.10Dg072600.v2.1	SoffiXsponR570.10Dg072600.1.v2.1	sense	intergenic	5390	same_strand	upstream
0	MSTRG.4826	MSTRG.4826.1	SoffiXsponR570.10Dg072700.v2.1	SoffiXsponR570.10Dg072700.2.v2.1	sense	intergenic	2071	same_strand	downstream
1	MSTRG.92923	MSTRG.92923.14	SoffiXsponR570.05Gg182400.v2.1	SoffiXsponR570.05Gg182400.1.v2.1	sense	intergenic	392	same_strand	upstream
0	MSTRG.92923	MSTRG.92923.14	SoffiXsponR570.05Gg182500.v2.1	SoffiXsponR570.05Gg182500.2.v2.1	antisense	intergenic	592	divergent	upstream
