name	kmerScore_1mer	kmerScore_2mer	kmerScore_3mer	kmerScore_6mer	kmerScore_9mer	kmerScore_12mer	ORF_cover	RNA_size	coding_potential	label
MSTRG.133569.1	0.505412	0.511119	0.534595	0.555885	0.538522	0.21247	0.501128668171558	443	0.004	0
MSTRG.133571.1	0.50998	0.5194	0.517546	0.519524	0.491204	0.291288	0.313144329896907	776	0.002	0
MSTRG.133574.1	0.499525	0.494889	0.487306	0.481971	0.494186	0.365324	0.257142857142857	700	0.054	0
MSTRG.133574.2	0.510611	0.521027	0.529333	0.543691	0.549734	0.470515	0.132899022801303	1535	0.006	0
MSTRG.133574.3	0.493351	0.486147	0.484177	0.476903	0.480579	0.379734	0.175695461200586	683	0.002	0
MSTRG.133574.4	0.502564	0.504676	0.4984	0.473556	0.447784	0.35221	0.152925531914894	2256	0.002	0
MSTRG.133583.1	0.517142	0.534152	0.545174	0.56618	0.576911	0.438623	0.276969392875063	1993	0.116	0
MSTRG.133583.2	0.51759	0.534836	0.544244	0.564782	0.575446	0.442233	0.23555359505955	2267	0.168	0
MSTRG.133583.3	0.51759	0.534836	0.544244	0.564782	0.575446	0.442233	0.260107160253288	2053	0.16	0
MSTRG.133583.4	0.517744	0.535304	0.545084	0.565366	0.575681	0.444775	0.302564102564103	1755	0.158	0
MSTRG.133587.1	0.498372	0.501444	0.499013	0.508642	0.5618	0.513302	0.415966386554622	238	0.168	0
MSTRG.133591.1	0.499005	0.496103	0.486517	0.465825	0.451403	0.364504	0.157894736842105	760	0.002	0
MSTRG.133592.1	0.50887	0.520306	0.522824	0.519909	0.530413	0.436781	0.0567961165048544	4120	0	0
MSTRG.133597.1	0.516929	0.533181	0.550043	0.620942	0.692162	0.634492	0.21891288160834	1343	0.692	1
MSTRG.133599.1	0.516353	0.532391	0.535724	0.564161	0.578236	0.446963	0.595652173913043	690	0.612	1
MSTRG.133603.1	0.515738	0.532276	0.543052	0.547758	0.540995	0.445318	0.0695677068422559	3493	0	0
MSTRG.133603.2	0.515738	0.532276	0.543052	0.547758	0.540995	0.445318	0.0844629822732012	2877	0	0
MSTRG.133605.1	0.521438	0.543959	0.560846	0.613944	0.637216	0.570553	0.959697732997481	397	0.648	1
MSTRG.133606.1	0.510635	0.52304	0.532707	0.563556	0.577699	0.495251	0.344173441734417	1107	0.472	1
MSTRG.133616.1	0.503422	0.505781	0.521076	0.555559	0.581417	0.487982	0.27737881508079	1114	0.374	0
MSTRG.133617.1	0.504488	0.509165	0.523269	0.55851	0.603645	0.461913	0.532258064516129	682	0.584	1
MSTRG.133621.1	0.504205	0.51205	0.543389	0.599438	0.641427	0.532681	0.30379746835443	1027	0.594	1
MSTRG.133626.1	0.502313	0.506365	0.524721	0.536589	0.687636	0.886638	0.613003095975232	323	0.502	1
MSTRG.133628.1	0.52037	0.541491	0.558662	0.584981	0.590468	0.533531	0.181818181818182	1551	0.006	0
MSTRG.133628.2	0.514067	0.52932	0.532954	0.544248	0.545116	0.489092	0.331020124913255	1441	0.432	0
MSTRG.133629.1	0.520659	0.540823	0.548259	0.551223	0.553307	0.432423	0.29393468118196	643	0.06	0
MSTRG.133638.1	0.497046	0.49319	0.496302	0.502963	0.510861	0.661619	0.19869174161897	1223	0.246	0
MSTRG.133638.2	0.497046	0.49319	0.496302	0.502963	0.510861	0.661619	0.142022209234366	1711	0.106	0
MSTRG.133638.3	0.491843	0.483898	0.482433	0.489427	0.513745	0.482908	0.0873493975903614	2988	0.026	0
MSTRG.133638.4	0.498054	0.4949	0.502018	0.513552	0.523699	0.689021	0.185929648241206	1194	0.116	0
MSTRG.133638.5	0.494817	0.48828	0.4847	0.471692	0.469685	0.64933	0.191729323308271	1064	0.142	0
MSTRG.133638.6	0.49076	0.479287	0.481607	0.473266	0.487136	0.366133	0.0646437994722955	2274	0	0
MSTRG.133638.7	0.49076	0.479287	0.481607	0.473266	0.487136	0.366133	0.074468085106383	1974	0	0
MSTRG.133655.1	0.493184	0.487016	0.494851	0.482943	0.485033	0.45945	0.336814621409922	766	0.188	0
MSTRG.133661.1	0.495638	0.490691	0.463053	0.431608	0.378615	0.081271	0.388090349075975	487	0	0
MSTRG.133666.1	0.515186	0.533023	0.542918	0.580947	0.588777	0.444729	0.259365994236311	1041	0.12	0
MSTRG.133669.1	0.512359	0.527326	0.556547	0.619328	0.652441	0.637206	0.702341137123746	299	0.696	1
MSTRG.133671.1	0.49921	0.498174	0.511957	0.538876	0.603962	0.563354	0.52863436123348	227	0.192	0
MSTRG.133683.1	0.500197	0.502281	0.519009	0.5433	0.584353	0.507031	0.745702005730659	1396	0.998	1
MSTRG.133685.1	0.48814	0.475985	0.471595	0.456694	0.454929	0.368181	0.175495163519116	2171	0.01	0
MSTRG.133685.2	0.494286	0.488806	0.496035	0.479393	0.477598	0.433859	0.109335996005991	2003	0.002	0
MSTRG.133685.3	0.494286	0.488806	0.496035	0.479393	0.477598	0.433859	0.19449378330373	1126	0.014	0
MSTRG.133685.4	0.497789	0.496588	0.490762	0.49494	0.495634	0.504691	0.0986842105263158	1976	0.018	0
MSTRG.133685.5	0.48814	0.475985	0.471595	0.456694	0.454929	0.368181	0.181255946717412	2102	0.004	0
MSTRG.133685.6	0.497789	0.496588	0.490762	0.49494	0.495634	0.504691	0.0951683748169839	2049	0.016	0
MSTRG.133685.7	0.48814	0.475985	0.471595	0.456694	0.454929	0.368181	0.179041353383459	2128	0.004	0
MSTRG.133685.8	0.48814	0.475985	0.471595	0.456694	0.454929	0.368181	0.164294954721863	2319	0.002	0
MSTRG.133685.9	0.497789	0.496588	0.490762	0.49494	0.495634	0.504691	0.251937984496124	774	0.164	0
MSTRG.133687.1	0.500333	0.502128	0.518656	0.537129	0.576974	0.523921	0.778991596638655	1190	0.968	1
MSTRG.133688.1	0.496732	0.495745	0.503795	0.525446	0.554697	0.59749	0.154411764705882	816	0.01	0
MSTRG.133688.2	0.514871	0.532242	0.527075	0.56636	0.576652	0.474722	0.140350877192982	855	0.008	0
MSTRG.133704.1	0.501993	0.501376	0.519775	0.526325	0.642291	0.934816	0.640350877192982	342	0.476	1
MSTRG.133715.1	0.511228	0.52203	0.525335	0.541475	0.55463	0.457684	0.835012594458438	794	0.708	1
MSTRG.133722.1	0.508153	0.516741	0.52305	0.543563	0.573869	0.576737	0.49079754601227	489	0.76	1
MSTRG.133723.1	0.510938	0.524642	0.510222	0.497312	0.477998	0.385769	0.125954198473282	2882	0.002	0
MSTRG.133723.2	0.510938	0.524642	0.510222	0.497312	0.477998	0.385769	0.123848515864893	2931	0.002	0
MSTRG.133723.3	0.510938	0.524642	0.510222	0.497312	0.477998	0.385769	0.0806845965770171	4499	0.004	0
MSTRG.133723.4	0.510938	0.524642	0.510222	0.497312	0.477998	0.385769	0.0816647919010124	4445	0.004	0
MSTRG.133723.5	0.510924	0.524282	0.510217	0.495449	0.474875	0.389066	0.080663231010531	4463	0.004	0
MSTRG.133723.6	0.510963	0.524337	0.509537	0.493544	0.475953	0.386087	0.109509202453988	3260	0.006	0
MSTRG.133723.7	0.510998	0.523995	0.508575	0.493186	0.474827	0.39892	0.10246679316888	3162	0.002	0
MSTRG.133726.1	0.500824	0.503757	0.502029	0.50646	0.560835	0.284525	0.323076923076923	260	0.02	0
MSTRG.133731.1	0.509604	0.520949	0.522536	0.543973	0.547654	0.43603	0.0856318152661963	3118	0	0
MSTRG.133731.2	0.509604	0.520949	0.522536	0.543973	0.547654	0.43603	0.0994043186895011	2686	0	0
MSTRG.133731.3	0.509604	0.520949	0.522536	0.543973	0.547654	0.43603	0.105742574257426	2525	0.002	0
MSTRG.133731.4	0.504071	0.508742	0.506257	0.529312	0.543796	0.364134	0.101260675071167	2459	0.008	0
MSTRG.133732.1	0.510322	0.522647	0.559237	0.595788	0.62755	0.548482	0.284079084287201	961	0.37	0
MSTRG.133745.1	0.516146	0.534513	0.564785	0.640612	0.69264	0.790905	0.677685950413223	363	0.928	1
MSTRG.133746.2	0.504709	0.509564	0.536935	0.565684	0.603547	0.751272	0.91652754590985	599	0.974	1
MSTRG.133750.1	0.518552	0.536526	0.544636	0.564817	0.566304	0.497432	0.427244582043344	646	0.368	0
MSTRG.133754.1	0.517372	0.536639	0.540913	0.581932	0.592178	0.480135	0.181523500810373	1851	0.008	0
MSTRG.133755.1	0.491335	0.484285	0.451427	0.417124	0.401155	0.316986	0.380487804878049	615	0.11	0
MSTRG.13376.1	0.517206	0.536621	0.534699	0.567468	0.572652	0.446311	0.474626865671642	1005	0.56	1
MSTRG.133768.1	0.505461	0.512703	0.500229	0.496786	0.520378	0.453324	0.397297297297297	370	0.154	0
MSTRG.133769.1	0.504931	0.512798	0.492188	0.496176	0.51237	0.393468	0.230769230769231	585	0.062	0
MSTRG.13377.1	0.510601	0.5206	0.523373	0.539562	0.57002	0.485904	0.321378008494573	2119	0.596	1
MSTRG.13377.2	0.510601	0.5206	0.523373	0.539562	0.57002	0.485904	0.384528514963298	1771	0.554	1
MSTRG.13377.3	0.510601	0.5206	0.523373	0.539562	0.57002	0.485904	0.335798816568047	2028	0.606	1
MSTRG.13377.4	0.510601	0.5206	0.523373	0.539562	0.57002	0.485904	0.367313915857605	1854	0.518	1
MSTRG.133771.1	0.506546	0.516973	0.546379	0.579503	0.607134	0.509954	0.931552587646077	599	0.376	0
MSTRG.133772.1	0.513189	0.527792	0.543866	0.569937	0.576794	0.42644	0.438655462184874	595	0.214	0
MSTRG.133778.1	0.509785	0.516178	0.522829	0.524454	0.515677	0.279424	0.223728813559322	590	0.002	0
MSTRG.133783.1	0.497919	0.48644	0.40276	0.331059	0.299993	0.15	0.168103448275862	232	0.014	0
MSTRG.133786.1	0.508942	0.519554	0.54483	0.593857	0.620326	0.537092	0.951219512195122	451	0.662	1
MSTRG.133788.1	0.506456	0.514735	0.539716	0.58244	0.614557	0.528524	0.504672897196262	535	0.848	1
MSTRG.133788.2	0.513236	0.528346	0.540815	0.581414	0.604888	0.475281	0.585826771653543	635	0.502	1
MSTRG.133790.1	0.5021	0.505843	0.539374	0.583686	0.617965	0.794354	0.623831775700935	428	0.896	1
MSTRG.133793.1	0.522891	0.548607	0.563813	0.620379	0.645862	0.601311	0.509371554575524	907	0.844	1
MSTRG.133794.1	0.509556	0.519387	0.523247	0.561714	0.5937	0.447991	0.593478260869565	460	0.366	0
MSTRG.133794.2	0.503669	0.508451	0.52715	0.563037	0.600062	0.500846	0.392079207920792	1010	0.78	1
MSTRG.133795.1	0.508194	0.516529	0.54847	0.575918	0.604405	0.463893	0.418785677218474	1927	0.18	0
MSTRG.133795.10	0.508194	0.516529	0.54847	0.575918	0.604405	0.463893	0.44585635359116	1810	0.134	0
MSTRG.133795.2	0.508194	0.516529	0.54847	0.575918	0.604405	0.463893	0.431550802139037	1870	0.148	0
MSTRG.133795.3	0.508194	0.516529	0.54847	0.575918	0.604405	0.463893	0.4203125	1920	0.172	0
MSTRG.133795.4	0.508194	0.516529	0.54847	0.575918	0.604405	0.463893	0.432475884244373	1866	0.148	0
MSTRG.133795.5	0.509565	0.520811	0.546539	0.574327	0.580523	0.403124	0.314837153196622	829	0.034	0
MSTRG.133795.6	0.508194	0.516529	0.54847	0.575918	0.604405	0.463893	0.43317230273752	1863	0.15	0
MSTRG.133795.7	0.508194	0.516529	0.54847	0.575918	0.604405	0.463893	0.432475884244373	1866	0.148	0
MSTRG.133795.8	0.508194	0.516529	0.54847	0.575918	0.604405	0.463893	0.432012847965739	1868	0.148	0
MSTRG.133795.9	0.509565	0.520811	0.546539	0.574327	0.580523	0.403124	0.336774193548387	775	0.018	0
MSTRG.133796.1	0.482236	0.461166	0.430447	0.391265	0.387263	0.184408	0.159198113207547	848	0	0
MSTRG.133799.1	0.515447	0.531698	0.534935	0.563347	0.571735	0.491123	0.816062176165803	386	0.342	0
MSTRG.1338.1	0.509254	0.516042	0.502733	0.481683	0.448674	0.322234	0.690647482014389	417	0.046	0
MSTRG.13380.1	0.50395	0.509503	0.521214	0.518771	0.463461	0.10873	0.442446043165468	278	0	0
MSTRG.133800.1	0.514795	0.532331	0.531057	0.544745	0.519718	0.441393	0.326858108108108	1184	0.17	0
MSTRG.133809.1	0.518527	0.537724	0.540842	0.565405	0.567722	0.457221	0.782608695652174	1058	0.52	1
MSTRG.133811.1	0.510912	0.523562	0.517791	0.542779	0.549867	0.465265	0.484944532488114	631	0.528	1
MSTRG.133811.2	0.496292	0.491074	0.502348	0.526224	0.554453	0.434613	0.16751269035533	1970	0.014	0
MSTRG.133820.1	0.506105	0.514577	0.521827	0.550722	0.569604	0.454562	0.337883959044369	879	0.506	1
MSTRG.133821.1	0.510566	0.522665	0.507082	0.512027	0.530031	0.437442	0.15537084398977	1564	0.002	0
MSTRG.133826.1	0.517061	0.535037	0.541335	0.571018	0.583105	0.535641	0.827319587628866	388	0.47	1
MSTRG.133835.1	0.492619	0.489097	0.494494	0.516479	0.550323	0.489932	0.272307692307692	650	0.376	0
MSTRG.133848.1	0.526973	0.553743	0.563075	0.604917	0.612461	0.561897	0.853556485355649	478	0.302	0
MSTRG.133849.1	0.503992	0.509581	0.55365	0.596701	0.63925	0.65864	0.432110091743119	2180	0.99	1
MSTRG.133855.1	0.502489	0.507026	0.505983	0.524367	0.555638	0.482039	0.805147058823529	272	0.274	0
MSTRG.133858.1	0.495487	0.493735	0.522647	0.556281	0.600024	0.489196	0.526096033402923	479	0.356	0
MSTRG.133863.1	0.511398	0.52228	0.508572	0.524154	0.524281	0.421532	0.355060034305317	583	0.126	0
MSTRG.133868.1	0.509149	0.520114	0.562046	0.631683	0.6867	0.666923	0.620957309184993	773	0.996	1
MSTRG.133872.1	0.493965	0.489983	0.459649	0.428945	0.428956	0.347581	0.230113636363636	352	0.026	0
MSTRG.133876.1	0.508951	0.521037	0.537995	0.579869	0.599006	0.54376	0.38	600	0.552	1
MSTRG.133879.1	0.492296	0.483825	0.46299	0.436739	0.435629	0.296483	0.149377593360996	482	0.002	0
MSTRG.133888.1	0.503687	0.509559	0.507806	0.530073	0.542557	0.434438	0.312849162011173	537	0.13	0
MSTRG.133890.1	0.49405	0.485305	0.476742	0.448467	0.419658	0.307074	0.167310167310167	2331	0	0
MSTRG.133890.2	0.49405	0.485305	0.476742	0.448467	0.419658	0.307074	0.161290322580645	2418	0	0
MSTRG.133890.3	0.49405	0.485305	0.476742	0.448467	0.419658	0.307074	0.23117960877297	1687	0.022	0
MSTRG.133890.4	0.49405	0.485305	0.476742	0.448467	0.419658	0.307074	0.206349206349206	1890	0.04	0
MSTRG.133894.1	0.498114	0.499794	0.496097	0.515289	0.557326	0.44806	0.849230769230769	325	0.386	0
MSTRG.133902.1	0.518449	0.538281	0.571325	0.610999	0.655519	0.816683	0.751740139211137	431	0.832	1
MSTRG.133908.4	0.515061	0.530969	0.527911	0.545123	0.566013	0.442867	0.43557168784029	551	0.32	0
MSTRG.133912.1	0.496329	0.48762	0.483622	0.435874	0.386993	0.260033	0.45372460496614	443	0.004	0
MSTRG.133915.1	0.500822	0.502627	0.527424	0.555636	0.585812	0.460866	0.666666666666667	459	0.378	0
MSTRG.133917.1	0.509189	0.522553	0.50354	0.502381	0.491621	0.273778	0.33	400	0.002	0
MSTRG.13392.1	0.508946	0.518005	0.518116	0.527022	0.504624	0.380398	0.24633431085044	682	0.012	0
MSTRG.13392.2	0.48687	0.475035	0.47217	0.441353	0.397469	0.307821	0.135225375626043	599	0	0
MSTRG.133929.1	0.504343	0.51114	0.497122	0.49947	0.503239	0.392576	0.661184210526316	608	0.644	1
MSTRG.133931.1	0.512481	0.528278	0.528161	0.546205	0.568468	0.686924	0.283158544108575	1621	0.87	1
MSTRG.133931.2	0.519807	0.54229	0.564273	0.593051	0.600607	0.460663	0.382978723404255	1269	0.23	0
MSTRG.133937.1	0.476926	0.446315	0.421472	0.365649	0.338216	0.231016	0.209638554216867	415	0	0
MSTRG.133939.1	0.493425	0.489447	0.46299	0.468816	0.510202	0.369597	0.18860510805501	509	0.014	0
MSTRG.133940.1	0.498481	0.496762	0.487015	0.470592	0.476351	0.369069	0.361930294906166	746	0.186	0
MSTRG.133940.2	0.498481	0.496762	0.487015	0.470592	0.476351	0.369069	0.441176470588235	612	0.22	0
MSTRG.133942.1	0.508142	0.519339	0.528365	0.559922	0.578027	0.727461	0.138178096212897	1954	0.032	0
MSTRG.133942.2	0.508142	0.519339	0.528365	0.559922	0.578027	0.727461	0.194104960460101	1391	0.09	0
MSTRG.133952.1	0.515942	0.533716	0.52498	0.531129	0.52331	0.458295	0.447895791583166	998	0.528	1
MSTRG.133952.2	0.521708	0.545579	0.536068	0.550188	0.538185	0.490501	0.376595744680851	940	0.524	1
MSTRG.133952.3	0.516129	0.534055	0.525769	0.533701	0.529387	0.466054	0.475609756097561	902	0.58	1
MSTRG.133957.1	0.518976	0.537864	0.55658	0.577535	0.597486	0.523374	0.350854139290407	2283	0.458	1
MSTRG.13397.1	0.512408	0.526658	0.563402	0.613372	0.663879	0.595195	0.523952095808383	1002	0.958	1
MSTRG.13397.2	0.512053	0.525997	0.561787	0.609187	0.656586	0.598649	0.584042553191489	940	0.922	1
MSTRG.13397.3	0.515133	0.531944	0.573082	0.633459	0.689331	0.612673	0.514285714285714	805	0.958	1
MSTRG.133977.1	0.493281	0.486676	0.481735	0.476013	0.474663	0.463095	0.382022471910112	534	0.166	0
MSTRG.133998.1	0.515786	0.533694	0.53505	0.559872	0.553888	0.510375	0.788018433179724	434	0.494	1
MSTRG.134000.1	0.493169	0.484032	0.475244	0.471228	0.465067	0.391446	0.14018691588785	535	0.022	0
MSTRG.134004.1	0.513922	0.529737	0.557932	0.602276	0.637578	0.507864	0.343478260869565	690	0.31	0
MSTRG.134006.1	0.508033	0.516345	0.510217	0.504618	0.490172	0.386619	0.420652173913043	920	0.198	0
MSTRG.134016.1	0.496661	0.491642	0.517166	0.537837	0.541318	0.20812	0.791574279379157	451	0.03	0
MSTRG.134017.1	0.519043	0.54076	0.53974	0.557448	0.569042	0.475265	0.48582995951417	741	0.598	1
MSTRG.134017.2	0.519043	0.54076	0.53974	0.557448	0.569042	0.475265	0.41002277904328	878	0.496	1
MSTRG.134019.1	0.491564	0.481379	0.467688	0.449876	0.45433	0.349961	0.204545454545455	748	0.032	0
MSTRG.134019.2	0.492605	0.491416	0.482237	0.486039	0.497713	0.415036	0.231617647058824	544	0.07	0
MSTRG.134020.1	0.484762	0.466382	0.445041	0.388561	0.371089	0.275039	0.437743190661479	514	0.012	0
MSTRG.134021.1	0.493813	0.48127	0.451724	0.401908	0.355178	0.021233	0.215625	320	0	0
MSTRG.134025.1	0.50571	0.508229	0.480029	0.452479	0.443915	0.276284	0.303867403314917	543	0.014	0
MSTRG.134026.1	0.503862	0.508137	0.501366	0.512076	0.552739	0.520176	0.312703583061889	921	0.452	0
MSTRG.134028.1	0.488688	0.477564	0.466664	0.429163	0.408437	0.284045	0.161361141602634	911	0	0
MSTRG.134028.2	0.496031	0.490913	0.473762	0.457406	0.459841	0.363837	0.193965517241379	1160	0	0
MSTRG.134041.1	0.521776	0.543153	0.538152	0.553863	0.555425	0.427664	0.986111111111111	432	0.238	0
MSTRG.134043.1	0.512512	0.525027	0.529261	0.546151	0.539881	0.482794	0.347107438016529	1089	0.386	0
MSTRG.134054.1	0.511731	0.5282	0.529324	0.576662	0.589446	0.431291	0.351398601398601	572	0.184	0
MSTRG.134054.2	0.5076	0.519146	0.514828	0.549642	0.558699	0.430026	0.502016129032258	496	0.388	0
MSTRG.134057.1	0.51553	0.532204	0.543898	0.574725	0.573166	0.452762	0.356948228882834	1101	0.242	0
MSTRG.134057.2	0.51553	0.532204	0.543898	0.574725	0.573166	0.452762	0.377521613832853	1041	0.258	0
MSTRG.134057.3	0.515732	0.532649	0.545155	0.576429	0.573123	0.45239	0.203125	1920	0.14	0
MSTRG.134058.1	0.497865	0.496728	0.511905	0.530257	0.571496	0.490883	0.763707571801567	766	0.814	1
MSTRG.134059.1	0.512495	0.526652	0.552362	0.594179	0.627599	0.473611	0.104798464491363	2605	0.002	0
MSTRG.134077.1	0.50511	0.511491	0.506352	0.496282	0.481023	0.42263	0.636655948553055	311	0.064	0
MSTRG.134079.1	0.502029	0.504471	0.501627	0.496298	0.483726	0.317869	0.468239564428312	551	0.032	0
MSTRG.134093.1	0.491272	0.484503	0.445606	0.392524	0.391441	0.179885	0.325581395348837	258	0.006	0
MSTRG.134112.1	0.49522	0.488271	0.454286	0.423495	0.37172	0.285456	0.32	300	0.004	0
MSTRG.134119.6	0.497354	0.497085	0.507944	0.521831	0.554618	0.466653	0.125935828877005	3740	0.028	0
MSTRG.134119.7	0.496982	0.495783	0.51311	0.533723	0.567571	0.485573	0.0920043811610077	3652	0.016	0
MSTRG.134120.1	0.499475	0.500123	0.524625	0.550865	0.589784	0.495087	0.820754716981132	2968	0.99	1
MSTRG.134120.2	0.498081	0.497182	0.518012	0.539774	0.574874	0.478826	0.900739827373613	1622	0.984	1
MSTRG.134120.3	0.507918	0.518352	0.503304	0.505552	0.500646	0.390835	0.73469387755102	392	0.23	0
MSTRG.134128.1	0.516889	0.534951	0.555244	0.582508	0.592275	0.480899	0.260074976569822	2134	0.34	0
MSTRG.134128.2	0.517402	0.535697	0.556545	0.584782	0.594451	0.484128	0.271777003484321	2009	0.33	0
MSTRG.134128.3	0.517797	0.535976	0.555711	0.585599	0.593081	0.477311	0.233393994540491	2198	0.288	0
MSTRG.134128.4	0.516397	0.53309	0.554836	0.586126	0.592403	0.463832	0.307589880159787	1502	0.224	0
MSTRG.134128.5	0.51711	0.533861	0.551592	0.592412	0.607924	0.475689	0.192513368983957	1683	0.004	0
MSTRG.134128.6	0.516513	0.532658	0.548891	0.583444	0.594219	0.451563	0.172297297297297	1776	0.004	0
MSTRG.134129.1	0.515364	0.532072	0.544967	0.560474	0.563564	0.447466	0.323408624229979	974	0.346	0
MSTRG.134131.1	0.493735	0.488728	0.495629	0.498623	0.520773	0.356697	0.0639468255787302	4363	0.004	0
MSTRG.134131.2	0.499357	0.497038	0.503673	0.521081	0.504042	0.499272	0.220149253731343	804	0.178	0
MSTRG.134132.1	0.510469	0.522446	0.541427	0.57631	0.587376	0.444074	0.57906976744186	430	0.176	0
MSTRG.134164.1	0.521575	0.54515	0.590914	0.673894	0.750953	0.854571	0.230496453900709	846	0.992	1
MSTRG.134183.1	0.513578	0.528121	0.57513	0.655158	0.72108	0.726613	0.479481641468682	3241	0.992	1
MSTRG.134183.2	0.511093	0.522697	0.557864	0.616061	0.662402	0.627037	0.414641842852635	3169	0.968	1
MSTRG.134184.1	0.504653	0.510278	0.540693	0.587073	0.638251	0.650545	0.668702290076336	1310	1	1
MSTRG.134191.1	0.491977	0.48013	0.467102	0.448112	0.449959	0.390335	0.489130434782609	276	0.058	0
MSTRG.134192.1	0.499546	0.502484	0.503083	0.513798	0.528118	0.687562	0.545945945945946	555	0.914	1
MSTRG.134192.2	0.496862	0.494123	0.500857	0.51263	0.534384	0.688155	0.536532170119956	917	0.984	1
MSTRG.134192.4	0.498076	0.497015	0.487396	0.483795	0.457566	0.658746	0.415384615384615	260	0.586	1
MSTRG.134192.5	0.498076	0.497015	0.487396	0.483795	0.457566	0.658746	0.412213740458015	262	0.59	1
MSTRG.134200.1	0.506431	0.513738	0.496177	0.498441	0.509165	0.365089	0.248618784530387	905	0.068	0
MSTRG.134204.1	0.499177	0.500286	0.50393	0.506515	0.508661	0.423018	0.301388888888889	2160	0.256	0
MSTRG.134213.1	0.51784	0.535589	0.53807	0.554518	0.560918	0.453008	0.405926454837558	2801	0.252	0
MSTRG.134216.1	0.505773	0.509665	0.513337	0.518241	0.527144	0.498606	0.532321899736148	1516	0.776	1
MSTRG.134216.2	0.506884	0.512211	0.515137	0.522663	0.532497	0.497578	0.663461538461538	1456	0.79	1
MSTRG.134216.3	0.506578	0.511202	0.51309	0.518835	0.525764	0.484653	0.672664359861592	1445	0.736	1
MSTRG.134216.4	0.505595	0.509367	0.513472	0.517927	0.524831	0.494943	0.525051475634866	1457	0.75	1
MSTRG.134216.5	0.505295	0.508007	0.510304	0.511689	0.515089	0.473489	0.540199335548173	1505	0.652	1
MSTRG.134216.6	0.505753	0.509603	0.513337	0.516253	0.524177	0.491977	0.538358905937292	1499	0.752	1
MSTRG.134216.7	0.507231	0.512806	0.514742	0.523919	0.536565	0.507039	0.655737704918033	1281	0.776	1
MSTRG.134216.8	0.505842	0.509576	0.512858	0.515059	0.519858	0.47169	0.57250341997264	1462	0.632	1
MSTRG.134217.1	0.496675	0.490903	0.479739	0.462761	0.479713	0.365588	0.201724137931034	580	0.06	0
MSTRG.134219.1	0.495666	0.490793	0.511055	0.53134	0.563197	0.48377	0.260303687635575	922	0.206	0
MSTRG.134219.2	0.498554	0.496995	0.498516	0.511585	0.543916	0.568761	0.336565096952909	722	0.68	1
MSTRG.134227.7	0.503312	0.508416	0.539381	0.577074	0.628101	0.760528	0.565930599369085	1585	1	1
MSTRG.134227.8	0.504548	0.51084	0.542448	0.580278	0.628672	0.739761	0.345794392523364	1605	0.99	1
MSTRG.134229.1	0.512221	0.527232	0.550218	0.598267	0.636549	0.590496	0.265762170790104	2506	0.598	1
MSTRG.134229.10	0.512221	0.527232	0.550218	0.598267	0.636549	0.590496	0.2490650710546	2674	0.666	1
MSTRG.134229.11	0.512221	0.527232	0.550218	0.598267	0.636549	0.590496	0.238027162258756	2798	0.754	1
MSTRG.134229.12	0.512221	0.527232	0.550218	0.598267	0.636549	0.590496	0.157223796033994	4236	0.018	0
MSTRG.134229.13	0.512221	0.527232	0.550218	0.598267	0.636549	0.590496	0.303693570451436	2193	0.548	1
MSTRG.134229.14	0.512221	0.527232	0.550218	0.598267	0.636549	0.590496	0.241391808626314	2759	0.722	1
MSTRG.134229.15	0.512221	0.527232	0.550218	0.598267	0.636549	0.590496	0.307763401109057	2164	0.594	1
MSTRG.134229.16	0.51232	0.52771	0.550917	0.599079	0.637011	0.593205	0.256976744186046	2580	0.65	1
MSTRG.134229.17	0.51232	0.52771	0.550917	0.599079	0.637011	0.593205	0.207511737089202	3195	0.742	1
MSTRG.134229.18	0.51232	0.52771	0.550917	0.599079	0.637011	0.593205	0.180359085963003	3676	0.022	0
MSTRG.134229.19	0.51232	0.52771	0.550917	0.599079	0.637011	0.593205	0.134619289340102	4925	0.022	0
MSTRG.134229.2	0.512221	0.527232	0.550218	0.598267	0.636549	0.590496	0.254198473282443	2620	0.632	1
MSTRG.134229.20	0.51232	0.52771	0.550917	0.599079	0.637011	0.593205	0.177795655671762	3729	0.022	0
MSTRG.134229.21	0.51271	0.528452	0.551209	0.600735	0.639799	0.59962	0.26207729468599	2484	0.668	1
MSTRG.134229.22	0.51271	0.528452	0.551209	0.600735	0.639799	0.59962	0.233668341708543	2786	0.762	1
MSTRG.134229.23	0.51271	0.528452	0.551209	0.600735	0.639799	0.59962	0.12893642305407	5049	0.032	0
MSTRG.134229.24	0.51271	0.528452	0.551209	0.600735	0.639799	0.59962	0.182557487380819	3566	0.028	0
MSTRG.134229.25	0.51271	0.528452	0.551209	0.600735	0.639799	0.59962	0.286028119507909	2276	0.678	1
MSTRG.134229.26	0.51271	0.528452	0.551209	0.600735	0.639799	0.59962	0.130985915492958	4970	0.03	0
MSTRG.134229.27	0.51271	0.528452	0.551209	0.600735	0.639799	0.59962	0.328787878787879	1980	0.822	1
MSTRG.134229.28	0.513497	0.530013	0.526334	0.535562	0.554697	0.663663	0.25437898089172	2512	0.816	1
MSTRG.134229.29	0.512466	0.527369	0.523906	0.53132	0.552509	0.654955	0.255367231638418	2655	0.7	1
MSTRG.134229.3	0.512221	0.527232	0.550218	0.598267	0.636549	0.590496	0.209763779527559	3175	0.71	1
