                Seq predicted  prediction
  MSTRG.53608.1_rev  1:lncRNA       0.863
  MSTRG.53613.1_rev  1:lncRNA       0.863
  MSTRG.53718.1_rev  1:lncRNA       0.863
  MSTRG.53891.1_rev  1:lncRNA       0.782
  MSTRG.54107.1_rev  1:lncRNA       0.863
  MSTRG.54194.1_rev  1:lncRNA       0.863
  MSTRG.54324.1_rev  1:lncRNA       0.863
  MSTRG.54564.1_rev  1:lncRNA       0.863
  MSTRG.54585.1_rev  1:lncRNA       0.863
  MSTRG.54621.1_rev  1:lncRNA       0.863
  MSTRG.54676.1_rev  1:lncRNA       0.863
  MSTRG.54758.1_rev  1:lncRNA       0.863
  MSTRG.54871.1_rev  1:lncRNA       0.852
  MSTRG.54936.1_rev  1:lncRNA       0.863
  MSTRG.54987.1_rev  1:lncRNA       0.863
  MSTRG.55328.1_rev  1:lncRNA       0.852
  MSTRG.55733.1_rev  1:lncRNA       0.863
  MSTRG.55754.1_rev  1:lncRNA       0.863
  MSTRG.56109.1_rev    2:mRNA       1.000
  MSTRG.56119.1_rev  1:lncRNA       0.863
  MSTRG.56188.1_rev  1:lncRNA       0.697
  MSTRG.56190.1_rev  1:lncRNA       0.863
  MSTRG.56262.1_rev  1:lncRNA       0.863
  MSTRG.56501.1_rev  1:lncRNA       0.852
  MSTRG.56612.1_rev    2:mRNA       1.000
  MSTRG.57098.1_rev  1:lncRNA       0.863
  MSTRG.57099.1_rev  1:lncRNA       0.863
  MSTRG.57146.1_rev  1:lncRNA       0.863
  MSTRG.57202.1_rev  1:lncRNA       0.863
  MSTRG.57268.1_rev  1:lncRNA       0.863
  MSTRG.57714.1_rev  1:lncRNA       0.863
  MSTRG.57733.1_rev  1:lncRNA       0.852
  MSTRG.58163.1_rev  1:lncRNA       0.863
  MSTRG.58178.1_rev  1:lncRNA       0.863
  MSTRG.58183.1_rev  1:lncRNA       0.863
  MSTRG.58192.1_rev  1:lncRNA       0.863
  MSTRG.58205.1_rev  1:lncRNA       0.852
  MSTRG.58214.1_rev  1:lncRNA       0.863
  MSTRG.58243.1_rev  1:lncRNA       0.863
  MSTRG.58307.1_rev  1:lncRNA       0.863
  MSTRG.58323.1_rev  1:lncRNA       0.852
  MSTRG.58324.1_rev  1:lncRNA       0.852
  MSTRG.58420.1_rev  1:lncRNA       0.852
  MSTRG.58569.1_rev  1:lncRNA       0.863
  MSTRG.58592.1_rev  1:lncRNA       0.863
  MSTRG.58966.1_rev  1:lncRNA       0.852
  MSTRG.59516.1_rev    2:mRNA       1.000
  MSTRG.59906.1_rev  1:lncRNA       0.863
  MSTRG.60162.1_rev  1:lncRNA       0.863
  MSTRG.60173.1_rev  1:lncRNA       0.852
  MSTRG.60196.1_rev  1:lncRNA       0.863
  MSTRG.60591.1_rev  1:lncRNA       0.852
  MSTRG.60625.1_rev  1:lncRNA       0.863
  MSTRG.60704.1_rev  1:lncRNA       0.852
  MSTRG.60716.1_rev  1:lncRNA       0.863
  MSTRG.60740.1_rev  1:lncRNA       0.863
  MSTRG.60743.1_rev  1:lncRNA       0.863
  MSTRG.61398.1_rev    2:mRNA       1.000
  MSTRG.61407.1_rev  1:lncRNA       0.852
  MSTRG.61498.1_rev  1:lncRNA       0.863
  MSTRG.61522.1_rev  1:lncRNA       0.852
  MSTRG.61660.1_rev  1:lncRNA       0.863
  MSTRG.61762.1_rev  1:lncRNA       0.863
  MSTRG.61913.1_rev  1:lncRNA       0.863
  MSTRG.62124.1_rev  1:lncRNA       0.863
  MSTRG.62179.1_rev  1:lncRNA       0.852
  MSTRG.62409.1_rev  1:lncRNA       0.863
  MSTRG.62543.1_rev  1:lncRNA       0.852
  MSTRG.62554.1_rev  1:lncRNA       0.782
  MSTRG.62689.1_rev  1:lncRNA       0.863
  MSTRG.62887.1_rev  1:lncRNA       0.852
  MSTRG.63101.1_rev  1:lncRNA       0.863
  MSTRG.63172.1_rev  1:lncRNA       0.863
  MSTRG.63189.1_rev  1:lncRNA       0.852
  MSTRG.63190.1_rev  1:lncRNA       0.863
  MSTRG.63262.1_rev  1:lncRNA       0.863
  MSTRG.63284.1_rev  1:lncRNA       0.852
  MSTRG.63301.1_rev  1:lncRNA       0.852
  MSTRG.63321.1_rev  1:lncRNA       0.852
  MSTRG.63365.1_rev  1:lncRNA       0.852
  MSTRG.63366.1_rev  1:lncRNA       0.863
  MSTRG.63374.1_rev    2:mRNA       1.000
  MSTRG.63854.1_rev  1:lncRNA       0.863
  MSTRG.64192.1_rev  1:lncRNA       0.863
  MSTRG.64212.1_rev  1:lncRNA       0.863
  MSTRG.64901.1_rev  1:lncRNA       0.863
  MSTRG.65027.1_rev  1:lncRNA       0.863
  MSTRG.65058.1_rev  1:lncRNA       0.852
  MSTRG.65113.1_rev  1:lncRNA       0.852
  MSTRG.65119.1_rev  1:lncRNA       0.852
  MSTRG.65120.1_rev  1:lncRNA       0.852
  MSTRG.65205.1_rev  1:lncRNA       0.863
  MSTRG.65232.1_rev  1:lncRNA       0.863
  MSTRG.65269.1_rev  1:lncRNA       0.863
  MSTRG.65681.1_rev  1:lncRNA       0.852
  MSTRG.65688.1_rev  1:lncRNA       0.863
  MSTRG.65704.1_rev  1:lncRNA       0.782
  MSTRG.65909.1_rev  1:lncRNA       0.863
  MSTRG.65943.1_rev  1:lncRNA       0.863
  MSTRG.65946.1_rev  1:lncRNA       0.863
  MSTRG.65951.1_rev  1:lncRNA       0.863
  MSTRG.66033.1_rev  1:lncRNA       0.863
  MSTRG.66156.1_rev    2:mRNA       1.000
  MSTRG.66227.1_rev    2:mRNA       1.000
  MSTRG.66465.1_rev  1:lncRNA       0.863
  MSTRG.66471.1_rev  1:lncRNA       0.863
  MSTRG.66560.1_rev  1:lncRNA       0.863
  MSTRG.66728.1_rev  1:lncRNA       0.852
  MSTRG.66919.1_rev  1:lncRNA       0.863
  MSTRG.66922.1_rev  1:lncRNA       0.863
  MSTRG.66956.1_rev  1:lncRNA       0.852
  MSTRG.67082.1_rev  1:lncRNA       0.863
  MSTRG.67161.1_rev  1:lncRNA       0.863
  MSTRG.67216.1_rev  1:lncRNA       0.863
  MSTRG.67254.1_rev  1:lncRNA       0.863
  MSTRG.67268.1_rev  1:lncRNA       0.863
  MSTRG.67357.1_rev  1:lncRNA       0.852
  MSTRG.67402.1_rev  1:lncRNA       0.852
  MSTRG.67533.1_rev  1:lncRNA       0.863
  MSTRG.67622.1_rev  1:lncRNA       0.863
  MSTRG.67635.1_rev  1:lncRNA       0.852
  MSTRG.67709.1_rev    2:mRNA       0.596
  MSTRG.67764.1_rev  1:lncRNA       0.863
  MSTRG.67805.1_rev  1:lncRNA       0.852
  MSTRG.67828.1_rev  1:lncRNA       0.863
  MSTRG.67836.1_rev  1:lncRNA       0.863
  MSTRG.67894.1_rev  1:lncRNA       0.863
  MSTRG.68123.1_rev  1:lncRNA       0.863
  MSTRG.68204.1_rev  1:lncRNA       0.852
  MSTRG.68232.1_rev  1:lncRNA       0.863
  MSTRG.68459.1_rev  1:lncRNA       0.863
  MSTRG.68592.1_rev  1:lncRNA       0.852
  MSTRG.68653.1_rev  1:lncRNA       0.863
  MSTRG.68700.1_rev  1:lncRNA       0.863
  MSTRG.68994.1_rev  1:lncRNA       0.852
  MSTRG.69165.1_rev  1:lncRNA       0.863
  MSTRG.69324.1_rev  1:lncRNA       0.863
  MSTRG.69395.1_rev  1:lncRNA       0.863
  MSTRG.69467.1_rev  1:lncRNA       0.863
  MSTRG.69513.1_rev  1:lncRNA       0.863
  MSTRG.69597.1_rev  1:lncRNA       0.863
  MSTRG.69684.1_rev    2:mRNA       1.000
  MSTRG.69704.1_rev  1:lncRNA       0.863
  MSTRG.70056.1_rev  1:lncRNA       0.863
  MSTRG.70060.1_rev  1:lncRNA       0.863
  MSTRG.70127.1_rev  1:lncRNA       0.863
  MSTRG.70216.1_rev  1:lncRNA       0.863
  MSTRG.70257.1_rev  1:lncRNA       0.863
  MSTRG.70306.1_rev  1:lncRNA       0.852
  MSTRG.70311.1_rev  1:lncRNA       0.863
  MSTRG.70341.1_rev  1:lncRNA       0.863
  MSTRG.70378.1_rev  1:lncRNA       0.852
  MSTRG.70589.1_rev  1:lncRNA       0.863
  MSTRG.70609.1_rev  1:lncRNA       0.863
  MSTRG.70700.1_rev  1:lncRNA       0.852
  MSTRG.70711.1_rev  1:lncRNA       0.863
  MSTRG.70768.1_rev  1:lncRNA       0.863
  MSTRG.71174.1_rev  1:lncRNA       0.852
  MSTRG.71477.1_rev  1:lncRNA       0.863
  MSTRG.71542.1_rev  1:lncRNA       0.782
  MSTRG.71586.1_rev  1:lncRNA       0.863
  MSTRG.71638.1_rev  1:lncRNA       0.863
  MSTRG.72225.1_rev  1:lncRNA       0.852
  MSTRG.72243.1_rev    2:mRNA       1.000
  MSTRG.72262.1_rev  1:lncRNA       0.863
  MSTRG.72266.1_rev    2:mRNA       1.000
  MSTRG.72280.1_rev  1:lncRNA       0.863
  MSTRG.72316.1_rev  1:lncRNA       0.863
  MSTRG.72317.1_rev  1:lncRNA       0.852
  MSTRG.72548.1_rev  1:lncRNA       0.852
  MSTRG.72571.1_rev  1:lncRNA       0.852
  MSTRG.72622.1_rev  1:lncRNA       0.863
  MSTRG.72889.1_rev    2:mRNA       0.596
  MSTRG.72969.1_rev  1:lncRNA       0.852
  MSTRG.73116.1_rev  1:lncRNA       0.863
  MSTRG.73196.1_rev  1:lncRNA       0.852
  MSTRG.73211.1_rev  1:lncRNA       0.863
  MSTRG.73370.1_rev  1:lncRNA       0.852
  MSTRG.73371.1_rev  1:lncRNA       0.863
  MSTRG.73375.1_rev  1:lncRNA       0.863
  MSTRG.73467.1_rev  1:lncRNA       0.863
  MSTRG.73601.1_rev    2:mRNA       1.000
  MSTRG.73606.1_rev  1:lncRNA       0.863
  MSTRG.73618.1_rev  1:lncRNA       0.852
  MSTRG.73632.1_rev  1:lncRNA       0.863
  MSTRG.73797.1_rev  1:lncRNA       0.863
  MSTRG.73816.1_rev  1:lncRNA       0.863
  MSTRG.73954.1_rev  1:lncRNA       0.863
  MSTRG.74081.1_rev  1:lncRNA       0.852
  MSTRG.74343.1_rev  1:lncRNA       0.852
  MSTRG.74403.1_rev  1:lncRNA       0.863
  MSTRG.74443.1_rev  1:lncRNA       0.863
  MSTRG.74457.1_rev  1:lncRNA       0.863
  MSTRG.74486.1_rev  1:lncRNA       0.697
  MSTRG.74760.1_rev  1:lncRNA       0.852
  MSTRG.74860.1_rev  1:lncRNA       0.863
  MSTRG.75445.1_rev    2:mRNA       0.596
  MSTRG.75523.1_rev  1:lncRNA       0.863
  MSTRG.75590.1_rev  1:lncRNA       0.863
  MSTRG.75597.1_rev  1:lncRNA       0.863
  MSTRG.75610.1_rev  1:lncRNA       0.863
  MSTRG.76168.1_rev  1:lncRNA       0.863
  MSTRG.76185.1_rev  1:lncRNA       0.863
  MSTRG.76203.1_rev  1:lncRNA       0.863
  MSTRG.76321.1_rev  1:lncRNA       0.863
  MSTRG.76358.1_rev  1:lncRNA       0.782
  MSTRG.76484.1_rev  1:lncRNA       0.863
  MSTRG.76552.1_rev  1:lncRNA       0.863
  MSTRG.76583.1_rev  1:lncRNA       0.825
  MSTRG.76604.1_rev  1:lncRNA       0.863
  MSTRG.76673.1_rev  1:lncRNA       0.852
  MSTRG.76836.1_rev  1:lncRNA       0.863
  MSTRG.76846.1_rev  1:lncRNA       0.863
  MSTRG.76854.1_rev  1:lncRNA       0.863
  MSTRG.76856.1_rev  1:lncRNA       0.863
  MSTRG.76945.1_rev  1:lncRNA       0.863
  MSTRG.76983.1_rev  1:lncRNA       0.863
  MSTRG.77171.1_rev  1:lncRNA       0.863
  MSTRG.77231.1_rev  1:lncRNA       0.852
  MSTRG.77281.1_rev  1:lncRNA       0.863
  MSTRG.77327.1_rev  1:lncRNA       0.863
  MSTRG.77328.1_rev  1:lncRNA       0.863
  MSTRG.77354.1_rev  1:lncRNA       0.863
  MSTRG.77765.1_rev    2:mRNA       1.000
  MSTRG.77813.1_rev  1:lncRNA       0.852
  MSTRG.78223.1_rev  1:lncRNA       0.863
  MSTRG.78266.1_rev  1:lncRNA       0.852
  MSTRG.78282.1_rev  1:lncRNA       0.863
  MSTRG.78355.1_rev  1:lncRNA       0.852
  MSTRG.78617.1_rev  1:lncRNA       0.863
  MSTRG.78829.1_rev  1:lncRNA       0.852
  MSTRG.78962.1_rev  1:lncRNA       0.863
  MSTRG.79015.1_rev  1:lncRNA       0.852
  MSTRG.79128.1_rev  1:lncRNA       0.863
  MSTRG.79308.1_rev  1:lncRNA       0.863
  MSTRG.79324.1_rev  1:lncRNA       0.852
  MSTRG.79626.1_rev  1:lncRNA       0.852
  MSTRG.79695.1_rev  1:lncRNA       0.852
  MSTRG.80168.1_rev  1:lncRNA       0.852
  MSTRG.80219.1_rev  1:lncRNA       0.863
  MSTRG.80282.1_rev  1:lncRNA       0.863
  MSTRG.80327.1_rev  1:lncRNA       0.863
  MSTRG.80535.1_rev  1:lncRNA       0.852
  MSTRG.80627.1_rev  1:lncRNA       0.863
  MSTRG.81006.1_rev  1:lncRNA       0.863
  MSTRG.81308.1_rev  1:lncRNA       0.863
  MSTRG.81354.1_rev  1:lncRNA       0.852
  MSTRG.81544.1_rev  1:lncRNA       0.863
  MSTRG.81599.1_rev  1:lncRNA       0.852
  MSTRG.81629.1_rev  1:lncRNA       0.863
  MSTRG.81749.1_rev  1:lncRNA       0.863
  MSTRG.82088.1_rev  1:lncRNA       0.863
  MSTRG.82124.1_rev  1:lncRNA       0.863
  MSTRG.82144.1_rev  1:lncRNA       0.863
  MSTRG.82420.1_rev  1:lncRNA       0.863
  MSTRG.82439.1_rev  1:lncRNA       0.863
  MSTRG.82450.1_rev  1:lncRNA       0.863
  MSTRG.82571.1_rev  1:lncRNA       0.863
  MSTRG.82690.1_rev  1:lncRNA       0.863
  MSTRG.82856.1_rev  1:lncRNA       0.697
  MSTRG.82992.1_rev  1:lncRNA       0.863
  MSTRG.83113.1_rev  1:lncRNA       0.863
  MSTRG.83423.1_rev  1:lncRNA       0.852
  MSTRG.83465.1_rev  1:lncRNA       0.852
  MSTRG.83718.1_rev  1:lncRNA       0.852
  MSTRG.83932.1_rev    2:mRNA       1.000
  MSTRG.84237.1_rev  1:lncRNA       0.863
  MSTRG.84331.1_rev  1:lncRNA       0.863
  MSTRG.84422.1_rev  1:lncRNA       0.863
  MSTRG.84424.1_rev  1:lncRNA       0.852
  MSTRG.84441.1_rev  1:lncRNA       0.852
  MSTRG.84477.1_rev  1:lncRNA       0.863
  MSTRG.84719.1_rev  1:lncRNA       0.863
  MSTRG.84781.1_rev  1:lncRNA       0.863
  MSTRG.84804.1_rev    2:mRNA       1.000
  MSTRG.84850.1_rev  1:lncRNA       0.863
  MSTRG.84868.1_rev  1:lncRNA       0.863
  MSTRG.84897.1_rev  1:lncRNA       0.863
  MSTRG.84933.1_rev  1:lncRNA       0.863
  MSTRG.85049.1_rev  1:lncRNA       0.863
  MSTRG.85058.1_rev    2:mRNA       1.000
  MSTRG.85156.1_rev  1:lncRNA       0.863
  MSTRG.85178.1_rev  1:lncRNA       0.863
  MSTRG.85208.1_rev  1:lncRNA       0.852
  MSTRG.85456.1_rev  1:lncRNA       0.863
  MSTRG.85464.1_rev  1:lncRNA       0.863
  MSTRG.85626.1_rev  1:lncRNA       0.863
  MSTRG.85640.1_rev  1:lncRNA       0.863
  MSTRG.85822.1_rev  1:lncRNA       0.863
  MSTRG.85885.1_rev  1:lncRNA       0.852
  MSTRG.85892.1_rev  1:lncRNA       0.863
  MSTRG.86098.1_rev  1:lncRNA       0.863
  MSTRG.86254.1_rev  1:lncRNA       0.852
  MSTRG.86362.1_rev    2:mRNA       1.000
  MSTRG.86519.1_rev  1:lncRNA       0.863
  MSTRG.86954.1_rev  1:lncRNA       0.863
  MSTRG.87090.1_rev  1:lncRNA       0.863
  MSTRG.87240.1_rev    2:mRNA       1.000
  MSTRG.87345.1_rev  1:lncRNA       0.863
  MSTRG.87393.1_rev  1:lncRNA       0.863
  MSTRG.87464.1_rev  1:lncRNA       0.852
  MSTRG.87480.1_rev  1:lncRNA       0.852
  MSTRG.87507.1_rev  1:lncRNA       0.863
  MSTRG.87682.1_rev  1:lncRNA       0.852
  MSTRG.87758.1_rev  1:lncRNA       0.863
  MSTRG.87837.1_rev  1:lncRNA       0.863
  MSTRG.87912.1_rev  1:lncRNA       0.852
  MSTRG.87929.1_rev  1:lncRNA       0.852
  MSTRG.88002.1_rev  1:lncRNA       0.863
  MSTRG.88245.1_rev  1:lncRNA       0.863
  MSTRG.88533.1_rev  1:lncRNA       0.863
  MSTRG.88601.1_rev  1:lncRNA       0.863
  MSTRG.88854.1_rev  1:lncRNA       0.863
  MSTRG.89079.1_rev  1:lncRNA       0.863
  MSTRG.89205.1_rev  1:lncRNA       0.863
  MSTRG.89281.1_rev  1:lncRNA       0.863
  MSTRG.89326.1_rev  1:lncRNA       0.863
  MSTRG.89444.1_rev  1:lncRNA       0.852
  MSTRG.89526.1_rev    2:mRNA       1.000
  MSTRG.89540.1_rev  1:lncRNA       0.863
  MSTRG.89541.1_rev  1:lncRNA       0.863
  MSTRG.89548.1_rev  1:lncRNA       0.852
  MSTRG.89738.1_rev  1:lncRNA       0.863
  MSTRG.89786.1_rev  1:lncRNA       0.863
  MSTRG.89813.1_rev  1:lncRNA       0.863
  MSTRG.89872.1_rev  1:lncRNA       0.863
  MSTRG.89978.1_rev  1:lncRNA       0.852
  MSTRG.90196.1_rev  1:lncRNA       0.852
  MSTRG.90993.1_rev  1:lncRNA       0.863
  MSTRG.91077.1_rev  1:lncRNA       0.863
  MSTRG.91132.1_rev  1:lncRNA       0.863
  MSTRG.91165.1_rev  1:lncRNA       0.863
  MSTRG.91196.1_rev  1:lncRNA       0.863
  MSTRG.91217.1_rev  1:lncRNA       0.863
  MSTRG.91414.1_rev  1:lncRNA       0.863
  MSTRG.91482.1_rev  1:lncRNA       0.863
  MSTRG.91592.1_rev  1:lncRNA       0.863
  MSTRG.91611.1_rev    2:mRNA       0.596
  MSTRG.91671.1_rev  1:lncRNA       0.863
  MSTRG.91777.1_rev  1:lncRNA       0.863
  MSTRG.91829.1_rev  1:lncRNA       0.863
  MSTRG.91993.1_rev  1:lncRNA       0.863
  MSTRG.92087.1_rev  1:lncRNA       0.863
  MSTRG.92255.1_rev  1:lncRNA       0.852
  MSTRG.92259.1_rev  1:lncRNA       0.863
  MSTRG.92451.1_rev  1:lncRNA       0.863
  MSTRG.92533.1_rev  1:lncRNA       0.863
  MSTRG.92581.1_rev  1:lncRNA       0.825
  MSTRG.92657.1_rev  1:lncRNA       0.852
  MSTRG.92695.1_rev  1:lncRNA       0.863
  MSTRG.92881.1_rev  1:lncRNA       0.863
  MSTRG.93087.1_rev  1:lncRNA       0.863
  MSTRG.93184.1_rev  1:lncRNA       0.852
  MSTRG.93222.1_rev  1:lncRNA       0.863
  MSTRG.93272.1_rev  1:lncRNA       0.863
  MSTRG.93554.1_rev  1:lncRNA       0.863
  MSTRG.93652.1_rev  1:lncRNA       0.852
  MSTRG.93681.1_rev  1:lncRNA       0.852
  MSTRG.93691.1_rev  1:lncRNA       0.863
  MSTRG.93922.1_rev    2:mRNA       1.000
  MSTRG.94205.1_rev  1:lncRNA       0.863
  MSTRG.94286.1_rev  1:lncRNA       0.852
  MSTRG.94287.1_rev  1:lncRNA       0.863
  MSTRG.94456.1_rev  1:lncRNA       0.863
  MSTRG.94603.1_rev  1:lncRNA       0.863
  MSTRG.94824.1_rev  1:lncRNA       0.863
  MSTRG.94943.1_rev  1:lncRNA       0.863
  MSTRG.95065.1_rev  1:lncRNA       0.863
  MSTRG.95070.1_rev  1:lncRNA       0.852
  MSTRG.95170.1_rev  1:lncRNA       0.852
  MSTRG.95435.1_rev  1:lncRNA       0.852
  MSTRG.95469.1_rev  1:lncRNA       0.863
  MSTRG.95490.1_rev  1:lncRNA       0.863
  MSTRG.95492.1_rev  1:lncRNA       0.863
  MSTRG.95550.1_rev  1:lncRNA       0.863
  MSTRG.95672.1_rev  1:lncRNA       0.863
  MSTRG.95826.1_rev  1:lncRNA       0.863
  MSTRG.96038.1_rev  1:lncRNA       0.863
  MSTRG.96044.1_rev  1:lncRNA       0.863
  MSTRG.96089.1_rev  1:lncRNA       0.863
  MSTRG.96127.1_rev  1:lncRNA       0.782
  MSTRG.96159.1_rev  1:lncRNA       0.863
  MSTRG.96322.1_rev    2:mRNA       1.000
  MSTRG.96329.1_rev  1:lncRNA       0.852
  MSTRG.96342.1_rev  1:lncRNA       0.863
  MSTRG.96660.1_rev  1:lncRNA       0.863
  MSTRG.96729.1_rev  1:lncRNA       0.863
  MSTRG.96922.1_rev  1:lncRNA       0.863
  MSTRG.96952.1_rev  1:lncRNA       0.852
  MSTRG.97018.1_rev  1:lncRNA       0.863
  MSTRG.97075.1_rev  1:lncRNA       0.863
  MSTRG.97151.1_rev  1:lncRNA       0.863
  MSTRG.97292.1_rev  1:lncRNA       0.863
  MSTRG.97542.1_rev  1:lncRNA       0.863
  MSTRG.97754.1_rev  1:lncRNA       0.863
  MSTRG.97868.1_rev  1:lncRNA       0.852
  MSTRG.98097.1_rev  1:lncRNA       0.852
  MSTRG.98363.1_rev  1:lncRNA       0.863
  MSTRG.98472.1_rev  1:lncRNA       0.863
  MSTRG.98535.1_rev  1:lncRNA       0.863
  MSTRG.98648.1_rev  1:lncRNA       0.863
  MSTRG.98725.1_rev  1:lncRNA       0.863
  MSTRG.98766.1_rev  1:lncRNA       0.863
  MSTRG.98823.1_rev  1:lncRNA       0.863
  MSTRG.98832.1_rev  1:lncRNA       0.852
  MSTRG.98872.1_rev  1:lncRNA       0.852
  MSTRG.98889.1_rev  1:lncRNA       0.863
  MSTRG.99119.1_rev  1:lncRNA       0.863
  MSTRG.99336.1_rev  1:lncRNA       0.863
  MSTRG.99459.1_rev  1:lncRNA       0.863
  MSTRG.99499.1_rev  1:lncRNA       0.852
  MSTRG.99530.1_rev  1:lncRNA       0.863
  MSTRG.99645.1_rev  1:lncRNA       0.863
  MSTRG.99706.1_rev  1:lncRNA       0.852
  MSTRG.99952.1_rev  1:lncRNA       0.863
 MSTRG.100175.1_rev  1:lncRNA       0.863
 MSTRG.100497.1_rev  1:lncRNA       0.863
 MSTRG.100674.1_rev    2:mRNA       1.000
 MSTRG.100742.1_rev  1:lncRNA       0.863
 MSTRG.100875.1_rev  1:lncRNA       0.863
 MSTRG.100994.1_rev  1:lncRNA       0.863
 MSTRG.101474.1_rev  1:lncRNA       0.863
 MSTRG.102332.1_rev  1:lncRNA       0.863
 MSTRG.102356.1_rev  1:lncRNA       0.852
 MSTRG.102359.1_rev  1:lncRNA       0.852
 MSTRG.102411.1_rev  1:lncRNA       0.863
 MSTRG.102415.1_rev  1:lncRNA       0.852
 MSTRG.102642.1_rev  1:lncRNA       0.863
 MSTRG.102979.1_rev  1:lncRNA       0.863
 MSTRG.103030.1_rev  1:lncRNA       0.863
 MSTRG.103228.1_rev  1:lncRNA       0.852
 MSTRG.103367.1_rev  1:lncRNA       0.863
 MSTRG.103380.1_rev  1:lncRNA       0.863
 MSTRG.103801.1_rev  1:lncRNA       0.863
 MSTRG.103922.1_rev  1:lncRNA       0.863
 MSTRG.104074.1_rev  1:lncRNA       0.863
 MSTRG.104340.1_rev  1:lncRNA       0.863
 MSTRG.104416.1_rev  1:lncRNA       0.863
 MSTRG.104616.1_rev  1:lncRNA       0.852
 MSTRG.104969.1_rev  1:lncRNA       0.852
 MSTRG.105246.1_rev  1:lncRNA       0.863
 MSTRG.105247.1_rev  1:lncRNA       0.852
 MSTRG.105387.1_rev  1:lncRNA       0.852
 MSTRG.105400.1_rev  1:lncRNA       0.863
 MSTRG.105411.1_rev  1:lncRNA       0.852
 MSTRG.105438.1_rev  1:lncRNA       0.863
 MSTRG.105475.1_rev  1:lncRNA       0.863
 MSTRG.105637.1_rev  1:lncRNA       0.863
 MSTRG.105722.1_rev  1:lncRNA       0.863
 MSTRG.105779.1_rev  1:lncRNA       0.863
 MSTRG.105907.1_rev  1:lncRNA       0.852
 MSTRG.106005.1_rev  1:lncRNA       0.863
 MSTRG.106066.1_rev  1:lncRNA       0.863
 MSTRG.106102.1_rev  1:lncRNA       0.863
 MSTRG.106194.1_rev  1:lncRNA       0.863
 MSTRG.106216.1_rev    2:mRNA       1.000
 MSTRG.106245.1_rev  1:lncRNA       0.863
 MSTRG.106287.1_rev  1:lncRNA       0.852
 MSTRG.106288.1_rev  1:lncRNA       0.863
 MSTRG.106421.1_rev  1:lncRNA       0.863
 MSTRG.106445.1_rev  1:lncRNA       0.863
 MSTRG.106448.1_rev  1:lncRNA       0.782
 MSTRG.106465.1_rev  1:lncRNA       0.863
 MSTRG.106539.1_rev  1:lncRNA       0.852
 MSTRG.106558.1_rev  1:lncRNA       0.863
 MSTRG.106560.1_rev  1:lncRNA       0.863
 MSTRG.106567.1_rev  1:lncRNA       0.852
 MSTRG.106618.1_rev  1:lncRNA       0.863
 MSTRG.106715.1_rev  1:lncRNA       0.863
 MSTRG.106776.1_rev  1:lncRNA       0.863
 MSTRG.107108.1_rev  1:lncRNA       0.863
 MSTRG.107206.1_rev  1:lncRNA       0.863
 MSTRG.107459.1_rev  1:lncRNA       0.852
 MSTRG.107739.1_rev  1:lncRNA       0.863
 MSTRG.107772.1_rev  1:lncRNA       0.863
 MSTRG.107989.1_rev  1:lncRNA       0.863
 MSTRG.108057.1_rev  1:lncRNA       0.852
 MSTRG.108062.1_rev  1:lncRNA       0.863
 MSTRG.108078.1_rev  1:lncRNA       0.852
 MSTRG.108253.1_rev  1:lncRNA       0.863
 MSTRG.108270.1_rev  1:lncRNA       0.863
 MSTRG.108494.1_rev  1:lncRNA       0.863
 MSTRG.108639.1_rev  1:lncRNA       0.863
 MSTRG.108789.1_rev  1:lncRNA       0.863
 MSTRG.109055.1_rev  1:lncRNA       0.863
 MSTRG.109179.1_rev  1:lncRNA       0.863
 MSTRG.109280.1_rev    2:mRNA       1.000
 MSTRG.109325.1_rev  1:lncRNA       0.863
 MSTRG.109481.1_rev  1:lncRNA       0.863
 MSTRG.109486.1_rev  1:lncRNA       0.852
 MSTRG.109597.1_rev  1:lncRNA       0.863
 MSTRG.109766.1_rev  1:lncRNA       0.863
 MSTRG.109869.1_rev  1:lncRNA       0.863
 MSTRG.109961.1_rev  1:lncRNA       0.863
 MSTRG.110039.1_rev  1:lncRNA       0.863
 MSTRG.110086.1_rev  1:lncRNA       0.863
 MSTRG.110111.1_rev  1:lncRNA       0.863
 MSTRG.110161.1_rev  1:lncRNA       0.863
 MSTRG.110230.1_rev  1:lncRNA       0.863
 MSTRG.110401.1_rev  1:lncRNA       0.863
 MSTRG.110402.1_rev  1:lncRNA       0.863
 MSTRG.110424.1_rev  1:lncRNA       0.863
 MSTRG.110580.1_rev  1:lncRNA       0.852
 MSTRG.110863.1_rev  1:lncRNA       0.863
 MSTRG.111480.1_rev  1:lncRNA       0.852
 MSTRG.111493.1_rev  1:lncRNA       0.863
 MSTRG.111606.1_rev  1:lncRNA       0.863
 MSTRG.111859.1_rev  1:lncRNA       0.863
 MSTRG.111925.1_rev    2:mRNA       0.596
 MSTRG.111928.1_rev    2:mRNA       0.596
 MSTRG.112037.1_rev  1:lncRNA       0.863
 MSTRG.112114.1_rev  1:lncRNA       0.863
 MSTRG.112220.1_rev  1:lncRNA       0.697
 MSTRG.112296.1_rev  1:lncRNA       0.863
 MSTRG.112721.1_rev  1:lncRNA       0.863
 MSTRG.112727.1_rev  1:lncRNA       0.863
 MSTRG.112835.1_rev  1:lncRNA       0.852
 MSTRG.112868.1_rev  1:lncRNA       0.863
 MSTRG.112929.1_rev  1:lncRNA       0.852
