ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
MSTRG.7646.1	967	232	0.46314	5.9150293350219725	-1	0.37108	noncoding
MSTRG.7649.1	885	71	0.42493	9.603935813903806	1	0.130543	noncoding
MSTRG.7649.2	898	71	0.40425999999999995	9.603935813903806	1	0.0991466	noncoding
MSTRG.7651.1	1173	89	0.35639000000000004	10.707441139221192	1	0.118489	noncoding
MSTRG.7651.2	1152	89	0.33357	10.707441139221192	1	0.0930605	noncoding
MSTRG.7653.1	603	94	0.40818999999999994	6.804388999938964	1	0.2915	noncoding
MSTRG.7654.1	627	92	0.31514	9.731841087341309	-1	0.165579	noncoding
MSTRG.7658.1	2074	87	0.36358999999999997	9.365854072570801	1	0.117304	noncoding
MSTRG.7658.2	2056	87	0.36358999999999997	9.365854072570801	1	0.117304	noncoding
MSTRG.7658.3	1928	87	0.34048999999999996	9.365854072570801	1	0.0905128	noncoding
MSTRG.7658.4	1800	87	0.34514	9.365854072570801	1	0.0951362	noncoding
MSTRG.7658.5	1522	81	0.35195999999999994	9.760851860046387	1	0.083857	noncoding
MSTRG.7658.6	1541	51	0.31718	6.010859870910643	1	0.0190156	noncoding
MSTRG.7661.1	549	38	0.41547	8.364144325256351	1	0.0161595	noncoding
MSTRG.7667.1	512	66	0.31626999999999994	11.096959114074707	1	0.0421796	noncoding
MSTRG.7670.1	733	71	0.48185	11.785997200012208	1	0.376143	noncoding
MSTRG.7677.1	670	87	0.38732	9.334651374816897	1	0.156382	noncoding
MSTRG.7684.1	1185	66	0.37598	11.892950248718261	1	0.0530762	noncoding
MSTRG.7691.1	763	53	0.37945	9.225893211364745	1	0.0306633	noncoding
MSTRG.7692.1	610	68	0.38106	7.9009389877319345	1	0.0541078	noncoding
MSTRG.7705.1	2183	519	0.36449	9.756725883483885	1	1	coding
MSTRG.7711.1	947	112	0.40714	4.417321968078614	1	0.82992	coding
MSTRG.7716.1	383	46	0.36272	11.699867439270019	1	0.0262961	noncoding
MSTRG.7719.1	788	151	0.3682	11.6263090133667	1	0.53296	coding
MSTRG.7719.2	896	147	0.38909	11.592205238342288	-1	0.205363	noncoding
MSTRG.7719.3	1142	151	0.37808	11.592205238342288	1	0.597634	coding
MSTRG.7719.4	788	151	0.3682	11.6263090133667	1	0.53296	coding
MSTRG.7719.5	896	147	0.38909	11.592205238342288	-1	0.205363	noncoding
MSTRG.7720.1	608	98	0.45437	11.568222999572757	-1	0.218198	noncoding
MSTRG.7724.1	1428	188	0.38027	10.683652305603026	1	0.921869	coding
MSTRG.7724.2	859	188	0.39657	10.683652305603026	1	0.949819	coding
MSTRG.7724.3	1130	188	0.37090999999999996	10.683652305603026	1	0.898137	coding
MSTRG.7724.4	421	118	0.32663	7.575921440124512	1	0.267748	noncoding
MSTRG.7725.1	342	25	0.32121999999999995	11.52464237213135	1	0.0142157	noncoding
MSTRG.7728.1	454	39	0.40625	9.691354942321777	1	0.0224843	noncoding
MSTRG.7741.1	814	54	0.31837000000000004	11.999967765808105	1	0.0284023	noncoding
MSTRG.7744.1	252	13	0.33528	6.505302238464354	1	1.70721e-05	noncoding
MSTRG.7745.1	332	20	0.41879	4.232879447937012	1	0.0126069	noncoding
MSTRG.7746.1	227	28	0.35636	4.528214836120605	1	0.0102172	noncoding
MSTRG.7747.1	387	100	0.35902999999999996	11.903329658508298	1	0.126433	noncoding
MSTRG.7748.1	1877	81	0.39829000000000003	5.257856941223144	1	0.234619	noncoding
MSTRG.7754.1	863	278	0.37921	6.682469367980957	-1	0.347898	noncoding
MSTRG.7755.1	1907	91	0.32233999999999996	8.712918281555176	1	0.0851881	noncoding
MSTRG.7755.2	1064	91	0.31499	8.712918281555176	1	0.0797589	noncoding
MSTRG.7755.3	1906	91	0.31986	8.712918281555176	1	0.0832585	noncoding
MSTRG.7756.1	336	11	0.29494	11.999967765808105	1	0.0135704	noncoding
MSTRG.7760.1	769	34	0.39522999999999997	4.0500284194946286	1	0.0286946	noncoding
MSTRG.7761.1	3050	75	0.31997000000000003	6.251402473449708	1	0.0579112	noncoding
MSTRG.7761.2	1269	75	0.33518000000000003	6.251402473449708	1	0.0626953	noncoding
MSTRG.7761.3	1072	75	0.35107	6.251402473449708	1	0.0710767	noncoding
MSTRG.7761.4	2793	75	0.31061	6.251402473449708	1	0.0565594	noncoding
MSTRG.7761.5	2870	75	0.33194	6.251402473449708	1	0.0614124	noncoding
MSTRG.7761.6	2814	75	0.36469	6.251402473449708	1	0.0810972	noncoding
MSTRG.7763.1	970	84	0.3778	9.82602939605713	1	0.127068	noncoding
MSTRG.7763.2	880	106	0.35156	9.877668571472167	1	0.203434	noncoding
MSTRG.7764.1	726	41	0.39409	6.885270881652833	1	0.0139558	noncoding
MSTRG.7766.1	2411	156	0.34443999999999997	11.558617210388185	1	0.445041	noncoding
MSTRG.7766.2	3127	188	0.31811	11.136800575256348	1	0.580292	coding
MSTRG.7784.1	385	90	0.36537	11.999967765808105	1	0.097161	noncoding
MSTRG.7786.1	401	72	0.42569	6.71356029510498	-1	0.0335086	noncoding
MSTRG.7787.1	357	34	0.41701	9.26193103790283	1	0.0170556	noncoding
MSTRG.7788.1	215	26	0.30684999999999996	11.000256538391113	-1	0.198971	noncoding
MSTRG.7789.1	319	51	0.40236	9.236401557922363	1	0.0348027	noncoding
MSTRG.7796.1	1231	228	0.46721	4.9467771530151365	1	0.999925	coding
MSTRG.7808.1	357	65	0.40242999999999995	9.489311027526856	-1	0.0909738	noncoding
MSTRG.7809.1	869	216	0.43562	8.83573055267334	-1	0.274775	noncoding
MSTRG.7809.2	808	197	0.42543999999999993	9.138409614562988	-1	0.234269	noncoding
MSTRG.7811.1	1293	87	0.4491	5.300940895080566	-1	0.0444729	noncoding
MSTRG.7814.1	1387	62	0.30857	9.360567665100099	1	0.0291417	noncoding
MSTRG.7816.1	764	54	0.44401999999999997	5.538129997253416	1	0.0636519	noncoding
MSTRG.7819.1	473	136	0.39238	9.41878261566162	-1	0.14907	noncoding
MSTRG.7821.1	327	36	0.44899	11.705862998962402	1	0.045352	noncoding
MSTRG.7823.1	447	81	0.39215	8.906258964538573	1	0.123699	noncoding
MSTRG.7824.1	888	74	0.31429	5.193799400329589	1	0.0848843	noncoding
MSTRG.7825.1	257	21	0.37461	11.999967765808105	1	0.0110173	noncoding
MSTRG.7826.1	617	40	0.35129	11.999967765808105	1	0.0197087	noncoding
MSTRG.7827.1	324	45	0.41487999999999997	11.999967765808105	1	0.0356561	noncoding
MSTRG.7830.1	946	86	0.34748999999999997	10.125871849060058	1	0.0979412	noncoding
MSTRG.7831.1	298	18	0.34383	4.0500284194946286	1	0.0068377	noncoding
MSTRG.7832.1	1057	48	0.31999	11.253810691833493	1	0.0261198	noncoding
MSTRG.7833.1	1047	80	0.29033000000000003	8.663406562805175	1	0.0471255	noncoding
MSTRG.7834.1	5133	240	0.42724	11.999967765808105	1	0.994697	coding
MSTRG.7838.1	697	83	0.45515	10.07803630828857	1	0.353942	noncoding
MSTRG.7839.1	710	77	0.31524	7.713187599182128	1	0.0470811	noncoding
MSTRG.7839.2	1104	77	0.37637	7.713187599182128	1	0.080955	noncoding
MSTRG.7839.3	1000	77	0.38939999999999997	7.713187599182128	1	0.093828	noncoding
MSTRG.7839.4	745	77	0.35678	7.713187599182128	1	0.0656882	noncoding
MSTRG.7850.1	1352	173	0.47048	5.726608085632326	1	0.994794	coding
MSTRG.7850.2	1249	173	0.45817	5.726608085632326	1	0.994761	coding
MSTRG.7850.3	2532	173	0.44117	5.726608085632326	1	0.994057	coding
MSTRG.7853.1	1373	89	0.36625	6.372412681579591	1	0.162506	noncoding
MSTRG.7853.2	1299	89	0.36625	6.372412681579591	1	0.162506	noncoding
MSTRG.7853.3	1289	89	0.35757	6.372412681579591	1	0.147879	noncoding
MSTRG.7853.4	1313	89	0.35855000000000004	6.372412681579591	1	0.149432	noncoding
MSTRG.7853.5	1255	89	0.35757	6.372412681579591	1	0.147879	noncoding
MSTRG.7857.1	450	141	0.38734	5.441049003601075	-1	0.0801891	noncoding
MSTRG.7860.1	1009	72	0.29073000000000004	11.999967765808105	1	0.0430112	noncoding
MSTRG.7862.1	427	34	0.4557900000000001	5.361758613586425	1	0.0190086	noncoding
MSTRG.7874.1	867	92	0.42358	4.2094617843627935	1	0.648228	coding
MSTRG.7876.1	554	46	0.28639000000000003	11.308673286437987	1	0.027603	noncoding
MSTRG.7883.2	4147	220	0.34467000000000003	5.728824806213379	1	0.996915	coding
MSTRG.7892.1	270	8	0.32915	5.275022315979004	-1	0.0209214	noncoding
MSTRG.7894.1	440	62	0.38782	10.903296089172361	1	0.0618238	noncoding
MSTRG.7896.1	2074	67	0.36078	9.943490791320801	1	0.054088	noncoding
MSTRG.7899.1	278	15	0.42951	7.834085273742677	1	0.00422322	noncoding
MSTRG.7910.1	2247	91	0.31012	6.535029029846191	1	0.105463	noncoding
MSTRG.7910.2	917	90	0.45891	11.999967765808105	1	0.408415	noncoding
MSTRG.7912.1	940	143	0.41237999999999997	5.001569938659667	1	0.961965	coding
MSTRG.7912.2	1138	176	0.42559	5.284400749206542	1	0.995655	coding
MSTRG.7912.3	884	184	0.36203	11.451922035217287	1	0.777173	coding
MSTRG.7912.4	955	186	0.41813	5.607132530212403	1	0.996717	coding
MSTRG.7913.1	601	119	0.45941	9.358955955505369	1	0.799114	coding
MSTRG.7915.1	406	97	0.39335	11.999967765808105	1	0.172774	noncoding
MSTRG.7925.1	3849	143	0.29376	11.999967765808105	1	0.145998	noncoding
MSTRG.7925.2	3136	148	0.30092	11.999967765808105	1	0.17193	noncoding
MSTRG.7925.3	2138	148	0.35259	11.999967765808105	1	0.353056	noncoding
MSTRG.7925.4	2838	143	0.32454000000000005	11.999967765808105	1	0.214219	noncoding
MSTRG.7936.1	1631	50	0.43912	11.62959690093994	1	0.0707515	noncoding
MSTRG.7936.2	1337	50	0.46769	11.62959690093994	1	0.127491	noncoding
MSTRG.7938.1	1813	117	0.31669	6.490694618225096	1	0.310477	noncoding
MSTRG.7938.2	1231	103	0.31501	11.80308132171631	1	0.0908594	noncoding
MSTRG.7939.1	478	13	0.45293000000000005	10.000932121276854	1	0.0113558	noncoding
MSTRG.7944.1	204	0	0.34547	0.0	-1	1.01438e-06	noncoding
MSTRG.7949.1	1136	97	0.47391	10.496693992614745	1	0.659083	coding
MSTRG.7965.1	200	15	0.38543	6.492001914978027	1	0.00291533	noncoding
MSTRG.7969.1	1130	64	0.35545000000000004	7.651801490783692	1	0.034457	noncoding
MSTRG.7972.1	775	64	0.28855000000000003	4.967693901062011	1	0.0684863	noncoding
MSTRG.7972.2	804	64	0.33512	4.967693901062011	1	0.0595194	noncoding
MSTRG.7994.1	765	46	0.4667	9.840019035339353	1	0.0773399	noncoding
MSTRG.7994.2	4005	148	0.37562	9.68974323272705	1	0.722533	coding
MSTRG.7994.3	3095	126	0.33214	9.207326316833495	1	0.302838	noncoding
MSTRG.7994.4	4016	148	0.36029	9.68974323272705	1	0.642056	coding
MSTRG.7994.5	4069	148	0.37405	9.68974323272705	1	0.714941	coding
MSTRG.7996.1	256	26	0.4634	10.446408653259276	-1	0.0845984	noncoding
MSTRG.7999.1	285	32	0.44813	9.38242244720459	1	0.0230465	noncoding
MSTRG.8000.1	1327	36	0.35512	6.68212833404541	1	0.00823721	noncoding
MSTRG.8000.2	1152	36	0.33392	6.68212833404541	1	0.00777565	noncoding
MSTRG.8016.1	469	150	0.42960000000000004	8.520093345642092	-1	0.135502	noncoding
MSTRG.8026.1	320	38	0.34534	9.976434135437014	1	0.0157792	noncoding
MSTRG.8041.11	2240	126	0.30395000000000005	11.999967765808105	1	0.120432	noncoding
MSTRG.8050.1	2028	93	0.30008	5.760313606262207	1	0.153273	noncoding
MSTRG.8050.2	995	37	0.36036	5.733315086364747	-1	0.0230118	noncoding
MSTRG.8050.3	1349	88	0.3259	8.520995903015137	1	0.0783086	noncoding
MSTRG.8057.1	851	88	0.29129	9.774067878723145	1	0.0641309	noncoding
MSTRG.8057.2	552	88	0.34565	9.774067878723145	1	0.101652	noncoding
MSTRG.8063.1	738	90	0.3699	11.545078849792482	1	0.12286	noncoding
MSTRG.8105.1	519	39	0.30886	5.75036678314209	1	0.0116244	noncoding
MSTRG.8109.1	770	114	0.40417	11.999967765808105	1	0.332403	noncoding
MSTRG.8114.1	492	110	0.43627000000000005	7.687269020080567	1	0.584235	coding
MSTRG.8126.1	2661	359	0.48391	4.586702156066894	1	1	coding
MSTRG.8126.2	1785	192	0.39006	9.198236274719239	1	0.972583	coding
MSTRG.8130.1	912	67	0.30988	6.21673069000244	1	0.0392659	noncoding
MSTRG.8132.1	2209	71	0.33003	9.35489444732666	1	0.0450491	noncoding
MSTRG.8137.1	670	85	0.30354000000000003	11.999967765808105	-1	0.127102	noncoding
MSTRG.8145.1	3319	834	0.45542	6.2014978408813475	1	1	coding
MSTRG.8145.2	2853	825	0.4712	6.135223579406738	1	1	coding
MSTRG.8145.3	2930	834	0.4712	6.2014978408813475	1	1	coding
MSTRG.8145.4	2848	825	0.4712	6.135223579406738	1	1	coding
MSTRG.8157.1	401	73	0.32298000000000004	11.159751319885252	-1	0.176408	noncoding
MSTRG.8161.1	1294	253	0.41652	7.20334186553955	1	0.999845	coding
MSTRG.8161.2	1319	253	0.41896999999999995	7.20334186553955	1	0.999856	coding
MSTRG.8164.1	848	91	0.34521	8.863709831237792	1	0.108469	noncoding
MSTRG.8181.1	302	42	0.36857999999999996	10.14089298248291	1	0.0214374	noncoding
MSTRG.8189.2	1731	149	0.4404	5.548702049255371	1	0.973719	coding
MSTRG.8189.3	1504	150	0.40690999999999994	5.882403755187987	1	0.950644	coding
MSTRG.8213.5	2094	184	0.35036999999999996	11.488669013977052	1	0.706218	coding
MSTRG.8213.6	1916	182	0.36685999999999996	11.413627815246581	1	0.794364	coding
MSTRG.8213.7	1928	182	0.39405999999999997	11.413627815246581	1	0.898471	coding
MSTRG.8213.8	1891	184	0.37619	11.488669013977052	1	0.838585	coding
MSTRG.8220.1	544	71	0.31601	6.499788856506346	1	0.0439454	noncoding
MSTRG.8224.1	774	51	0.39626999999999996	4.950016975402831	1	0.0486233	noncoding
MSTRG.8232.1	1157	65	0.32626	9.260641670227049	1	0.0345574	noncoding
MSTRG.8232.2	1162	65	0.37243000000000004	9.260641670227049	1	0.0501005	noncoding
MSTRG.8236.1	1437	82	0.39852	9.745379447937012	1	0.151077	noncoding
MSTRG.8236.2	1360	82	0.40385000000000004	9.745379447937012	1	0.161956	noncoding
MSTRG.8236.3	1288	82	0.38552	9.745379447937012	1	0.128145	noncoding
MSTRG.8236.4	1293	82	0.38607	9.745379447937012	1	0.129021	noncoding
MSTRG.8237.1	882	118	0.449	9.14582347869873	1	0.746693	coding
MSTRG.8238.1	431	57	0.36818	6.53480167388916	1	0.0292604	noncoding
MSTRG.8254.1	2751	118	0.30753	9.123581886291507	1	0.178741	noncoding
MSTRG.8254.2	2619	118	0.37395	9.123581886291507	1	0.398767	noncoding
MSTRG.8254.3	2591	118	0.343	9.123581886291507	1	0.275514	noncoding
MSTRG.8271.1	926	48	0.35475	9.515356254577636	1	0.0218518	noncoding
MSTRG.8278.1	2819	148	0.31289	11.999967765808105	1	0.200678	noncoding
MSTRG.8278.2	2663	145	0.28503	11.999967765808105	1	0.138472	noncoding
MSTRG.8278.3	2866	113	0.33423	8.653349494934083	1	0.215985	noncoding
MSTRG.8278.4	2627	162	0.35948	10.137605094909667	1	0.738403	coding
MSTRG.8283.1	2535	54	0.28167000000000003	8.38670825958252	1	0.0194888	noncoding
MSTRG.8283.2	1064	43	0.31179999999999997	4.927338218688964	1	0.0197515	noncoding
MSTRG.8283.3	2174	54	0.28718000000000005	8.38670825958252	1	0.0190151	noncoding
MSTRG.8284.1	3872	297	0.39898	6.010859870910643	1	0.999993	coding
MSTRG.8284.2	3418	297	0.39562	6.010859870910643	1	0.999993	coding
MSTRG.8286.1	1536	75	0.36565000000000003	9.719463157653806	1	0.0762652	noncoding
MSTRG.8286.2	786	40	0.31118	8.119293403625488	-1	0.11092	noncoding
MSTRG.8293.1	329	39	0.41563	6.813369560241699	1	0.0149081	noncoding
MSTRG.8296.1	1437	249	0.39648	11.22235012054443	1	0.994444	coding
MSTRG.8296.2	1020	252	0.44398000000000004	10.888081550598145	1	0.999504	coding
MSTRG.8307.1	343	39	0.42823	4.505649757385254	-1	0.0187235	noncoding
MSTRG.8308.1	748	101	0.33968	11.55771465301514	1	0.119586	noncoding
MSTRG.8314.1	393	24	0.37912999999999997	5.937878608703613	1	0.00528516	noncoding
MSTRG.8318.1	2207	70	0.30938	10.265445899963378	1	0.0435162	noncoding
MSTRG.8319.1	329	23	0.45886	4.674291038513183	1	0.0126752	noncoding
MSTRG.8324.1	469	59	0.35395000000000004	11.475646400451662	-1	0.180892	noncoding
MSTRG.8325.1	399	47	0.40962	9.518902015686034	1	0.0330314	noncoding
MSTRG.8328.1	3164	71	0.30164	11.999967765808105	1	0.0414198	noncoding
MSTRG.8328.2	3704	72	0.28943	9.729713630676269	1	0.0404497	noncoding
MSTRG.8328.3	2811	71	0.27294	11.999967765808105	1	0.0465866	noncoding
MSTRG.8331.1	847	115	0.40765000000000007	5.3288488388061515	1	0.752496	coding
MSTRG.8331.2	849	118	0.40765000000000007	5.3288488388061515	1	0.787089	coding
MSTRG.8334.1	3287	81	0.30509	11.181928443908692	1	0.0589419	noncoding
MSTRG.8334.2	2136	70	0.37405	11.547335243225099	1	0.0663928	noncoding
MSTRG.8334.3	2323	70	0.31588000000000005	11.547335243225099	1	0.0452024	noncoding
MSTRG.8334.4	2892	81	0.33462000000000003	11.181928443908692	1	0.0710178	noncoding
MSTRG.8334.5	2327	70	0.3322	11.547335243225099	1	0.0484006	noncoding
MSTRG.8334.6	3278	81	0.33214	11.181928443908692	1	0.0696383	noncoding
MSTRG.8334.7	2221	70	0.29059	11.547335243225099	1	0.044207	noncoding
MSTRG.8334.8	2294	70	0.2785	11.547335243225099	1	0.0459062	noncoding
MSTRG.8334.9	2070	70	0.36958	11.547335243225099	1	0.0636125	noncoding
MSTRG.8334.10	2199	70	0.32702000000000003	11.547335243225099	1	0.0471827	noncoding
MSTRG.8334.11	2202	70	0.31028000000000006	11.547335243225099	1	0.0445415	noncoding
MSTRG.8334.12	1903	70	0.36358999999999997	11.547335243225099	1	0.0602746	noncoding
MSTRG.8334.13	2343	70	0.35272000000000003	11.547335243225099	1	0.0551964	noncoding
MSTRG.8334.14	2245	70	0.35737	11.547335243225099	1	0.0572263	noncoding
MSTRG.8334.15	1635	70	0.32816999999999996	11.547335243225099	1	0.0474367	noncoding
MSTRG.8334.16	2384	70	0.35424	11.547335243225099	1	0.0558378	noncoding
MSTRG.8334.17	1900	70	0.35496	11.547335243225099	1	0.056149	noncoding
MSTRG.8334.18	2014	70	0.36958	11.547335243225099	1	0.0636125	noncoding
MSTRG.8334.19	1787	70	0.36806	11.547335243225099	1	0.0627253	noncoding
MSTRG.8334.20	2023	70	0.37870000000000004	11.547335243225099	1	0.0695792	noncoding
MSTRG.8334.21	1791	70	0.35496	11.547335243225099	1	0.056149	noncoding
MSTRG.8334.22	1858	70	0.36833	11.547335243225099	1	0.0628808	noncoding
MSTRG.8334.23	3036	81	0.36306	11.181928443908692	1	0.0925882	noncoding
MSTRG.8334.24	1843	70	0.35496	11.547335243225099	1	0.056149	noncoding
MSTRG.8334.25	1985	70	0.33898000000000006	11.547335243225099	1	0.0502859	noncoding
MSTRG.8334.26	1836	70	0.39055999999999996	11.547335243225099	1	0.0793188	noncoding
MSTRG.8341.1	707	63	0.39788999999999997	4.655818367004395	1	0.120794	noncoding
MSTRG.8353.1	8020	170	0.30664	11.704057884216308	1	0.311554	noncoding
MSTRG.8353.2	6867	170	0.30897	11.704057884216308	1	0.322374	noncoding
MSTRG.8353.3	5208	170	0.30732000000000004	11.704057884216308	1	0.314671	noncoding
MSTRG.8353.4	7695	170	0.30664	11.704057884216308	1	0.311554	noncoding
MSTRG.8353.5	6541	170	0.27642	11.704057884216308	1	0.208062	noncoding
MSTRG.8353.6	6241	170	0.32947000000000004	11.704057884216308	1	0.432884	noncoding
MSTRG.8353.7	7607	170	0.31872999999999996	11.704057884216308	1	0.369429	noncoding
MSTRG.8353.8	7985	170	0.27146000000000003	11.704057884216308	1	0.19749	noncoding
MSTRG.8353.9	7353	170	0.30664	11.704057884216308	1	0.311554	noncoding
MSTRG.8353.10	5080	170	0.30897	11.704057884216308	1	0.322374	noncoding
MSTRG.8353.11	4780	170	0.28267000000000003	11.704057884216308	1	0.223888	noncoding
MSTRG.8353.12	5113	170	0.31553	11.704057884216308	1	0.354907	noncoding
MSTRG.8355.1	2608	168	0.34063	11.560099983215334	1	0.513764	coding
MSTRG.8355.2	2616	168	0.31193000000000004	11.560099983215334	1	0.347559	noncoding
MSTRG.8355.3	2595	168	0.28883000000000003	11.560099983215334	1	0.251008	noncoding
MSTRG.8355.4	2622	168	0.28883000000000003	11.560099983215334	1	0.251008	noncoding
MSTRG.8355.5	2726	168	0.34063	11.560099983215334	1	0.513764	coding
MSTRG.8355.6	2718	168	0.28883000000000003	11.560099983215334	1	0.251008	noncoding
MSTRG.8358.1	775	186	0.4302	5.564275932312011	1	0.997411	coding
MSTRG.8361.1	378	55	0.37915	9.682845115661618	-1	0.106238	noncoding
MSTRG.8363.1	407	89	0.35448	11.336845970153806	-1	0.178414	noncoding
MSTRG.8365.1	337	46	0.45768000000000003	9.381455421447754	1	0.0566048	noncoding
MSTRG.8370.1	2174	364	0.45121	9.353862953186034	1	1	coding
MSTRG.8370.2	1584	183	0.34543999999999997	9.895203971862792	1	0.829471	coding
MSTRG.8370.3	2689	394	0.3379	9.162005043029787	1	0.999969	coding
MSTRG.8370.4	1480	242	0.45573	9.868127250671385	1	0.999697	coding
MSTRG.8371.1	1586	93	0.38782	4.802803993225097	1	0.433472	noncoding
MSTRG.8371.2	1384	93	0.39227999999999996	4.802803993225097	1	0.450562	noncoding
MSTRG.8375.1	3370	84	0.34075	9.876185798645018	1	0.0841041	noncoding
MSTRG.8375.2	1539	57	0.3496	9.508716011047362	1	0.0306841	noncoding
MSTRG.8375.3	3224	84	0.33207000000000003	9.876185798645018	1	0.0772566	noncoding
MSTRG.8377.1	3966	92	0.33187	9.57202396392822	1	0.100072	noncoding
MSTRG.8377.2	1509	86	0.44452	9.782190895080564	1	0.329825	noncoding
MSTRG.8386.1	1821	184	0.45985000000000004	7.115525627136231	-1	0.18334	noncoding
MSTRG.8386.2	1576	387	0.45572	9.074070167541507	-1	0.792437	coding
MSTRG.8386.3	1262	382	0.42112	9.163358879089355	1	1	coding
MSTRG.8405.1	2824	82	0.31208	9.383969688415526	1	0.0587464	noncoding
MSTRG.8405.2	2326	64	0.3143	9.792957115173337	1	0.0343652	noncoding
MSTRG.8405.3	2417	53	0.30221000000000003	5.967719078063964	1	0.0223709	noncoding
MSTRG.8405.4	2968	72	0.28419	8.282720756530765	1	0.0356239	noncoding
MSTRG.8406.1	1501	17	0.29596	5.218922233581542	-1	0.0432093	noncoding
MSTRG.8406.2	1688	46	0.33334	4.889312934875488	1	0.022664	noncoding
MSTRG.8406.3	2169	46	0.28911000000000003	4.889312934875488	1	0.0299831	noncoding
MSTRG.8406.4	1666	185	0.32481000000000004	11.733906745910645	1	0.5	coding
MSTRG.8406.5	1731	46	0.33334	4.889312934875488	1	0.022664	noncoding
MSTRG.8406.6	3262	65	0.28059	4.88561840057373	1	0.0841648	noncoding
MSTRG.8406.7	1677	46	0.30464	4.889312934875488	1	0.0248652	noncoding
MSTRG.8406.8	1648	185	0.31024	11.733906745910645	1	0.40457	noncoding
MSTRG.8406.10	2200	185	0.28911000000000003	11.733906745910645	1	0.296264	noncoding
MSTRG.8406.11	2072	185	0.31781000000000004	11.733906745910645	1	0.452163	noncoding
MSTRG.8406.9	2719	185	0.28387	11.733906745910645	1	0.275076	noncoding
MSTRG.8406.12	1998	46	0.29455000000000003	4.889312934875488	1	0.0277365	noncoding
MSTRG.8406.13	1452	11	0.34543	11.999967765808105	1	0.00848988	noncoding
MSTRG.8406.14	2174	185	0.29255000000000003	11.733906745910645	1	0.311486	noncoding
MSTRG.8406.15	2541	185	0.29255000000000003	11.733906745910645	1	0.311486	noncoding
MSTRG.8406.16	1621	46	0.34516	4.889312934875488	1	0.0235531	noncoding
MSTRG.8409.1	227	26	0.35626	10.187439155578613	1	0.0107638	noncoding
MSTRG.8414.1	618	102	0.38622	9.782835578918455	1	0.276016	noncoding
MSTRG.8415.1	876	115	0.37579999999999997	10.795182609558108	1	0.333241	noncoding
MSTRG.8415.2	1017	105	0.42876	10.46755428314209	1	0.5	coding
MSTRG.8421.1	598	78	0.37351999999999996	11.766592216491702	-1	0.180739	noncoding
MSTRG.8424.1	1044	68	0.38483	6.539348793029785	1	0.0635536	noncoding
MSTRG.8428.1	272	43	0.39097000000000004	4.930180168151854	-1	0.0173652	noncoding
MSTRG.8429.1	600	97	0.37098999999999993	11.246332359313964	1	0.168481	noncoding
MSTRG.8431.1	587	64	0.45028999999999997	5.074608039855955	1	0.146521	noncoding
MSTRG.8431.2	554	48	0.39282000000000006	4.716124534606934	1	0.0444176	noncoding
MSTRG.8440.1	333	43	0.42051999999999995	11.999967765808105	-1	0.16914	noncoding
MSTRG.8456.1	734	44	0.38215	11.999967765808105	1	0.0252067	noncoding
MSTRG.8473.1	454	98	0.41868	8.573279762268069	1	0.342694	noncoding
MSTRG.8475.7	2118	65	0.31035	8.306831932067873	1	0.0283612	noncoding
MSTRG.8476.1	850	73	0.3047500000000001	9.946520805358887	1	0.0448602	noncoding
MSTRG.8476.2	738	48	0.34390000000000004	10.42487621307373	1	0.0252203	noncoding
MSTRG.8476.3	508	26	0.39793999999999996	4.807578468322753	1	0.010886	noncoding
MSTRG.8478.1	330	60	0.26587000000000005	11.999967765808105	1	0.0432476	noncoding
MSTRG.8479.1	2044	65	0.30104000000000003	5.940947914123535	1	0.0401387	noncoding
MSTRG.8479.2	1923	65	0.30104000000000003	5.940947914123535	1	0.0401387	noncoding
MSTRG.8480.1	862	57	0.38742000000000004	11.577377510070804	-1	0.174056	noncoding
MSTRG.8486.1	493	26	0.37058	11.999967765808105	1	0.0129764	noncoding
MSTRG.8501.1	653	124	0.45985000000000004	10.287880897521973	1	0.851065	coding
MSTRG.8510.1	386	4	0.37205	5.275022315979004	1	9.99125e-06	noncoding
MSTRG.8511.1	269	81	0.41852999999999996	6.890727424621583	-1	0.0397435	noncoding
MSTRG.8512.1	816	66	0.46453999999999995	10.21084117889404	1	0.215126	noncoding
MSTRG.8520.2	1261	220	0.42483000000000004	6.095834159851074	1	0.999541	coding
MSTRG.8520.1	1280	297	0.43894	8.301803398132325	1	0.999989	coding
MSTRG.8521.1	1056	190	0.42141	9.6375883102417	1	0.986167	coding
MSTRG.8522.1	2776	197	0.35595	5.360167121887207	1	0.993874	coding
MSTRG.8522.2	2110	130	0.36308	10.049412345886228	1	0.455024	noncoding
MSTRG.8527.1	853	41	0.42457	9.019594383239745	1	0.0249113	noncoding
MSTRG.8527.2	693	41	0.45572	9.019594383239745	1	0.0366213	noncoding
MSTRG.8535.1	1639	160	0.35102	9.5055570602417	1	0.716035	coding
MSTRG.8535.2	1483	160	0.39267	9.5055570602417	1	0.879909	coding
MSTRG.8537.1	2828	84	0.25569000000000003	9.627789115905763	1	0.0575713	noncoding
MSTRG.8536.6	2207	87	0.35758999999999996	6.5129186630249025	1	0.129048	noncoding
MSTRG.8546.1	2512	318	0.42362999999999995	6.291758155822754	1	0.999999	coding
MSTRG.8547.1	1891	322	0.45786000000000004	5.775660133361816	1	1	coding
MSTRG.8547.2	1749	322	0.43186	5.775660133361816	1	1	coding
