#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
MSTRG.29711.1_rev	2425	50	0.33686	8.685003471374515	1	0.0178877	noncoding
MSTRG.29837.1_rev	345	62	0.37299000000000004	4.638823509216309	1	0.0867407	noncoding
MSTRG.29866.1_rev	272	16	0.28297	5.060398292541502	1	0.00710783	noncoding
MSTRG.29983.1_rev	267	28	0.37198000000000003	4.0500284194946286	-1	0.0118655	noncoding
MSTRG.30051.1_rev	487	73	0.34021999999999997	5.548304176330566	1	0.0756309	noncoding
MSTRG.30168.1_rev	361	45	0.4065	10.022142219543458	-1	0.0975393	noncoding
MSTRG.30329.1_rev	414	53	0.45296	11.825838661193849	-1	0.173128	noncoding
MSTRG.30348.1_rev	357	65	0.36706000000000005	9.381262016296386	1	0.0485098	noncoding
MSTRG.30520.1_rev	390	58	0.36507	7.977978706359862	1	0.0281248	noncoding
MSTRG.30722.1_rev	327	36	0.44148999999999994	10.081968879699705	1	0.0331505	noncoding
MSTRG.30862.1_rev	230	49	0.35707	6.684060859680176	1	0.0168965	noncoding
MSTRG.30872.1_rev	536	60	0.35844999999999994	8.969695854187016	1	0.0336095	noncoding
MSTRG.30879.1_rev	511	118	0.34464	9.074714851379394	1	0.281984	noncoding
MSTRG.30909.1_rev	264	20	0.31514	6.497856330871582	1	0.00371148	noncoding
MSTRG.31263.1_rev	249	42	0.43792000000000003	9.621148872375485	-1	0.0687942	noncoding
MSTRG.31272.1_rev	284	47	0.4627899999999999	10.557294273376463	-1	0.108945	noncoding
MSTRG.31367.1_rev	313	14	0.38434999999999997	9.788379859924316	1	0.00603332	noncoding
MSTRG.31517.1_rev	401	47	0.35239	10.478127098083494	1	0.0255214	noncoding
MSTRG.31518.1_rev	428	35	0.33651	5.969537925720215	1	0.00829783	noncoding
MSTRG.31547.1_rev	336	13	0.34888	8.364789009094238	1	0.00316073	noncoding
MSTRG.31695.1_rev	1417	56	0.3047500000000001	7.942327690124512	1	0.0191754	noncoding
MSTRG.31715.1_rev	257	30	0.40290000000000004	5.509653663635253	-1	0.0150375	noncoding
MSTRG.31734.1_rev	919	93	0.35411000000000004	11.613931083679201	1	0.109876	noncoding
MSTRG.31798.1_rev	1965	199	0.43849	6.159891700744628	1	0.998534	coding
MSTRG.31811.1_rev	345	17	0.30823	11.722947120666507	1	0.0129387	noncoding
MSTRG.32109.1_rev	270	38	0.46799	10.056052589416506	1	0.0565418	noncoding
MSTRG.32233.1_rev	484	47	0.34743999999999997	5.705805015563965	1	0.017979	noncoding
MSTRG.32329.1_rev	274	33	0.31114	7.939555549621582	-1	0.101981	noncoding
MSTRG.32685.1_rev	397	93	0.35795	10.862745475769042	1	0.135431	noncoding
MSTRG.32796.1_rev	248	42	0.4084	5.788903617858887	1	0.0211808	noncoding
MSTRG.32881.1_rev	262	64	0.37229	6.864183616638184	-1	0.040587	noncoding
MSTRG.32962.1_rev	259	59	0.35068	4.512072563171387	1	0.0631833	noncoding
MSTRG.33008.1_rev	246	49	0.33792999999999995	5.34317226409912	1	0.022115	noncoding
MSTRG.33027.1_rev	596	32	0.33162	8.49256534576416	1	0.00775489	noncoding
MSTRG.33233.1_rev	287	49	0.2915	8.595070075988772	1	0.0161565	noncoding
MSTRG.33254.1_rev	222	13	0.35041	8.344739341735842	1	0.00313844	noncoding
MSTRG.33334.1_rev	4112	130	0.50375	8.976658439636232	1	0.938997	coding
MSTRG.33570.1_rev	470	50	0.4046	9.358117866516114	1	0.0348965	noncoding
MSTRG.33754.1_rev	530	73	0.40701999999999994	8.279046058654789	1	0.0955137	noncoding
MSTRG.34411.1_rev	308	85	0.33995	6.628074455261231	-1	0.0655697	noncoding
MSTRG.34653.1_rev	314	29	0.38463	11.879025077819822	-1	0.173213	noncoding
MSTRG.34656.1_rev	329	57	0.31769000000000003	11.999967765808105	1	0.0304567	noncoding
MSTRG.34821.1_rev	907	51	0.37458	10.93997859954834	-1	0.159747	noncoding
MSTRG.34824.1_rev	1315	68	0.39467	9.15826587677002	1	0.0719327	noncoding
MSTRG.34895.1_rev	277	19	0.41803	10.255904579162596	-1	0.085401	noncoding
MSTRG.34904.1_rev	448	74	0.39608999999999994	8.798338890075684	1	0.092678	noncoding
MSTRG.34969.1_rev	262	67	0.33932	11.862779045104979	-1	0.17319	noncoding
MSTRG.35009.1_rev	456	52	0.43720000000000003	9.470163917541505	-1	0.07058	noncoding
MSTRG.35142.1_rev	480	29	0.34733	5.222559928894042	-1	0.0202793	noncoding
MSTRG.35240.1_rev	452	26	0.33162	9.996225929260255	1	0.00996547	noncoding
MSTRG.35277.1_rev	444	41	0.2968	10.436996269226071	1	0.0196094	noncoding
MSTRG.35297.1_rev	437	22	0.37326	9.301901435852049	1	0.00701944	noncoding
MSTRG.35365.1_rev	225	57	0.33357	11.261031150817871	-1	0.18297	noncoding
MSTRG.35382.1_rev	941	117	0.3538	9.118424415588382	1	0.305539	noncoding
MSTRG.35553.1_rev	1960	116	0.30566000000000004	9.513422203063964	1	0.160641	noncoding
MSTRG.35671.1_rev	679	48	0.26785000000000003	4.647576713562012	1	0.0602409	noncoding
MSTRG.35816.1_rev	335	17	0.36349	5.713876152038575	-1	0.0169765	noncoding
MSTRG.36020.1_rev	1109	80	0.36369999999999997	11.03191051483154	1	0.0920228	noncoding
MSTRG.36052.1_rev	794	100	0.32354000000000005	10.78892917633057	1	0.114852	noncoding
MSTRG.36067.1_rev	303	35	0.37184	5.613100624084471	1	0.0107427	noncoding
MSTRG.36281.1_rev	326	31	0.39873000000000003	8.633041954040529	1	0.0102525	noncoding
MSTRG.36715.1_rev	596	33	0.38165	6.48336238861084	1	0.00828321	noncoding
MSTRG.36893.1_rev	1044	80	0.4279700000000001	5.483678245544433	1	0.262734	noncoding
MSTRG.36896.1_rev	242	25	0.37249	6.0008562088012685	1	0.00531564	noncoding
MSTRG.37288.1_rev	216	50	0.42299	4.5174154281616214	1	0.0766919	noncoding
MSTRG.37293.1_rev	262	54	0.38676	11.241626167297362	-1	0.164555	noncoding
MSTRG.37313.1_rev	1182	33	0.37026000000000003	6.047066307067872	1	0.00832779	noncoding
MSTRG.37367.1_rev	378	53	0.36367000000000005	4.7804662704467775	1	0.0429202	noncoding
MSTRG.37833.1_rev	617	136	0.44855999999999996	8.836504173278808	-1	0.13291	noncoding
MSTRG.37995.1_rev	245	25	0.35575	6.0008562088012685	1	0.00492579	noncoding
MSTRG.38052.1_rev	520	44	0.32862	9.887661170959472	1	0.0184318	noncoding
MSTRG.38114.1_rev	2304	626	0.45242	9.76040058135986	1	1	coding
MSTRG.38172.1_rev	220	40	0.28934	10.028524589538574	1	0.0175597	noncoding
MSTRG.38462.1_rev	503	22	0.28998	5.820903968811035	1	0.00611793	noncoding
MSTRG.38886.1_rev	390	23	0.34701	4.0500284194946286	1	0.00935997	noncoding
MSTRG.38900.1_rev	384	101	0.36025	11.665118980407716	1	0.146159	noncoding
MSTRG.38964.1_rev	549	29	0.42182000000000003	9.317051506042482	1	0.0140101	noncoding
MSTRG.39302.1_rev	506	49	0.36968999999999996	11.0533784866333	-1	0.165877	noncoding
MSTRG.39317.1_rev	611	43	0.40656	5.89223690032959	1	0.0214127	noncoding
MSTRG.39521.1_rev	215	31	0.43401	7.934075736999513	1	0.0116215	noncoding
MSTRG.39562.1_rev	460	99	0.42058	9.694384956359862	1	0.377926	noncoding
MSTRG.39900.1_rev	354	60	0.37705	9.300869941711426	-1	0.095413	noncoding
MSTRG.39933.1_rev	416	36	0.27623	8.089380073547364	1	0.0106381	noncoding
MSTRG.40045.1_rev	400	26	0.44467000000000007	9.846079063415527	1	0.0190012	noncoding
MSTRG.40199.1_rev	1129	47	0.31307	9.626951026916505	1	0.018655	noncoding
MSTRG.40203.1_rev	215	34	0.34716	6.03410701751709	1	0.0079083	noncoding
MSTRG.40504.1_rev	476	44	0.28500000000000003	11.924539756774902	1	0.0276864	noncoding
MSTRG.40550.1_rev	1416	391	0.38238	9.669951438903809	1	0.999996	coding
MSTRG.40556.1_rev	351	29	0.36093000000000003	5.463955116271973	-1	0.0188446	noncoding
MSTRG.40603.1_rev	372	29	0.42708999999999997	4.0500284194946286	1	0.0280431	noncoding
MSTRG.40634.1_rev	258	16	0.43177999999999994	10.255904579162596	1	0.0111261	noncoding
MSTRG.40931.1_rev	335	36	0.46931999999999996	10.736709785461429	-1	0.106222	noncoding
MSTRG.40999.1_rev	390	51	0.41806	8.60893077850342	1	0.0357999	noncoding
MSTRG.41102.1_rev	375	23	0.34026	4.0500284194946286	1	0.00922184	noncoding
MSTRG.41232.1_rev	462	63	0.35257	6.805468940734863	1	0.0339401	noncoding
MSTRG.41401.1_rev	303	65	0.42573	11.704057884216308	1	0.102537	noncoding
MSTRG.41447.1_rev	2510	59	0.27325000000000005	4.136935234069824	1	0.123859	noncoding
MSTRG.41818.1_rev	683	87	0.34063	10.287171745300292	-1	0.166531	noncoding
MSTRG.42043.1_rev	253	26	0.35305	10.277437019348142	-1	0.143838	noncoding
MSTRG.42118.1_rev	394	0	0.36037	0.0	-1	2.3051e-06	noncoding
MSTRG.42176.1_rev	364	29	0.40566	11.202945137023924	1	0.0188956	noncoding
MSTRG.42201.1_rev	372	31	0.3447	8.245780372619631	1	0.00709214	noncoding
MSTRG.42256.1_rev	402	27	0.29710000000000003	8.539691734313966	1	0.00704401	noncoding
MSTRG.42330.1_rev	233	43	0.40812	6.8072309494018555	-1	0.0238146	noncoding
MSTRG.42394.1_rev	569	46	0.35663	6.6971338272094725	1	0.0142954	noncoding
MSTRG.42422.1_rev	386	41	0.36327	6.690767860412598	1	0.0113121	noncoding
MSTRG.42596.1_rev	439	44	0.4585099999999999	10.693902778625485	1	0.0767805	noncoding
MSTRG.42719.1_rev	856	53	0.40948999999999997	9.607481575012208	1	0.0452495	noncoding
MSTRG.42724.1_rev	640	49	0.38909	4.499567985534668	1	0.0516855	noncoding
MSTRG.42755.1_rev	554	148	0.37821	11.999967765808105	1	0.5	coding
MSTRG.42884.1_rev	1822	513	0.45071000000000006	6.623641014099121	1	1	coding
MSTRG.43024.1_rev	304	52	0.39342	11.138992500305175	-1	0.157162	noncoding
MSTRG.43339.1_rev	294	29	0.36461999999999994	4.638141441345215	-1	0.0142912	noncoding
MSTRG.43424.1_rev	666	69	0.43901	9.844402885437013	1	0.152038	noncoding
MSTRG.43448.1_rev	717	71	0.36837	6.51843204498291	1	0.0633384	noncoding
MSTRG.43539.1_rev	372	43	0.40632	8.702796745300294	-1	0.0515366	noncoding
MSTRG.43580.1_rev	1826	77	0.3382200000000001	9.137249183654788	1	0.0591102	noncoding
MSTRG.43623.1_rev	1163	52	0.32308000000000003	5.424963569641112	-1	0.0407069	noncoding
MSTRG.43752.1_rev	516	60	0.37718999999999997	5.047382164001465	1	0.0646988	noncoding
MSTRG.43795.1_rev	374	107	0.34431	6.382871055603027	1	0.282856	noncoding
MSTRG.43915.1_rev	409	90	0.33803	7.7214860916137695	1	0.0983547	noncoding
MSTRG.43932.1_rev	632	66	0.4215	4.942741584777831	1	0.153501	noncoding
MSTRG.44021.1_rev	493	26	0.38593	9.30261058807373	1	0.00901279	noncoding
MSTRG.44022.1_rev	438	131	0.47898999999999997	6.151024818420409	1	0.905168	coding
MSTRG.44045.1_rev	729	69	0.37753000000000003	4.685829353332519	1	0.132374	noncoding
MSTRG.44101.1_rev	2039	67	0.37011000000000005	10.787381935119633	1	0.0627372	noncoding
MSTRG.44116.1_rev	232	19	0.46127999999999997	7.784186744689942	1	0.00672199	noncoding
MSTRG.44131.1_rev	526	90	0.41461000000000003	10.27975788116455	-1	0.140702	noncoding
MSTRG.44188.1_rev	346	57	0.41289	9.236788368225099	1	0.0528869	noncoding
MSTRG.44189.1_rev	429	63	0.33002	6.805468940734863	1	0.0294567	noncoding
MSTRG.44279.1_rev	450	67	0.38034	8.803109550476076	1	0.0555674	noncoding
MSTRG.44285.1_rev	327	45	0.45747	8.023235511779784	-1	0.0318118	noncoding
MSTRG.44429.1_rev	2768	58	0.32737	8.710855293273926	1	0.0240699	noncoding
MSTRG.44518.1_rev	800	157	0.31837	11.999967765808105	1	0.25495	noncoding
MSTRG.44586.1_rev	260	82	0.33904999999999996	9.545785331726073	-1	0.145386	noncoding
MSTRG.44736.1_rev	401	26	0.44440999999999997	5.823348045349121	1	0.00937246	noncoding
MSTRG.44835.1_rev	259	0	0.35673	0.0	-1	1.84072e-06	noncoding
MSTRG.45145.1_rev	480	33	0.37988	10.736709785461429	1	0.0177622	noncoding
MSTRG.45170.1_rev	302	21	0.4373	4.316091728210449	1	0.0141447	noncoding
MSTRG.45412.1_rev	1319	79	0.39819	4.507411766052246	1	0.306099	noncoding
MSTRG.45576.1_rev	409	31	0.35363	10.266412925720214	1	0.0133286	noncoding
MSTRG.45698.1_rev	793	241	0.47287	9.27534046173096	1	0.999843	coding
MSTRG.45795.1_rev	838	72	0.38993	10.557745552062986	1	0.0941933	noncoding
MSTRG.45861.1_rev	1018	46	0.4197000000000001	5.045790672302245	1	0.0421529	noncoding
MSTRG.45909.1_rev	397	45	0.32824	6.211728858947754	1	0.0132448	noncoding
MSTRG.45925.1_rev	456	125	0.41824	7.799981498718263	-1	0.0855722	noncoding
MSTRG.45973.1_rev	427	88	0.4047299999999999	7.677890586853029	-1	0.0555613	noncoding
MSTRG.45977.1_rev	378	43	0.35724	9.947358894348145	1	0.0200405	noncoding
MSTRG.45988.1_rev	287	51	0.36894	9.37146282196045	1	0.0264964	noncoding
MSTRG.46137.1_rev	203	0	0.31285999999999997	0.0	-1	4.66312e-07	noncoding
MSTRG.46168.1_rev	571	42	0.3448	9.919186210632322	1	0.0181043	noncoding
MSTRG.46199.1_rev	401	22	0.35476	9.522705650329591	-1	0.106248	noncoding
MSTRG.46424.1_rev	269	28	0.36331	6.026604270935058	1	0.00600591	noncoding
MSTRG.46753.1_rev	1429	104	0.31921000000000005	9.097343254089356	-1	0.153865	noncoding
MSTRG.46764.1_rev	936	50	0.33519	9.494532966613772	1	0.0213487	noncoding
MSTRG.46898.1_rev	423	38	0.37389999999999995	9.300031852722167	-1	0.0860716	noncoding
MSTRG.46936.1_rev	452	41	0.45913000000000004	9.984299278259279	1	0.0550965	noncoding
MSTRG.47156.1_rev	888	51	0.35432	11.068850898742674	1	0.0314264	noncoding
MSTRG.47197.1_rev	546	33	0.35775999999999997	8.020656776428222	1	0.00774321	noncoding
MSTRG.47220.1_rev	478	53	0.30394000000000004	9.301579093933103	1	0.0210151	noncoding
MSTRG.47310.1_rev	392	72	0.32472999999999996	6.478928947448731	1	0.0478092	noncoding
MSTRG.47323.1_rev	895	235	0.37044000000000005	6.581750679016113	1	0.998796	coding
MSTRG.47387.1_rev	1365	379	0.44451	9.603935813903806	1	1	coding
MSTRG.47469.1_rev	359	19	0.38432	9.369593238830568	1	0.00652192	noncoding
MSTRG.47524.1_rev	440	96	0.41716	8.992195320129394	1	0.318178	noncoding
MSTRG.47534.1_rev	242	23	0.31138	10.450018882751461	-1	0.191053	noncoding
MSTRG.47546.1_rev	1229	79	0.39819	4.674461555480956	1	0.281269	noncoding
MSTRG.47552.1_rev	352	57	0.34904	10.643939781188966	-1	0.167583	noncoding
MSTRG.47565.1_rev	641	89	0.36728000000000005	8.84881763458252	1	0.129227	noncoding
MSTRG.47592.1_rev	419	36	0.45922	7.488900947570801	1	0.0176584	noncoding
MSTRG.47694.1_rev	239	39	0.40252000000000004	6.099699211120604	1	0.0151625	noncoding
MSTRG.47949.1_rev	908	53	0.38315	9.38300266265869	-1	0.0903398	noncoding
MSTRG.48088.1_rev	457	78	0.48247	6.696053886413575	1	0.210535	noncoding
MSTRG.48417.1_rev	363	53	0.27545	9.184504508972168	1	0.0219915	noncoding
MSTRG.48509.1_rev	270	71	0.36656	9.508135795593262	1	0.0635984	noncoding
MSTRG.48611.1_rev	230	49	0.38405	5.972948265075684	1	0.024467	noncoding
MSTRG.48624.1_rev	233	42	0.35047	4.576130104064942	1	0.0224685	noncoding
MSTRG.48625.1_rev	265	26	0.43015	8.294196128845215	-1	0.0304231	noncoding
MSTRG.48727.1_rev	210	15	0.40745	5.27252140045166	-1	0.0113512	noncoding
MSTRG.48798.1_rev	320	8	0.32956	5.275022315979004	1	1.58743e-05	noncoding
MSTRG.48913.1_rev	590	45	0.30976	9.74344539642334	1	0.0179597	noncoding
MSTRG.48974.1_rev	2599	76	0.28204	9.333297538757325	1	0.0429376	noncoding
MSTRG.48999.1_rev	302	59	0.32343999999999995	5.347833061218262	-1	0.0426018	noncoding
MSTRG.49166.1_rev	262	28	0.35794000000000004	9.224861717224119	1	0.00854902	noncoding
MSTRG.49231.1_rev	986	124	0.3803	5.449347496032714	1	0.75777	coding
MSTRG.49241.1_rev	586	167	0.46812000000000004	6.533494377136231	1	0.989308	coding
MSTRG.49536.1_rev	354	26	0.42498	11.999967765808105	1	0.0186449	noncoding
MSTRG.49565.1_rev	1816	102	0.27591000000000004	10.12690334320068	-1	0.149093	noncoding
MSTRG.49744.1_rev	555	81	0.45337	4.330699348449708	1	0.477132	noncoding
MSTRG.49943.1_rev	314	38	0.49088000000000004	9.64300365447998	1	0.0710397	noncoding
MSTRG.50121.1_rev	1491	77	0.35252	9.600518989562985	1	0.0712295	noncoding
MSTRG.50188.1_rev	250	27	0.2992	9.987909507751464	1	0.0113069	noncoding
MSTRG.50532.1_rev	888	84	0.28851000000000004	5.403080558776855	1	0.130437	noncoding
MSTRG.50617.1_rev	207	0	0.31822	0.0	-1	4.78204e-07	noncoding
MSTRG.50771.1_rev	362	74	0.35150000000000003	9.351799964904785	-1	0.125138	noncoding
MSTRG.50858.1_rev	232	36	0.36077000000000004	4.677076148986816	1	0.0158641	noncoding
MSTRG.51093.1_rev	516	30	0.38562	4.0500284194946286	1	0.0198655	noncoding
MSTRG.51134.1_rev	317	30	0.40941000000000005	8.494563865661618	1	0.0101675	noncoding
MSTRG.51420.1_rev	259	49	0.39376	5.952884101867675	1	0.0269747	noncoding
MSTRG.51459.1_rev	359	0	0.39168	0.0	-1	0.00301485	noncoding
MSTRG.51575.1_rev	264	49	0.35899000000000003	5.952884101867675	1	0.0199799	noncoding
MSTRG.51576.1_rev	247	20	0.30623	10.089576148986815	-1	0.185841	noncoding
MSTRG.51594.1_rev	773	61	0.38961	11.999967765808105	1	0.0488504	noncoding
MSTRG.51630.1_rev	304	97	0.46736	9.647129631042482	-1	0.121095	noncoding
MSTRG.51648.1_rev	204	36	0.33915000000000006	6.012280845642089	1	0.00870559	noncoding
MSTRG.51780.1_rev	549	25	0.34224	9.102694129943849	1	0.00698803	noncoding
MSTRG.51875.1_rev	930	96	0.29736	8.04689540863037	1	0.0869563	noncoding
MSTRG.52161.1_rev	455	87	0.37672	11.02591495513916	1	0.135895	noncoding
MSTRG.52503.1_rev	414	93	0.43105	7.779351615905763	-1	0.057307	noncoding
MSTRG.52545.1_rev	279	49	0.38878999999999997	5.347264671325683	1	0.0325551	noncoding
MSTRG.52576.1_rev	275	23	0.32774000000000003	9.302288246154784	-1	0.129781	noncoding
MSTRG.52674.1_rev	1059	74	0.34219	9.382680320739745	1	0.056	noncoding
MSTRG.52834.1_rev	274	15	0.377	5.585192680358887	1	0.00332236	noncoding
MSTRG.52847.1_rev	388	77	0.35808	9.019143104553223	1	0.070867	noncoding
MSTRG.52926.1_rev	394	24	0.29669	8.656830787658691	1	0.00654641	noncoding
MSTRG.52944.1_rev	342	59	0.46807	9.09972858428955	1	0.118938	noncoding
MSTRG.52946.1_rev	590	142	0.41286	5.751901435852051	1	0.935389	coding
MSTRG.53082.1_rev	679	59	0.32928	4.873511695861816	1	0.0466489	noncoding
MSTRG.53146.1_rev	1812	58	0.32244000000000006	7.685563850402833	1	0.0212967	noncoding
MSTRG.53241.1_rev	340	21	0.36806	4.576130104064942	1	0.00695119	noncoding
MSTRG.53247.1_rev	437	38	0.40254	9.500528526306152	1	0.0195716	noncoding
MSTRG.53290.1_rev	382	29	0.41311	9.822096824645993	1	0.0152243	noncoding
MSTRG.53508.1_rev	1105	63	0.28719	6.075542640686035	1	0.0378575	noncoding
MSTRG.53514.1_rev	351	102	0.31656	11.917448234558105	1	0.0860635	noncoding
MSTRG.53608.1_rev	279	8	0.3648	4.0500284194946286	1	0.00398855	noncoding
MSTRG.53613.1_rev	249	28	0.34796	4.649338722229005	1	0.00925269	noncoding
MSTRG.53718.1_rev	338	59	0.41366	7.879471015930176	-1	0.0409339	noncoding
MSTRG.53891.1_rev	785	95	0.35670999999999997	11.999967765808105	1	0.102012	noncoding
MSTRG.54107.1_rev	246	65	0.46533	5.616056251525879	1	0.122945	noncoding
MSTRG.54194.1_rev	222	18	0.38545	8.044639015197756	1	0.00402242	noncoding
MSTRG.54324.1_rev	362	42	0.39925000000000005	10.793957710266113	1	0.0302348	noncoding
MSTRG.54564.1_rev	261	24	0.42898000000000003	5.716774940490722	1	0.00795171	noncoding
MSTRG.54585.1_rev	449	82	0.39944999999999997	9.624307823181152	1	0.151385	noncoding
MSTRG.54621.1_rev	266	28	0.45060999999999996	6.50126667022705	1	0.00960041	noncoding
MSTRG.54676.1_rev	349	74	0.2804	7.609456443786622	1	0.0404697	noncoding
MSTRG.54758.1_rev	435	68	0.4424	11.999967765808105	-1	0.190062	noncoding
MSTRG.54871.1_rev	876	109	0.45049	9.195399665832518	-1	0.112462	noncoding
MSTRG.54936.1_rev	243	24	0.36250000000000004	10.00041637420654	1	0.00948035	noncoding
MSTRG.54987.1_rev	226	49	0.38193	5.347264671325683	1	0.030408	noncoding
MSTRG.55328.1_rev	1042	66	0.35675999999999997	9.814425086975099	-1	0.134838	noncoding
MSTRG.55733.1_rev	440	110	0.38593	11.732230567932131	-1	0.190278	noncoding
MSTRG.55754.1_rev	259	27	0.39841000000000004	9.778967475891111	1	0.0120247	noncoding
MSTRG.56109.1_rev	555	149	0.48747	6.171714210510253	1	0.966695	coding
MSTRG.56119.1_rev	290	53	0.31661	9.962057685852049	-1	0.169912	noncoding
MSTRG.56164.1_rev	258	0	0.32383	0.0	-1	5.13145e-07	noncoding
MSTRG.56188.1_rev	2557	72	0.33494	4.642290687561036	1	0.108331	noncoding
MSTRG.56190.1_rev	454	26	0.36516000000000004	10.306254386901852	1	0.0113886	noncoding
MSTRG.56262.1_rev	327	21	0.30707	5.060625648498534	-1	0.0334331	noncoding
MSTRG.56501.1_rev	550	16	0.34736	10.052184486389159	1	0.00689558	noncoding
MSTRG.56612.1_rev	2344	631	0.39032	9.36456470489502	1	1	coding
MSTRG.57098.1_rev	455	64	0.42744	7.836019325256348	1	0.0723025	noncoding
MSTRG.57099.1_rev	480	84	0.3763	11.18057460784912	1	0.118968	noncoding
MSTRG.57146.1_rev	318	24	0.32771	9.515291786193849	1	0.00782298	noncoding
MSTRG.57202.1_rev	345	32	0.36377	8.801691246032718	1	0.00918581	noncoding
MSTRG.57268.1_rev	318	17	0.46403000000000005	9.187405586242676	1	0.0112449	noncoding
MSTRG.57714.1_rev	391	50	0.28852	9.783286857604978	1	0.0218275	noncoding
MSTRG.57733.1_rev	537	16	0.28383	6.679741096496582	1	0.00433804	noncoding
MSTRG.58163.1_rev	304	41	0.28661	5.960216331481934	1	0.0148247	noncoding
MSTRG.58178.1_rev	355	42	0.34584	11.096959114074707	1	0.0224558	noncoding
MSTRG.58183.1_rev	324	59	0.37084	10.643939781188966	-1	0.154141	noncoding
MSTRG.58192.1_rev	236	18	0.37296999999999997	10.347385215759275	-1	0.123145	noncoding
MSTRG.58205.1_rev	627	116	0.34103	8.1610689163208	1	0.270616	noncoding
MSTRG.58214.1_rev	317	32	0.46705	9.033712959289552	1	0.0257693	noncoding
MSTRG.58243.1_rev	422	66	0.32867	11.943428993225098	1	0.0390167	noncoding
MSTRG.58307.1_rev	376	38	0.30387000000000003	9.187212181091308	1	0.0121869	noncoding
MSTRG.58323.1_rev	759	81	0.35739	4.352468681335449	1	0.238404	noncoding
MSTRG.58324.1_rev	714	64	0.33063000000000003	10.104017066955567	1	0.039265	noncoding
MSTRG.58420.1_rev	522	37	0.32689	10.916125297546387	1	0.0183615	noncoding
MSTRG.58569.1_rev	345	59	0.3710899999999999	5.326802635192871	1	0.0500241	noncoding
MSTRG.58592.1_rev	260	36	0.43674999999999997	9.69619007110596	1	0.0274439	noncoding
MSTRG.58966.1_rev	536	28	0.36482000000000003	8.062496757507322	1	0.00624473	noncoding
MSTRG.59433.1_rev	203	0	0.42024999999999996	0.0	-1	0.0121353	noncoding
MSTRG.59516.1_rev	1035	237	0.45497	6.206556510925293	1	0.999899	coding
MSTRG.59906.1_rev	498	96	0.35248	10.975500679016115	1	0.137448	noncoding
MSTRG.60162.1_rev	502	128	0.40736	9.735128974914549	-1	0.153203	noncoding
MSTRG.60173.1_rev	545	31	0.34255	11.623085594177248	1	0.0159124	noncoding
MSTRG.60196.1_rev	391	61	0.36655	11.999967765808105	-1	0.178563	noncoding
MSTRG.60591.1_rev	1015	52	0.37161	10.141602134704591	1	0.033198	noncoding
MSTRG.60625.1_rev	339	28	0.4198	11.999967765808105	1	0.0190275	noncoding
MSTRG.60704.1_rev	1032	86	0.35700000000000004	11.706507682800293	1	0.089231	noncoding
MSTRG.60716.1_rev	288	35	0.33621999999999996	8.541625785827637	1	0.00900031	noncoding
MSTRG.60740.1_rev	244	13	0.37859999999999994	8.253838920593264	1	0.00318359	noncoding
MSTRG.60743.1_rev	338	55	0.40433	4.593750190734863	1	0.0835747	noncoding
MSTRG.61398.1_rev	449	149	0.46364999999999995	10.481995201110838	-1	0.255817	noncoding
MSTRG.61407.1_rev	1240	63	0.30707	8.751405906677245	1	0.027267	noncoding
MSTRG.61498.1_rev	270	20	0.40497	8.804141044616703	1	0.00629433	noncoding
MSTRG.61500.1_rev	227	0	0.34059999999999996	0.0	-1	8.23634e-07	noncoding
MSTRG.61522.1_rev	516	34	0.40971	4.316091728210449	1	0.0278668	noncoding
MSTRG.61660.1_rev	250	23	0.39349	7.953996467590332	-1	0.0327937	noncoding
MSTRG.61762.1_rev	378	53	0.36693999999999993	8.363821983337402	1	0.0233664	noncoding
MSTRG.61913.1_rev	313	55	0.40824	11.999967765808105	1	0.0484111	noncoding
MSTRG.62124.1_rev	458	96	0.43056	7.70068302154541	1	0.352699	noncoding
MSTRG.62179.1_rev	647	67	0.40194	8.542528343200683	1	0.0682286	noncoding
MSTRG.62409.1_rev	470	61	0.37269	9.032230186462403	1	0.0402864	noncoding
MSTRG.62543.1_rev	509	50	0.36867	4.436874580383301	1	0.0456668	noncoding
MSTRG.62554.1_rev	801	92	0.38438	11.999967765808105	1	0.130352	noncoding
MSTRG.62689.1_rev	373	30	0.41164999999999996	9.03442211151123	1	0.0122032	noncoding
MSTRG.62887.1_rev	1151	83	0.32587	9.891851615905761	1	0.070663	noncoding
MSTRG.63101.1_rev	358	34	0.38989	9.864903831481932	1	0.0161618	noncoding
MSTRG.63172.1_rev	232	25	0.37427000000000005	9.30254611968994	1	0.00811444	noncoding
MSTRG.63189.1_rev	1499	52	0.33155	5.402000617980956	1	0.025031	noncoding
MSTRG.63190.1_rev	356	60	0.44484	5.196527671813963	1	0.107779	noncoding
MSTRG.63262.1_rev	352	60	0.39761	9.070137596130369	-1	0.0750863	noncoding
MSTRG.63284.1_rev	869	78	0.29107000000000005	6.8754377365112305	1	0.0535569	noncoding
MSTRG.63301.1_rev	507	42	0.41619	10.583210563659666	1	0.0353833	noncoding
MSTRG.63321.1_rev	870	62	0.36871	9.353734016418457	1	0.0430042	noncoding
MSTRG.63365.1_rev	827	20	0.35878	10.432676887512205	1	0.00918191	noncoding
MSTRG.63366.1_rev	297	37	0.32262	5.822609138488769	1	0.00967421	noncoding
MSTRG.63374.1_rev	774	159	0.37026	10.396381187438962	1	0.751258	coding
