sequence_name	coding_score	classification
MSTRG.12368.3	0.36443	noncoding
MSTRG.12368.4	0.32681	noncoding
MSTRG.12368.5	0.19558	noncoding
MSTRG.12368.6	0.57604	coding
MSTRG.12368.7	0.77676	coding
MSTRG.12368.8	0.18262	noncoding
MSTRG.12372.1	0.74550	coding
MSTRG.12372.2	0.88910	coding
MSTRG.12372.3	0.74201	coding
MSTRG.12372.4	0.93064	coding
MSTRG.12372.5	0.94108	coding
MSTRG.12372.6	0.77330	coding
MSTRG.12373.1	0.01180	noncoding
MSTRG.12377.3	0.41304	noncoding
MSTRG.12377.4	0.45906	noncoding
MSTRG.12380.1	0.85326	coding
MSTRG.12380.2	0.90599	coding
MSTRG.12380.3	0.91348	coding
MSTRG.12380.4	0.89504	coding
MSTRG.12406.1	0.99950	coding
MSTRG.12406.2	0.99966	coding
MSTRG.12406.3	0.99945	coding
MSTRG.12410.1	0.15040	noncoding
MSTRG.12425.1	0.04782	noncoding
MSTRG.12433.1	0.68110	coding
MSTRG.12437.1	0.84487	coding
MSTRG.12464.1	0.35422	noncoding
MSTRG.12469.1	0.19350	noncoding
MSTRG.12472.1	0.84780	coding
MSTRG.12472.2	0.39097	noncoding
MSTRG.12478.1	0.80179	coding
MSTRG.12483.1	0.09979	noncoding
MSTRG.12485.1	0.83677	coding
MSTRG.12506.1	0.61132	coding
MSTRG.12507.1	0.99245	coding
MSTRG.12508.1	0.32020	noncoding
MSTRG.12509.1	0.93691	coding
MSTRG.12510.1	0.97454	coding
MSTRG.12511.1	0.82279	coding
MSTRG.12537.1	0.46570	noncoding
MSTRG.12537.2	0.96869	coding
MSTRG.12537.3	0.96917	coding
MSTRG.12537.4	0.28050	noncoding
MSTRG.12537.5	0.76155	coding
MSTRG.12537.6	0.25164	noncoding
MSTRG.12537.7	0.63788	coding
MSTRG.12537.8	0.94366	coding
MSTRG.12537.9	0.43418	noncoding
MSTRG.12537.10	0.43464	noncoding
MSTRG.12538.1	0.92376	coding
MSTRG.12545.1	0.10137	noncoding
MSTRG.12561.1	0.77659	coding
MSTRG.12561.2	0.75955	coding
MSTRG.12561.3	0.84428	coding
MSTRG.12566.1	0.99505	coding
MSTRG.12568.1	0.59782	coding
MSTRG.12571.19	0.97617	coding
MSTRG.12571.16	0.55726	coding
MSTRG.12571.27	0.99316	coding
MSTRG.12571.28	0.85221	coding
MSTRG.12571.29	0.99351	coding
MSTRG.12593.1	0.29770	noncoding
MSTRG.12596.1	0.42014	noncoding
MSTRG.12598.1	0.02090	noncoding
MSTRG.12600.1	0.05750	noncoding
MSTRG.12612.1	0.82900	coding
MSTRG.12612.2	0.84659	coding
MSTRG.12622.1	0.98625	coding
MSTRG.12633.1	0.88264	coding
MSTRG.12634.1	0.84448	coding
MSTRG.12643.1	0.37663	noncoding
MSTRG.12644.1	0.26430	noncoding
MSTRG.12652.1	0.90684	coding
MSTRG.12654.1	0.46691	noncoding
MSTRG.12669.1	0.51350	coding
MSTRG.12672.1	0.42660	noncoding
MSTRG.12682.1	0.29747	noncoding
MSTRG.12684.1	0.54735	coding
MSTRG.12685.1	0.46077	noncoding
MSTRG.12687.1	0.99969	coding
MSTRG.12687.2	0.99969	coding
MSTRG.12687.3	0.99826	coding
MSTRG.12700.1	0.92906	coding
MSTRG.12700.2	0.96822	coding
MSTRG.12713.1	0.72132	coding
MSTRG.12718.1	0.09956	noncoding
MSTRG.12719.1	0.99806	coding
MSTRG.12719.2	0.99833	coding
MSTRG.12719.3	0.70424	coding
MSTRG.12724.1	0.09596	noncoding
MSTRG.12747.1	0.96548	coding
MSTRG.12747.2	0.99643	coding
MSTRG.12748.1	0.80521	coding
MSTRG.12748.2	0.99786	coding
MSTRG.12779.1	0.89489	coding
MSTRG.12784.1	0.58200	coding
MSTRG.12788.1	0.61222	coding
MSTRG.12793.1	0.08347	noncoding
MSTRG.12793.2	0.72942	coding
MSTRG.12794.1	0.99752	coding
MSTRG.12794.2	0.99785	coding
MSTRG.12795.1	0.99823	coding
MSTRG.12812.1	0.97059	coding
MSTRG.12816.1	0.23456	noncoding
MSTRG.12825.1	0.99735	coding
MSTRG.12835.1	0.69969	coding
MSTRG.12836.1	0.87795	coding
MSTRG.12836.2	0.93089	coding
MSTRG.12836.3	0.91735	coding
MSTRG.12843.1	0.93582	coding
MSTRG.12844.1	0.95422	coding
MSTRG.12845.7	0.95204	coding
MSTRG.12846.1	0.85237	coding
MSTRG.12856.1	0.99675	coding
MSTRG.12862.1	0.87147	coding
MSTRG.12872.1	0.57542	coding
MSTRG.12878.1	0.65143	coding
MSTRG.12880.1	0.33586	noncoding
MSTRG.12880.2	0.23509	noncoding
MSTRG.12881.1	0.08852	noncoding
MSTRG.12882.1	0.22630	noncoding
MSTRG.12886.1	0.46900	noncoding
MSTRG.12897.1	0.99977	coding
MSTRG.12897.2	0.99780	coding
MSTRG.12911.1	0.99407	coding
MSTRG.12913.1	0.87968	coding
MSTRG.12913.2	0.95273	coding
MSTRG.12915.1	0.70331	coding
MSTRG.12921.1	0.53167	coding
MSTRG.12921.2	0.76879	coding
MSTRG.12921.3	0.62772	coding
MSTRG.12923.7	0.99969	coding
MSTRG.12924.1	0.24109	noncoding
MSTRG.12927.1	0.99388	coding
MSTRG.12928.1	0.55359	coding
MSTRG.12930.1	0.07424	noncoding
MSTRG.12952.1	0.13337	noncoding
MSTRG.12952.2	0.08626	noncoding
MSTRG.12971.1	0.16539	noncoding
MSTRG.12974.1	0.08404	noncoding
MSTRG.12992.1	0.74634	coding
MSTRG.12994.1	0.82195	coding
MSTRG.12997.1	0.77845	coding
MSTRG.12997.2	0.84881	coding
MSTRG.13003.1	0.51238	coding
MSTRG.13004.1	0.96969	coding
MSTRG.13006.1	0.07878	noncoding
MSTRG.13006.2	0.11280	noncoding
MSTRG.13050.1	0.23641	noncoding
MSTRG.13058.1	0.84575	coding
MSTRG.13058.2	0.49514	noncoding
MSTRG.13058.3	0.86547	coding
MSTRG.13060.1	0.74742	coding
MSTRG.13060.2	0.81536	coding
MSTRG.13060.3	0.79597	coding
MSTRG.13072.1	0.06939	noncoding
MSTRG.13073.1	0.45824	noncoding
MSTRG.13095.1	0.07286	noncoding
MSTRG.13103.1	0.84733	coding
MSTRG.13105.1	0.18352	noncoding
MSTRG.13109.1	0.99922	coding
MSTRG.13111.1	0.10631	noncoding
MSTRG.13112.1	0.86305	coding
MSTRG.13112.2	0.55237	coding
MSTRG.13112.3	0.71850	coding
MSTRG.13112.4	0.82988	coding
MSTRG.13112.5	0.81258	coding
MSTRG.13122.1	0.94643	coding
MSTRG.13128.1	0.03499	noncoding
MSTRG.13133.1	0.38725	noncoding
MSTRG.13137.1	0.77519	coding
MSTRG.13143.1	0.17574	noncoding
MSTRG.13148.1	0.12825	noncoding
MSTRG.13156.1	0.16691	noncoding
MSTRG.13161.1	0.06843	noncoding
MSTRG.13171.1	0.82217	coding
MSTRG.13172.1	0.13848	noncoding
MSTRG.13175.1	0.90472	coding
MSTRG.13190.1	0.89321	coding
MSTRG.13199.1	0.08980	noncoding
MSTRG.13205.1	0.53081	coding
MSTRG.13210.2	0.86412	coding
MSTRG.13219.1	0.44987	noncoding
MSTRG.13221.1	0.38145	noncoding
MSTRG.13227.1	0.50373	coding
MSTRG.13240.1	0.35030	noncoding
MSTRG.13246.1	0.99014	coding
MSTRG.13247.1	0.89942	coding
MSTRG.13247.2	0.92370	coding
MSTRG.13247.3	0.80813	coding
MSTRG.13273.1	0.14689	noncoding
MSTRG.13274.1	0.99994	coding
MSTRG.13274.2	0.99994	coding
MSTRG.13277.1	0.70859	coding
MSTRG.13283.1	0.77352	coding
MSTRG.13283.2	0.84304	coding
MSTRG.13283.3	0.77814	coding
MSTRG.13283.4	0.73002	coding
MSTRG.13284.1	0.15191	noncoding
MSTRG.13285.1	0.84676	coding
MSTRG.13287.1	0.39216	noncoding
MSTRG.13297.1	0.99340	coding
MSTRG.13297.2	0.90336	coding
MSTRG.13297.3	0.88988	coding
MSTRG.13297.4	0.99389	coding
MSTRG.13312.1	0.02407	noncoding
MSTRG.13317.1	0.10575	noncoding
MSTRG.13339.1	0.38498	noncoding
MSTRG.13340.3	0.68466	coding
MSTRG.13340.4	0.58973	coding
MSTRG.13343.1	0.93679	coding
MSTRG.13356.1	0.15530	noncoding
MSTRG.13376.1	0.70038	coding
MSTRG.13377.1	0.77633	coding
MSTRG.13377.2	0.77254	coding
MSTRG.13377.3	0.86104	coding
MSTRG.13377.4	0.86502	coding
MSTRG.13380.1	0.13247	noncoding
MSTRG.13392.1	0.52125	coding
MSTRG.13392.2	0.34871	noncoding
MSTRG.13397.1	0.99876	coding
MSTRG.13397.2	0.99854	coding
MSTRG.13397.3	0.99739	coding
MSTRG.13432.1	0.98474	coding
MSTRG.13434.1	0.89985	coding
MSTRG.13435.1	0.99729	coding
MSTRG.13437.1	0.96364	coding
MSTRG.13445.1	0.44375	noncoding
MSTRG.13475.1	0.61252	coding
MSTRG.13479.1	0.09138	noncoding
MSTRG.13479.2	0.23397	noncoding
MSTRG.13499.1	0.17692	noncoding
MSTRG.13500.1	0.83738	coding
MSTRG.13501.1	0.99848	coding
MSTRG.13503.1	0.13635	noncoding
MSTRG.13507.1	0.56123	coding
MSTRG.13514.1	0.66578	coding
MSTRG.13514.2	0.65096	coding
MSTRG.13514.3	0.74115	coding
MSTRG.13524.1	0.13967	noncoding
MSTRG.13558.1	0.97969	coding
MSTRG.13560.1	0.97650	coding
MSTRG.13560.2	0.90132	coding
MSTRG.13561.1	0.99683	coding
MSTRG.13561.2	0.96295	coding
MSTRG.13561.3	0.99916	coding
MSTRG.13561.4	0.73758	coding
MSTRG.13569.1	0.79102	coding
MSTRG.13575.1	0.13450	noncoding
MSTRG.13576.1	0.14291	noncoding
MSTRG.13576.2	0.50673	coding
MSTRG.13576.3	0.15671	noncoding
MSTRG.13585.1	0.71218	coding
MSTRG.13587.1	0.31234	noncoding
MSTRG.13600.1	0.24389	noncoding
MSTRG.13611.1	0.08761	noncoding
MSTRG.13612.1	0.19377	noncoding
MSTRG.13615.1	0.92440	coding
MSTRG.13615.2	0.85026	coding
MSTRG.13616.1	0.13367	noncoding
MSTRG.13617.1	0.51836	coding
MSTRG.13619.1	0.56267	coding
MSTRG.13620.1	0.74930	coding
MSTRG.13620.2	0.57530	coding
MSTRG.13629.1	0.99973	coding
MSTRG.13638.1	0.97333	coding
MSTRG.13638.2	0.96136	coding
MSTRG.13646.1	0.98380	coding
MSTRG.13663.1	0.16973	noncoding
MSTRG.13663.2	0.28848	noncoding
MSTRG.13667.1	0.59578	coding
MSTRG.13671.1	0.99659	coding
MSTRG.13671.2	0.98368	coding
MSTRG.13673.1	0.94418	coding
MSTRG.13678.1	0.80620	coding
MSTRG.13682.1	0.98602	coding
MSTRG.13683.1	0.58630	coding
MSTRG.13684.1	0.01236	noncoding
MSTRG.13684.2	0.01063	noncoding
MSTRG.13685.1	0.05148	noncoding
MSTRG.13697.1	0.15174	noncoding
MSTRG.13722.1	0.15460	noncoding
MSTRG.13725.1	0.91263	coding
MSTRG.13725.2	0.56709	coding
MSTRG.13726.1	0.05597	noncoding
MSTRG.13727.1	0.57555	coding
MSTRG.13728.1	0.12419	noncoding
MSTRG.13739.1	0.63395	coding
MSTRG.13740.1	0.97378	coding
MSTRG.13740.2	0.97377	coding
MSTRG.13740.3	0.85707	coding
MSTRG.13757.1	0.99762	coding
MSTRG.13769.1	0.32918	noncoding
MSTRG.13770.1	0.33897	noncoding
MSTRG.13769.2	0.18518	noncoding
MSTRG.13772.1	0.58572	coding
MSTRG.13789.1	0.62961	coding
MSTRG.13790.1	0.39413	noncoding
MSTRG.13791.1	0.39851	noncoding
MSTRG.13805.1	0.50349	coding
MSTRG.13814.1	0.03338	noncoding
MSTRG.13819.1	0.58229	coding
MSTRG.13827.1	0.77845	coding
MSTRG.13828.1	0.16407	noncoding
MSTRG.13829.1	0.27706	noncoding
MSTRG.13829.2	0.28138	noncoding
MSTRG.13830.1	0.84592	coding
MSTRG.13837.1	0.67082	coding
MSTRG.13837.2	0.50352	coding
MSTRG.13837.3	0.60518	coding
MSTRG.13837.4	0.91515	coding
MSTRG.13838.3	0.97544	coding
MSTRG.13838.4	0.95654	coding
MSTRG.13839.1	0.21490	noncoding
MSTRG.13841.1	0.57970	coding
MSTRG.13841.2	0.63243	coding
MSTRG.13842.1	0.27252	noncoding
MSTRG.13842.2	0.41775	noncoding
MSTRG.13869.1	0.37440	noncoding
MSTRG.13875.1	0.99462	coding
MSTRG.13879.1	0.38856	noncoding
MSTRG.13879.2	0.22212	noncoding
MSTRG.13880.1	0.41641	noncoding
MSTRG.13884.1	0.22637	noncoding
MSTRG.13887.1	0.12539	noncoding
MSTRG.13888.1	0.74857	coding
MSTRG.13888.2	0.93326	coding
MSTRG.13903.1	0.93821	coding
MSTRG.13913.1	0.26558	noncoding
MSTRG.13915.1	0.62340	coding
MSTRG.13919.1	0.26861	noncoding
MSTRG.13932.1	0.83236	coding
MSTRG.13964.1	0.50456	coding
MSTRG.13967.1	0.17852	noncoding
MSTRG.13973.1	0.67277	coding
MSTRG.13977.1	0.04025	noncoding
MSTRG.13978.1	0.33465	noncoding
MSTRG.13980.1	0.99796	coding
MSTRG.13981.1	0.97191	coding
MSTRG.13993.1	0.99872	coding
MSTRG.13993.2	0.99586	coding
MSTRG.13994.1	0.94020	coding
MSTRG.13996.1	0.35534	noncoding
MSTRG.13996.2	0.58279	coding
MSTRG.13996.3	0.58371	coding
MSTRG.13998.1	0.69769	coding
MSTRG.13998.2	0.46999	noncoding
MSTRG.14019.1	0.86914	coding
MSTRG.14027.1	0.92500	coding
MSTRG.14039.1	0.63859	coding
MSTRG.14039.2	0.72035	coding
MSTRG.14039.10	0.70761	coding
MSTRG.14039.3	0.73062	coding
MSTRG.14039.4	0.73678	coding
MSTRG.14039.5	0.71482	coding
MSTRG.14039.6	0.68513	coding
MSTRG.14039.7	0.77775	coding
MSTRG.14039.8	0.84510	coding
MSTRG.14039.9	0.73140	coding
MSTRG.14039.11	0.80937	coding
MSTRG.14039.12	0.80023	coding
MSTRG.14039.13	0.83008	coding
MSTRG.14039.14	0.75198	coding
MSTRG.14039.15	0.87082	coding
MSTRG.14039.16	0.89155	coding
MSTRG.14039.17	0.81324	coding
MSTRG.14039.18	0.87405	coding
MSTRG.14039.19	0.87592	coding
MSTRG.14039.20	0.83334	coding
MSTRG.14041.1	0.99918	coding
MSTRG.14074.1	0.75571	coding
MSTRG.14075.1	0.84374	coding
MSTRG.14076.1	0.99766	coding
MSTRG.14078.1	0.99981	coding
MSTRG.14078.2	0.99979	coding
MSTRG.14094.1	0.38239	noncoding
MSTRG.14094.2	0.42242	noncoding
MSTRG.14094.3	0.28162	noncoding
MSTRG.14094.4	0.34664	noncoding
MSTRG.14094.5	0.17176	noncoding
MSTRG.14094.6	0.20754	noncoding
MSTRG.14094.7	0.20370	noncoding
MSTRG.14094.8	0.48118	noncoding
MSTRG.14094.9	0.39495	noncoding
MSTRG.14096.1	0.37848	noncoding
MSTRG.14110.1	0.99989	coding
MSTRG.14110.2	0.89706	coding
MSTRG.14110.3	0.99989	coding
MSTRG.14110.4	0.99209	coding
MSTRG.14112.1	0.92732	coding
MSTRG.14130.1	0.25087	noncoding
MSTRG.14134.1	0.90339	coding
MSTRG.14135.1	0.52593	coding
MSTRG.14135.2	0.51752	coding
MSTRG.14137.1	0.66527	coding
MSTRG.14141.1	0.11084	noncoding
MSTRG.14145.1	0.74200	coding
MSTRG.14149.1	0.02422	noncoding
MSTRG.14151.1	0.48778	noncoding
MSTRG.14151.2	0.39386	noncoding
MSTRG.14151.3	0.64150	coding
MSTRG.14154.1	0.65579	coding
MSTRG.14157.1	0.73115	coding
MSTRG.14160.1	0.79823	coding
MSTRG.14161.1	0.10304	noncoding
MSTRG.14170.1	0.89721	coding
MSTRG.14180.1	0.65226	coding
MSTRG.14203.1	0.34956	noncoding
MSTRG.14204.1	0.10151	noncoding
MSTRG.14206.1	0.86543	coding
MSTRG.14208.1	0.46837	noncoding
MSTRG.14215.1	0.99977	coding
MSTRG.14215.2	0.99976	coding
MSTRG.14215.3	0.99970	coding
MSTRG.14215.4	0.29621	noncoding
MSTRG.14216.1	0.99969	coding
MSTRG.14216.2	0.99933	coding
MSTRG.14232.1	0.35630	noncoding
MSTRG.14233.1	0.77441	coding
MSTRG.14234.1	0.92566	coding
MSTRG.14235.1	0.11688	noncoding
MSTRG.14239.1	0.99430	coding
MSTRG.14239.2	0.54970	coding
MSTRG.14244.1	0.93295	coding
MSTRG.14245.1	0.73518	coding
MSTRG.14245.2	0.68798	coding
MSTRG.14246.1	0.99921	coding
MSTRG.14249.1	0.54094	coding
MSTRG.14249.2	0.86677	coding
MSTRG.14249.3	0.43163	noncoding
MSTRG.14250.1	0.25629	noncoding
MSTRG.14251.1	0.88773	coding
MSTRG.14251.2	0.97426	coding
MSTRG.14251.3	0.17211	noncoding
MSTRG.14261.1	0.82710	coding
MSTRG.14267.1	0.72987	coding
MSTRG.14271.1	0.96913	coding
MSTRG.14272.1	0.51661	coding
MSTRG.14290.1	0.29225	noncoding
MSTRG.14308.8	0.21192	noncoding
MSTRG.14308.9	0.06519	noncoding
MSTRG.14308.10	0.12178	noncoding
MSTRG.14309.1	0.53244	coding
MSTRG.14310.1	0.78739	coding
MSTRG.14312.4	0.14316	noncoding
MSTRG.14312.5	0.84094	coding
MSTRG.14312.6	0.68997	coding
MSTRG.14315.1	0.58474	coding
MSTRG.14320.1	0.86569	coding
MSTRG.14331.1	0.40698	noncoding
MSTRG.14347.1	0.83810	coding
MSTRG.14351.1	0.75500	coding
MSTRG.14352.1	0.71790	coding
MSTRG.14352.2	0.78633	coding
MSTRG.14354.1	0.86387	coding
MSTRG.14354.2	0.80810	coding
MSTRG.14354.3	0.13334	noncoding
MSTRG.14354.4	0.15086	noncoding
MSTRG.14354.5	0.03642	noncoding
MSTRG.14355.1	0.41951	noncoding
MSTRG.14365.1	0.89081	coding
MSTRG.14372.1	0.80350	coding
MSTRG.14372.2	0.64759	coding
MSTRG.14377.1	0.21796	noncoding
MSTRG.14383.1	0.85052	coding
MSTRG.14383.2	0.89167	coding
MSTRG.14383.3	0.77846	coding
MSTRG.14383.4	0.93956	coding
MSTRG.14383.5	0.90373	coding
MSTRG.14383.6	0.69081	coding
MSTRG.14383.7	0.96901	coding
MSTRG.14383.8	0.82857	coding
MSTRG.14385.1	0.04897	noncoding
MSTRG.14387.1	0.75783	coding
MSTRG.14399.1	0.41295	noncoding
MSTRG.14405.1	0.47873	noncoding
MSTRG.14405.2	0.50069	coding
MSTRG.14405.3	0.45504	noncoding
MSTRG.14405.4	0.58681	coding
MSTRG.14406.1	0.74158	coding
MSTRG.14405.5	0.57820	coding
MSTRG.14407.1	0.20736	noncoding
MSTRG.14415.1	0.95587	coding
MSTRG.14415.2	0.96929	coding
MSTRG.14415.3	0.97192	coding
MSTRG.14415.4	0.96869	coding
MSTRG.14419.1	0.90554	coding
MSTRG.14420.1	0.99995	coding
MSTRG.14420.2	0.99983	coding
MSTRG.14420.3	0.99855	coding
MSTRG.14421.1	0.98027	coding
MSTRG.14421.2	0.91625	coding
MSTRG.14421.3	0.96159	coding
MSTRG.14421.4	0.99165	coding
MSTRG.14421.5	0.92939	coding
MSTRG.14423.1	0.82960	coding
MSTRG.14426.1	0.03477	noncoding
MSTRG.14428.1	0.99545	coding
MSTRG.14431.1	0.04109	noncoding
MSTRG.14435.1	0.82627	coding
MSTRG.14437.1	0.71260	coding
MSTRG.14440.1	0.74279	coding
MSTRG.14441.1	0.52149	coding
MSTRG.14447.1	0.63560	coding
MSTRG.14448.1	0.35812	noncoding
MSTRG.14451.1	0.77459	coding
MSTRG.14451.2	0.82453	coding
MSTRG.14451.3	0.83352	coding
MSTRG.14451.4	0.80986	coding
MSTRG.14451.5	0.84799	coding
MSTRG.14451.6	0.94762	coding
MSTRG.14451.7	0.91606	coding
MSTRG.14451.8	0.54293	coding
MSTRG.14451.9	0.81591	coding
MSTRG.14453.1	0.82405	coding
MSTRG.14458.1	0.12497	noncoding
MSTRG.14459.1	0.25954	noncoding
MSTRG.14464.1	0.72456	coding
MSTRG.14465.1	0.98456	coding
MSTRG.14472.1	0.79994	coding
MSTRG.14472.2	0.83348	coding
MSTRG.14472.3	0.80325	coding
MSTRG.14474.1	0.75759	coding
MSTRG.14474.2	0.67775	coding
MSTRG.14474.3	0.78066	coding
MSTRG.14474.4	0.67390	coding
MSTRG.14477.1	0.57279	coding
MSTRG.14481.1	0.65195	coding
MSTRG.14483.1	0.99770	coding
MSTRG.14483.2	0.99830	coding
MSTRG.14483.3	0.97760	coding
MSTRG.14483.4	0.99841	coding
MSTRG.14483.5	0.97605	coding
MSTRG.14483.6	0.99691	coding
MSTRG.14483.7	0.99609	coding
MSTRG.14483.8	0.33161	noncoding
MSTRG.14487.1	0.06508	noncoding
MSTRG.14489.1	0.80968	coding
MSTRG.14489.2	0.85512	coding
MSTRG.14493.1	0.97105	coding
MSTRG.14503.1	0.46069	noncoding
MSTRG.14503.2	0.33399	noncoding
MSTRG.14507.1	0.03340	noncoding
MSTRG.14511.1	0.66129	coding
MSTRG.14515.1	0.83542	coding
MSTRG.14516.1	0.99945	coding
MSTRG.14517.1	0.24963	noncoding
MSTRG.14523.1	0.48155	noncoding
MSTRG.14525.1	0.71414	coding
MSTRG.14537.1	0.91755	coding
MSTRG.14537.2	0.87446	coding
MSTRG.14537.3	0.83271	coding
MSTRG.14547.1	0.75800	coding
MSTRG.14558.1	0.02671	noncoding
MSTRG.14565.1	0.59249	coding
MSTRG.14575.1	0.58950	coding
MSTRG.14589.1	0.39944	noncoding
MSTRG.14601.1	0.29680	noncoding
MSTRG.14613.1	0.63520	coding
MSTRG.14613.2	0.74976	coding
MSTRG.14613.3	0.74721	coding
MSTRG.14613.4	0.52773	coding
MSTRG.14613.5	0.74602	coding
MSTRG.14613.6	0.67178	coding
MSTRG.14613.7	0.74996	coding
MSTRG.14614.1	0.73315	coding
MSTRG.14613.8	0.70567	coding
MSTRG.14620.1	0.31489	noncoding
MSTRG.14620.2	0.42182	noncoding
MSTRG.14631.1	0.25240	noncoding
MSTRG.14633.1	0.96434	coding
MSTRG.14635.1	0.75621	coding
MSTRG.14640.1	0.76501	coding
MSTRG.14646.1	0.58324	coding
MSTRG.14649.1	0.10518	noncoding
MSTRG.14654.1	0.61188	coding
MSTRG.14666.1	0.94323	coding
MSTRG.14689.1	0.88724	coding
MSTRG.14691.1	0.30708	noncoding
MSTRG.14692.1	0.26241	noncoding
MSTRG.14694.1	0.99357	coding
MSTRG.14718.1	0.73711	coding
MSTRG.14718.2	0.74357	coding
MSTRG.14721.1	0.64387	coding
MSTRG.14723.1	0.79215	coding
MSTRG.14727.1	0.82810	coding
MSTRG.14727.2	0.85053	coding
MSTRG.14727.3	0.88536	coding
MSTRG.14727.4	0.91913	coding
MSTRG.14727.5	0.93871	coding
MSTRG.14729.1	0.87761	coding
MSTRG.14729.2	0.85302	coding
MSTRG.14733.1	0.16054	noncoding
MSTRG.14735.1	0.99730	coding
MSTRG.14735.2	0.99686	coding
MSTRG.14735.3	0.99794	coding
MSTRG.14735.4	0.99839	coding
MSTRG.14736.1	0.58861	coding
MSTRG.14737.1	0.62222	coding
MSTRG.14743.1	0.08738	noncoding
MSTRG.14746.4	0.25543	noncoding
MSTRG.14758.1	0.99517	coding
MSTRG.14758.2	0.99499	coding
MSTRG.14758.3	0.54325	coding
MSTRG.14758.4	0.94180	coding
MSTRG.14763.1	0.55091	coding
MSTRG.14763.2	0.61310	coding
MSTRG.14765.1	0.90817	coding
MSTRG.14768.1	0.67011	coding
MSTRG.14775.1	0.77308	coding
MSTRG.14779.1	0.54277	coding
MSTRG.14795.1	0.68753	coding
MSTRG.14806.1	0.88333	coding
MSTRG.14806.2	0.98072	coding
MSTRG.14807.1	0.70537	coding
MSTRG.14807.3	0.72240	coding
MSTRG.14807.2	0.74545	coding
MSTRG.14807.5	0.16129	noncoding
MSTRG.14807.4	0.28716	noncoding
MSTRG.14807.6	0.43332	noncoding
MSTRG.14808.1	0.54318	coding
MSTRG.14808.2	0.60293	coding
MSTRG.14808.3	0.87163	coding
MSTRG.14807.7	0.34452	noncoding
MSTRG.14817.1	0.80227	coding
MSTRG.14819.1	0.01036	noncoding
MSTRG.14822.1	0.05836	noncoding
MSTRG.14823.1	0.17301	noncoding
MSTRG.14830.1	0.53057	coding
MSTRG.14847.1	0.23026	noncoding
MSTRG.14848.1	0.92798	coding
MSTRG.14858.1	0.52174	coding
MSTRG.14859.1	0.65409	coding
MSTRG.14863.1	0.69744	coding
MSTRG.14864.1	0.85795	coding
MSTRG.14864.2	0.87839	coding
MSTRG.14864.3	0.88109	coding
MSTRG.14868.1	0.18301	noncoding
MSTRG.14874.1	0.99394	coding
MSTRG.14892.1	0.19088	noncoding
MSTRG.14893.1	0.75219	coding
MSTRG.14918.1	0.31589	noncoding
MSTRG.14918.2	0.70967	coding
MSTRG.14918.3	0.74670	coding
MSTRG.14919.1	0.35423	noncoding
MSTRG.14927.1	0.94331	coding
MSTRG.14931.1	0.90180	coding
MSTRG.14931.2	0.92417	coding
MSTRG.14932.1	0.71566	coding
MSTRG.14932.2	0.69140	coding
MSTRG.14932.3	0.57749	coding
MSTRG.14933.1	0.89251	coding
MSTRG.14933.2	0.82850	coding
MSTRG.14934.1	0.38804	noncoding
MSTRG.14934.2	0.40062	noncoding
MSTRG.14937.1	0.27799	noncoding
MSTRG.14941.1	0.99934	coding
MSTRG.14965.1	0.02630	noncoding
MSTRG.14969.1	0.95699	coding
MSTRG.14970.1	0.25682	noncoding
MSTRG.14970.2	0.30558	noncoding
MSTRG.14970.3	0.26307	noncoding
MSTRG.14972.1	0.55004	coding
MSTRG.14972.2	0.86192	coding
MSTRG.14972.3	0.79813	coding
MSTRG.14972.4	0.84348	coding
MSTRG.14975.1	0.91853	coding
MSTRG.14986.1	0.37396	noncoding
MSTRG.14998.1	0.18215	noncoding
MSTRG.15007.11	0.85875	coding
MSTRG.15012.1	0.25394	noncoding
MSTRG.15021.1	0.20826	noncoding
MSTRG.15046.1	0.67367	coding
MSTRG.15046.2	0.64447	coding
MSTRG.15047.8	0.98542	coding
MSTRG.15056.1	0.25725	noncoding
MSTRG.15057.1	0.16339	noncoding
MSTRG.15070.2	0.09570	noncoding
MSTRG.15070.1	0.46314	noncoding
MSTRG.15080.1	0.99652	coding
MSTRG.15081.1	0.98050	coding
MSTRG.15083.1	0.40961	noncoding
MSTRG.15089.1	0.96878	coding
MSTRG.15090.1	0.30248	noncoding
MSTRG.15097.1	0.97909	coding
MSTRG.15110.1	0.83249	coding
MSTRG.15115.1	0.20045	noncoding
MSTRG.15138.1	0.65559	coding
MSTRG.15143.1	0.99901	coding
MSTRG.15154.1	0.38929	noncoding
MSTRG.15157.1	0.45378	noncoding
MSTRG.15159.1	0.38782	noncoding
MSTRG.15160.1	0.08267	noncoding
MSTRG.15161.1	0.86844	coding
MSTRG.15164.1	0.41673	noncoding
MSTRG.15164.2	0.93191	coding
MSTRG.15164.3	0.91572	coding
MSTRG.15164.4	0.46949	noncoding
MSTRG.15164.5	0.54065	coding
MSTRG.15164.6	0.94658	coding
MSTRG.15167.1	0.98886	coding
MSTRG.15167.2	0.81519	coding
MSTRG.15180.1	0.80531	coding
MSTRG.15180.2	0.67943	coding
MSTRG.15180.3	0.46810	noncoding
MSTRG.15180.4	0.54241	coding
MSTRG.15180.5	0.99254	coding
MSTRG.15180.6	0.61818	coding
MSTRG.15180.8	0.47956	noncoding
MSTRG.15180.10	0.97716	coding
MSTRG.15180.7	0.98943	coding
MSTRG.15180.9	0.96979	coding
