sequence_name	coding_score	classification
MSTRG.61522.1_rev	0.14221	noncoding
MSTRG.61660.1_rev	0.29296	noncoding
MSTRG.61762.1_rev	0.30453	noncoding
MSTRG.61913.1_rev	0.57090	coding
MSTRG.62124.1_rev	0.13437	noncoding
MSTRG.62179.1_rev	0.14366	noncoding
MSTRG.62409.1_rev	0.81581	coding
MSTRG.62543.1_rev	0.18670	noncoding
MSTRG.62554.1_rev	0.86617	coding
MSTRG.62689.1_rev	0.09239	noncoding
MSTRG.62887.1_rev	0.48477	noncoding
MSTRG.63101.1_rev	0.02912	noncoding
MSTRG.63172.1_rev	0.06168	noncoding
MSTRG.63189.1_rev	0.03326	noncoding
MSTRG.63190.1_rev	0.39753	noncoding
MSTRG.63262.1_rev	0.21155	noncoding
MSTRG.63284.1_rev	0.10503	noncoding
MSTRG.63301.1_rev	0.12567	noncoding
MSTRG.63321.1_rev	0.01368	noncoding
MSTRG.63365.1_rev	0.01514	noncoding
MSTRG.63366.1_rev	0.15407	noncoding
MSTRG.63374.1_rev	0.99381	coding
MSTRG.63854.1_rev	0.52045	coding
MSTRG.64192.1_rev	0.25947	noncoding
MSTRG.64212.1_rev	0.14148	noncoding
MSTRG.64901.1_rev	0.12655	noncoding
MSTRG.65027.1_rev	0.30531	noncoding
MSTRG.65058.1_rev	0.34834	noncoding
MSTRG.65113.1_rev	0.59272	coding
MSTRG.65119.1_rev	0.31484	noncoding
MSTRG.65120.1_rev	0.09999	noncoding
MSTRG.65205.1_rev	0.93879	coding
MSTRG.65232.1_rev	0.49921	noncoding
MSTRG.65269.1_rev	0.04427	noncoding
MSTRG.65317.1_rev	0.41798	noncoding
MSTRG.65681.1_rev	0.10739	noncoding
MSTRG.65688.1_rev	0.09460	noncoding
MSTRG.65704.1_rev	0.99512	coding
MSTRG.65909.1_rev	0.08873	noncoding
MSTRG.65943.1_rev	0.07279	noncoding
MSTRG.65946.1_rev	0.03477	noncoding
MSTRG.65951.1_rev	0.88409	coding
MSTRG.66033.1_rev	0.02219	noncoding
MSTRG.66156.1_rev	0.71529	coding
MSTRG.66227.1_rev	0.94958	coding
MSTRG.66465.1_rev	0.03765	noncoding
MSTRG.66471.1_rev	0.91794	coding
MSTRG.66560.1_rev	0.05855	noncoding
MSTRG.66728.1_rev	0.02756	noncoding
MSTRG.66919.1_rev	0.03377	noncoding
MSTRG.66922.1_rev	0.04049	noncoding
MSTRG.66956.1_rev	0.04660	noncoding
MSTRG.67082.1_rev	0.08330	noncoding
MSTRG.67161.1_rev	0.95430	coding
MSTRG.67216.1_rev	0.18527	noncoding
MSTRG.67254.1_rev	0.28297	noncoding
MSTRG.67268.1_rev	0.01089	noncoding
MSTRG.67357.1_rev	0.31896	noncoding
MSTRG.67402.1_rev	0.05554	noncoding
MSTRG.67533.1_rev	0.84590	coding
MSTRG.67622.1_rev	0.38104	noncoding
MSTRG.67635.1_rev	0.70007	coding
MSTRG.67709.1_rev	0.19214	noncoding
MSTRG.67764.1_rev	0.02070	noncoding
MSTRG.67805.1_rev	0.10965	noncoding
MSTRG.67828.1_rev	0.73578	coding
MSTRG.67836.1_rev	0.04525	noncoding
MSTRG.67894.1_rev	0.02912	noncoding
MSTRG.68123.1_rev	0.44562	noncoding
MSTRG.68204.1_rev	0.20492	noncoding
MSTRG.68232.1_rev	0.10444	noncoding
MSTRG.68459.1_rev	0.12089	noncoding
MSTRG.68592.1_rev	0.15851	noncoding
MSTRG.68653.1_rev	0.04340	noncoding
MSTRG.68700.1_rev	0.16551	noncoding
MSTRG.68994.1_rev	0.04476	noncoding
MSTRG.69165.1_rev	0.03744	noncoding
MSTRG.69324.1_rev	0.52677	coding
MSTRG.69395.1_rev	0.25787	noncoding
MSTRG.69467.1_rev	0.65856	coding
MSTRG.69513.1_rev	0.27228	noncoding
MSTRG.69597.1_rev	0.05243	noncoding
MSTRG.69684.1_rev	0.41969	noncoding
MSTRG.69704.1_rev	0.08663	noncoding
MSTRG.70056.1_rev	0.03711	noncoding
MSTRG.70060.1_rev	0.51705	coding
MSTRG.70127.1_rev	0.10726	noncoding
MSTRG.70216.1_rev	0.03102	noncoding
MSTRG.70257.1_rev	0.43458	noncoding
MSTRG.70306.1_rev	0.22442	noncoding
MSTRG.70311.1_rev	0.05354	noncoding
MSTRG.70341.1_rev	0.05042	noncoding
MSTRG.70378.1_rev	0.02600	noncoding
MSTRG.70589.1_rev	0.12838	noncoding
MSTRG.70609.1_rev	0.13085	noncoding
MSTRG.70700.1_rev	0.90597	coding
MSTRG.70711.1_rev	0.02730	noncoding
MSTRG.70768.1_rev	0.61150	coding
MSTRG.71174.1_rev	0.51708	coding
MSTRG.71477.1_rev	0.09587	noncoding
MSTRG.71542.1_rev	0.94613	coding
MSTRG.71586.1_rev	0.06648	noncoding
MSTRG.71638.1_rev	0.06543	noncoding
MSTRG.72225.1_rev	0.14741	noncoding
MSTRG.72243.1_rev	0.73778	coding
MSTRG.72262.1_rev	0.34449	noncoding
MSTRG.72266.1_rev	0.88497	coding
MSTRG.72280.1_rev	0.11034	noncoding
MSTRG.72316.1_rev	0.10005	noncoding
MSTRG.72317.1_rev	0.14054	noncoding
MSTRG.72548.1_rev	0.93526	coding
MSTRG.72571.1_rev	0.19323	noncoding
MSTRG.72622.1_rev	0.53959	coding
MSTRG.72889.1_rev	0.08027	noncoding
MSTRG.72969.1_rev	0.15203	noncoding
MSTRG.73116.1_rev	0.08399	noncoding
MSTRG.73196.1_rev	0.03122	noncoding
MSTRG.73211.1_rev	0.52533	coding
MSTRG.73370.1_rev	0.94391	coding
MSTRG.73371.1_rev	0.18101	noncoding
MSTRG.73375.1_rev	0.08068	noncoding
MSTRG.73467.1_rev	0.10274	noncoding
MSTRG.73601.1_rev	0.99821	coding
MSTRG.73606.1_rev	0.90392	coding
MSTRG.73618.1_rev	0.93145	coding
MSTRG.73632.1_rev	0.04555	noncoding
MSTRG.73797.1_rev	0.05344	noncoding
MSTRG.73816.1_rev	0.02144	noncoding
MSTRG.73954.1_rev	0.11431	noncoding
MSTRG.74081.1_rev	0.19481	noncoding
MSTRG.74343.1_rev	0.34800	noncoding
MSTRG.74403.1_rev	0.16908	noncoding
MSTRG.74443.1_rev	0.11139	noncoding
MSTRG.74457.1_rev	0.85278	coding
MSTRG.74486.1_rev	0.12321	noncoding
MSTRG.74760.1_rev	0.14443	noncoding
MSTRG.74860.1_rev	0.06869	noncoding
MSTRG.75445.1_rev	0.37960	noncoding
MSTRG.75523.1_rev	0.18062	noncoding
MSTRG.75590.1_rev	0.82890	coding
MSTRG.75597.1_rev	0.35279	noncoding
MSTRG.75610.1_rev	0.10216	noncoding
MSTRG.76168.1_rev	0.06095	noncoding
MSTRG.76185.1_rev	0.65185	coding
MSTRG.76203.1_rev	0.21300	noncoding
MSTRG.76321.1_rev	0.13254	noncoding
MSTRG.76358.1_rev	0.06344	noncoding
MSTRG.76484.1_rev	0.49440	noncoding
MSTRG.76552.1_rev	0.02865	noncoding
MSTRG.76583.1_rev	0.38895	noncoding
MSTRG.76604.1_rev	0.01700	noncoding
MSTRG.76673.1_rev	0.01991	noncoding
MSTRG.76836.1_rev	0.22837	noncoding
MSTRG.76846.1_rev	0.03187	noncoding
MSTRG.76854.1_rev	0.15779	noncoding
MSTRG.76856.1_rev	0.56300	coding
MSTRG.76945.1_rev	0.05773	noncoding
MSTRG.76983.1_rev	0.06284	noncoding
MSTRG.77171.1_rev	0.03298	noncoding
MSTRG.77231.1_rev	0.66377	coding
MSTRG.77281.1_rev	0.06582	noncoding
MSTRG.77327.1_rev	0.09330	noncoding
MSTRG.77328.1_rev	0.09330	noncoding
MSTRG.77354.1_rev	0.05534	noncoding
MSTRG.77765.1_rev	0.89224	coding
MSTRG.77813.1_rev	0.07138	noncoding
MSTRG.78223.1_rev	0.01457	noncoding
MSTRG.78266.1_rev	0.13673	noncoding
MSTRG.78282.1_rev	0.02470	noncoding
MSTRG.78355.1_rev	0.13938	noncoding
MSTRG.78617.1_rev	0.12818	noncoding
MSTRG.78829.1_rev	0.10342	noncoding
MSTRG.78962.1_rev	0.08734	noncoding
MSTRG.79015.1_rev	0.31588	noncoding
MSTRG.79128.1_rev	0.04731	noncoding
MSTRG.79308.1_rev	0.06107	noncoding
MSTRG.79324.1_rev	0.26366	noncoding
MSTRG.79626.1_rev	0.01556	noncoding
MSTRG.79695.1_rev	0.66377	coding
MSTRG.80168.1_rev	0.14638	noncoding
MSTRG.80219.1_rev	0.37186	noncoding
MSTRG.80282.1_rev	0.08518	noncoding
MSTRG.80327.1_rev	0.05427	noncoding
MSTRG.80535.1_rev	0.06485	noncoding
MSTRG.80627.1_rev	0.39701	noncoding
MSTRG.81006.1_rev	0.43671	noncoding
MSTRG.81308.1_rev	0.13027	noncoding
MSTRG.81354.1_rev	0.07185	noncoding
MSTRG.81544.1_rev	0.13664	noncoding
MSTRG.81599.1_rev	0.20949	noncoding
MSTRG.81629.1_rev	0.51851	coding
MSTRG.81749.1_rev	0.14651	noncoding
MSTRG.82088.1_rev	0.04626	noncoding
MSTRG.82124.1_rev	0.05297	noncoding
MSTRG.82144.1_rev	0.10484	noncoding
MSTRG.82420.1_rev	0.03422	noncoding
MSTRG.82439.1_rev	0.39070	noncoding
MSTRG.82450.1_rev	0.12480	noncoding
MSTRG.82571.1_rev	0.08342	noncoding
MSTRG.82690.1_rev	0.13420	noncoding
MSTRG.82856.1_rev	0.09972	noncoding
MSTRG.82992.1_rev	0.08366	noncoding
MSTRG.83113.1_rev	0.09363	noncoding
MSTRG.83423.1_rev	0.15456	noncoding
MSTRG.83465.1_rev	0.41739	noncoding
MSTRG.83718.1_rev	0.20488	noncoding
MSTRG.83932.1_rev	0.26020	noncoding
MSTRG.84237.1_rev	0.03658	noncoding
MSTRG.84331.1_rev	0.12917	noncoding
MSTRG.84422.1_rev	0.18948	noncoding
MSTRG.84424.1_rev	0.12208	noncoding
MSTRG.84441.1_rev	0.97193	coding
MSTRG.84477.1_rev	0.03204	noncoding
MSTRG.84719.1_rev	0.15434	noncoding
MSTRG.84781.1_rev	0.10605	noncoding
MSTRG.84804.1_rev	0.99087	coding
MSTRG.84850.1_rev	0.91590	coding
MSTRG.84868.1_rev	0.08492	noncoding
MSTRG.84897.1_rev	0.06251	noncoding
MSTRG.84933.1_rev	0.03915	noncoding
MSTRG.85049.1_rev	0.31474	noncoding
MSTRG.85058.1_rev	0.99905	coding
MSTRG.85156.1_rev	0.02852	noncoding
MSTRG.85178.1_rev	0.02707	noncoding
MSTRG.85208.1_rev	0.39054	noncoding
MSTRG.85456.1_rev	0.06499	noncoding
MSTRG.85464.1_rev	0.02686	noncoding
MSTRG.85626.1_rev	0.23219	noncoding
MSTRG.85640.1_rev	0.72923	coding
MSTRG.85822.1_rev	0.13278	noncoding
MSTRG.85885.1_rev	0.09347	noncoding
MSTRG.85892.1_rev	0.89125	coding
MSTRG.86098.1_rev	0.08995	noncoding
MSTRG.86254.1_rev	0.20362	noncoding
MSTRG.86362.1_rev	0.61782	coding
MSTRG.86519.1_rev	0.11877	noncoding
MSTRG.86954.1_rev	0.36104	noncoding
MSTRG.87090.1_rev	0.21780	noncoding
MSTRG.87240.1_rev	0.63739	coding
MSTRG.87345.1_rev	0.14359	noncoding
MSTRG.87393.1_rev	0.21614	noncoding
MSTRG.87464.1_rev	0.20034	noncoding
MSTRG.87480.1_rev	0.31011	noncoding
MSTRG.87507.1_rev	0.48380	noncoding
MSTRG.87682.1_rev	0.24506	noncoding
MSTRG.87758.1_rev	0.05036	noncoding
MSTRG.87837.1_rev	0.16171	noncoding
MSTRG.87912.1_rev	0.03011	noncoding
MSTRG.87929.1_rev	0.35935	noncoding
MSTRG.88002.1_rev	0.35790	noncoding
MSTRG.88245.1_rev	0.25136	noncoding
MSTRG.88533.1_rev	0.05333	noncoding
MSTRG.88601.1_rev	0.18869	noncoding
MSTRG.88854.1_rev	0.25202	noncoding
MSTRG.89079.1_rev	0.08525	noncoding
MSTRG.89205.1_rev	0.07381	noncoding
MSTRG.89281.1_rev	0.37437	noncoding
MSTRG.89326.1_rev	0.08440	noncoding
MSTRG.89444.1_rev	0.41076	noncoding
MSTRG.89526.1_rev	0.84727	coding
MSTRG.89540.1_rev	0.41668	noncoding
MSTRG.89541.1_rev	0.56199	coding
MSTRG.89548.1_rev	0.75600	coding
MSTRG.89738.1_rev	0.60719	coding
MSTRG.89786.1_rev	0.27360	noncoding
MSTRG.89813.1_rev	0.06922	noncoding
MSTRG.89872.1_rev	0.05428	noncoding
MSTRG.89978.1_rev	0.39392	noncoding
MSTRG.90196.1_rev	0.33454	noncoding
MSTRG.90993.1_rev	0.20918	noncoding
MSTRG.91077.1_rev	0.04427	noncoding
MSTRG.91132.1_rev	0.60933	coding
MSTRG.91165.1_rev	0.07482	noncoding
MSTRG.91196.1_rev	0.81882	coding
MSTRG.91217.1_rev	0.11035	noncoding
MSTRG.91414.1_rev	0.06722	noncoding
MSTRG.91482.1_rev	0.23438	noncoding
MSTRG.91592.1_rev	0.18559	noncoding
MSTRG.91611.1_rev	0.06980	noncoding
MSTRG.91671.1_rev	0.06414	noncoding
MSTRG.91777.1_rev	0.06527	noncoding
MSTRG.91829.1_rev	0.12358	noncoding
MSTRG.91993.1_rev	0.07194	noncoding
MSTRG.92087.1_rev	0.97903	coding
MSTRG.92255.1_rev	0.94325	coding
MSTRG.92259.1_rev	0.60933	coding
MSTRG.92451.1_rev	0.05470	noncoding
MSTRG.92533.1_rev	0.03496	noncoding
MSTRG.92581.1_rev	0.67027	coding
MSTRG.92657.1_rev	0.84604	coding
MSTRG.92695.1_rev	0.08690	noncoding
MSTRG.92881.1_rev	0.18817	noncoding
MSTRG.93087.1_rev	0.94598	coding
MSTRG.93184.1_rev	0.13340	noncoding
MSTRG.93222.1_rev	0.10441	noncoding
MSTRG.93272.1_rev	0.04638	noncoding
MSTRG.93554.1_rev	0.12631	noncoding
MSTRG.93652.1_rev	0.78294	coding
MSTRG.93681.1_rev	0.83247	coding
MSTRG.93691.1_rev	0.30236	noncoding
MSTRG.93922.1_rev	0.10600	noncoding
MSTRG.94205.1_rev	0.04240	noncoding
MSTRG.94286.1_rev	0.17912	noncoding
MSTRG.94287.1_rev	0.02377	noncoding
MSTRG.94456.1_rev	0.05217	noncoding
MSTRG.94603.1_rev	0.17205	noncoding
MSTRG.94824.1_rev	0.05810	noncoding
MSTRG.94943.1_rev	0.36417	noncoding
MSTRG.95065.1_rev	0.06894	noncoding
MSTRG.95070.1_rev	0.65905	coding
MSTRG.95170.1_rev	0.12653	noncoding
MSTRG.95435.1_rev	0.04569	noncoding
MSTRG.95469.1_rev	0.08771	noncoding
MSTRG.95490.1_rev	0.20512	noncoding
MSTRG.95492.1_rev	0.09627	noncoding
MSTRG.95550.1_rev	0.03034	noncoding
MSTRG.95672.1_rev	0.11208	noncoding
MSTRG.95826.1_rev	0.20203	noncoding
MSTRG.96038.1_rev	0.18985	noncoding
MSTRG.96044.1_rev	0.03167	noncoding
MSTRG.96089.1_rev	0.27069	noncoding
MSTRG.96127.1_rev	0.99503	coding
MSTRG.96159.1_rev	0.27612	noncoding
MSTRG.96322.1_rev	0.96754	coding
MSTRG.96329.1_rev	0.43129	noncoding
MSTRG.96342.1_rev	0.24671	noncoding
MSTRG.96660.1_rev	0.02576	noncoding
MSTRG.96669.1_rev	0.05864	noncoding
MSTRG.96729.1_rev	0.12662	noncoding
MSTRG.96922.1_rev	0.04762	noncoding
MSTRG.96952.1_rev	0.09719	noncoding
MSTRG.97018.1_rev	0.37978	noncoding
MSTRG.97075.1_rev	0.81148	coding
MSTRG.97151.1_rev	0.11675	noncoding
MSTRG.97292.1_rev	0.22362	noncoding
MSTRG.97542.1_rev	0.69400	coding
MSTRG.97754.1_rev	0.11114	noncoding
MSTRG.97868.1_rev	0.29684	noncoding
MSTRG.98097.1_rev	0.14787	noncoding
MSTRG.98363.1_rev	0.05422	noncoding
MSTRG.98472.1_rev	0.39915	noncoding
MSTRG.98535.1_rev	0.04813	noncoding
MSTRG.98648.1_rev	0.31578	noncoding
MSTRG.98725.1_rev	0.08534	noncoding
MSTRG.98766.1_rev	0.16072	noncoding
MSTRG.98823.1_rev	0.01542	noncoding
MSTRG.98832.1_rev	0.15034	noncoding
MSTRG.98872.1_rev	0.08587	noncoding
MSTRG.98889.1_rev	0.14432	noncoding
MSTRG.99119.1_rev	0.10904	noncoding
MSTRG.99336.1_rev	0.05339	noncoding
MSTRG.99459.1_rev	0.39004	noncoding
MSTRG.99499.1_rev	0.56951	coding
MSTRG.99530.1_rev	0.08647	noncoding
MSTRG.99645.1_rev	0.04497	noncoding
MSTRG.99706.1_rev	0.11577	noncoding
MSTRG.99952.1_rev	0.07315	noncoding
MSTRG.100175.1_rev	0.11292	noncoding
MSTRG.100497.1_rev	0.03030	noncoding
MSTRG.100674.1_rev	0.99931	coding
MSTRG.100742.1_rev	0.40637	noncoding
MSTRG.100875.1_rev	0.08545	noncoding
MSTRG.100994.1_rev	0.33211	noncoding
MSTRG.101474.1_rev	0.25501	noncoding
MSTRG.102076.1_rev	0.19323	noncoding
MSTRG.102332.1_rev	0.08969	noncoding
MSTRG.102356.1_rev	0.17121	noncoding
MSTRG.102359.1_rev	0.18733	noncoding
MSTRG.102411.1_rev	0.21995	noncoding
MSTRG.102415.1_rev	0.26551	noncoding
MSTRG.102642.1_rev	0.08515	noncoding
MSTRG.102979.1_rev	0.19250	noncoding
MSTRG.103030.1_rev	0.75616	coding
MSTRG.103228.1_rev	0.74112	coding
MSTRG.103367.1_rev	0.08439	noncoding
MSTRG.103380.1_rev	0.18178	noncoding
MSTRG.103801.1_rev	0.53157	coding
MSTRG.103922.1_rev	0.11961	noncoding
MSTRG.104074.1_rev	0.71201	coding
MSTRG.104340.1_rev	0.17169	noncoding
MSTRG.104416.1_rev	0.61923	coding
MSTRG.104616.1_rev	0.06050	noncoding
MSTRG.104969.1_rev	0.03467	noncoding
MSTRG.105246.1_rev	0.02324	noncoding
MSTRG.105247.1_rev	0.43289	noncoding
MSTRG.105355.1_rev	0.13876	noncoding
MSTRG.105387.1_rev	0.23099	noncoding
MSTRG.105400.1_rev	0.83460	coding
MSTRG.105411.1_rev	0.03925	noncoding
MSTRG.105438.1_rev	0.04339	noncoding
MSTRG.105475.1_rev	0.04710	noncoding
MSTRG.105637.1_rev	0.27192	noncoding
MSTRG.105722.1_rev	0.05948	noncoding
MSTRG.105770.1_rev	0.13625	noncoding
MSTRG.105779.1_rev	0.28737	noncoding
MSTRG.105907.1_rev	0.03071	noncoding
MSTRG.106005.1_rev	0.36309	noncoding
MSTRG.106006.1_rev	0.10205	noncoding
MSTRG.106066.1_rev	0.11539	noncoding
MSTRG.106102.1_rev	0.22990	noncoding
MSTRG.106194.1_rev	0.17692	noncoding
MSTRG.106216.1_rev	0.99309	coding
MSTRG.106245.1_rev	0.06214	noncoding
MSTRG.106287.1_rev	0.22114	noncoding
MSTRG.106288.1_rev	0.15133	noncoding
MSTRG.106421.1_rev	0.06382	noncoding
MSTRG.106445.1_rev	0.06421	noncoding
MSTRG.106448.1_rev	0.90825	coding
MSTRG.106465.1_rev	0.09842	noncoding
MSTRG.106539.1_rev	0.02826	noncoding
MSTRG.106558.1_rev	0.20217	noncoding
MSTRG.106560.1_rev	0.10226	noncoding
MSTRG.106567.1_rev	0.08459	noncoding
MSTRG.106618.1_rev	0.04985	noncoding
MSTRG.106715.1_rev	0.10497	noncoding
MSTRG.106776.1_rev	0.38939	noncoding
MSTRG.107108.1_rev	0.08675	noncoding
MSTRG.107206.1_rev	0.36815	noncoding
MSTRG.107459.1_rev	0.03105	noncoding
MSTRG.107739.1_rev	0.21970	noncoding
MSTRG.107772.1_rev	0.24206	noncoding
MSTRG.107989.1_rev	0.07235	noncoding
MSTRG.108057.1_rev	0.69085	coding
MSTRG.108062.1_rev	0.43588	noncoding
MSTRG.108078.1_rev	0.24770	noncoding
MSTRG.108253.1_rev	0.22082	noncoding
MSTRG.108270.1_rev	0.17208	noncoding
MSTRG.108287.1_rev	0.73529	coding
MSTRG.108494.1_rev	0.51227	coding
MSTRG.108639.1_rev	0.43436	noncoding
MSTRG.108789.1_rev	0.03292	noncoding
MSTRG.109055.1_rev	0.02261	noncoding
MSTRG.109179.1_rev	0.13652	noncoding
MSTRG.109221.1_rev	0.12503	noncoding
MSTRG.109280.1_rev	0.84796	coding
MSTRG.109325.1_rev	0.06130	noncoding
MSTRG.109481.1_rev	0.16724	noncoding
MSTRG.109486.1_rev	0.11924	noncoding
MSTRG.109597.1_rev	0.24196	noncoding
MSTRG.109766.1_rev	0.89523	coding
MSTRG.109869.1_rev	0.17142	noncoding
MSTRG.109961.1_rev	0.50614	coding
MSTRG.110039.1_rev	0.12175	noncoding
MSTRG.110086.1_rev	0.05329	noncoding
MSTRG.110111.1_rev	0.05959	noncoding
MSTRG.110161.1_rev	0.09822	noncoding
MSTRG.110230.1_rev	0.63013	coding
MSTRG.110401.1_rev	0.07012	noncoding
MSTRG.110402.1_rev	0.65377	coding
MSTRG.110424.1_rev	0.16882	noncoding
MSTRG.110580.1_rev	0.86133	coding
MSTRG.110863.1_rev	0.03170	noncoding
MSTRG.111480.1_rev	0.18009	noncoding
MSTRG.111493.1_rev	0.19491	noncoding
MSTRG.111606.1_rev	0.10241	noncoding
MSTRG.111859.1_rev	0.19760	noncoding
MSTRG.111925.1_rev	0.14434	noncoding
MSTRG.111928.1_rev	0.12566	noncoding
MSTRG.112037.1_rev	0.10210	noncoding
MSTRG.112114.1_rev	0.01955	noncoding
MSTRG.112220.1_rev	0.99832	coding
MSTRG.112296.1_rev	0.28004	noncoding
MSTRG.112721.1_rev	0.07978	noncoding
MSTRG.112727.1_rev	0.63440	coding
MSTRG.112835.1_rev	0.34140	noncoding
MSTRG.112868.1_rev	0.07150	noncoding
MSTRG.112929.1_rev	0.26526	noncoding
MSTRG.113035.1_rev	0.21219	noncoding
MSTRG.113058.1_rev	0.22087	noncoding
MSTRG.113246.1_rev	0.05738	noncoding
MSTRG.113360.1_rev	0.52568	coding
MSTRG.113454.1_rev	0.05227	noncoding
MSTRG.113494.1_rev	0.03370	noncoding
MSTRG.113597.1_rev	0.20918	noncoding
MSTRG.113616.1_rev	0.79343	coding
MSTRG.113901.1_rev	0.15110	noncoding
MSTRG.113927.1_rev	0.09000	noncoding
MSTRG.114074.1_rev	0.40429	noncoding
MSTRG.114080.1_rev	0.03434	noncoding
MSTRG.114148.1_rev	0.84340	coding
MSTRG.114151.1_rev	0.37802	noncoding
MSTRG.114317.1_rev	0.95575	coding
MSTRG.114577.1_rev	0.10399	noncoding
MSTRG.114812.1_rev	0.25046	noncoding
MSTRG.114828.1_rev	0.04534	noncoding
MSTRG.114892.1_rev	0.04522	noncoding
MSTRG.114910.1_rev	0.03181	noncoding
MSTRG.114940.1_rev	0.06860	noncoding
MSTRG.114953.1_rev	0.06393	noncoding
MSTRG.115345.1_rev	0.03521	noncoding
MSTRG.115420.1_rev	0.06801	noncoding
MSTRG.115439.1_rev	0.04850	noncoding
MSTRG.115458.1_rev	0.03859	noncoding
MSTRG.115529.1_rev	0.28994	noncoding
MSTRG.115560.1_rev	0.08287	noncoding
MSTRG.115573.1_rev	0.06861	noncoding
MSTRG.115863.1_rev	0.09233	noncoding
MSTRG.115873.1_rev	0.44412	noncoding
MSTRG.116052.1_rev	0.15394	noncoding
MSTRG.116060.1_rev	0.37059	noncoding
MSTRG.116088.1_rev	0.06086	noncoding
MSTRG.116161.1_rev	0.39581	noncoding
MSTRG.116279.1_rev	0.06886	noncoding
MSTRG.116283.1_rev	0.06417	noncoding
MSTRG.116291.1_rev	0.82193	coding
MSTRG.116487.1_rev	0.07855	noncoding
MSTRG.116624.1_rev	0.16353	noncoding
MSTRG.116679.1_rev	0.11142	noncoding
MSTRG.116708.1_rev	0.10674	noncoding
MSTRG.117166.1_rev	0.99223	coding
MSTRG.117505.1_rev	0.56692	coding
MSTRG.117518.1_rev	0.02115	noncoding
MSTRG.117669.1_rev	0.55271	coding
MSTRG.117705.1_rev	0.03271	noncoding
MSTRG.117715.1_rev	0.20427	noncoding
MSTRG.117900.1_rev	0.99521	coding
MSTRG.117991.1_rev	0.10235	noncoding
MSTRG.117996.1_rev	0.97601	coding
MSTRG.118078.1_rev	0.05255	noncoding
MSTRG.118097.1_rev	0.17689	noncoding
MSTRG.118146.1_rev	0.14089	noncoding
MSTRG.118169.1_rev	0.58701	coding
MSTRG.118189.1_rev	0.03053	noncoding
MSTRG.118193.1_rev	0.73346	coding
MSTRG.118307.1_rev	0.05073	noncoding
MSTRG.118316.1_rev	0.08330	noncoding
MSTRG.118357.1_rev	0.13202	noncoding
MSTRG.118423.1_rev	0.16741	noncoding
MSTRG.118538.1_rev	0.30630	noncoding
MSTRG.118659.1_rev	0.36863	noncoding
MSTRG.118692.1_rev	0.04390	noncoding
MSTRG.118899.1_rev	0.15587	noncoding
MSTRG.119038.1_rev	0.01015	noncoding
MSTRG.119245.1_rev	0.13257	noncoding
MSTRG.119401.1_rev	0.05644	noncoding
MSTRG.119402.1_rev	0.05411	noncoding
MSTRG.119512.1_rev	0.08924	noncoding
MSTRG.119708.1_rev	0.28846	noncoding
MSTRG.119771.1_rev	0.13700	noncoding
MSTRG.119856.1_rev	0.07093	noncoding
MSTRG.120219.1_rev	0.16134	noncoding
MSTRG.120400.1_rev	0.02613	noncoding
MSTRG.120512.1_rev	0.07774	noncoding
MSTRG.120513.1_rev	0.09260	noncoding
MSTRG.120561.1_rev	0.12907	noncoding
MSTRG.120621.1_rev	0.99790	coding
MSTRG.120791.1_rev	0.04875	noncoding
MSTRG.121030.1_rev	0.04688	noncoding
MSTRG.121089.1_rev	0.80655	coding
MSTRG.121108.1_rev	0.23321	noncoding
MSTRG.121265.1_rev	0.10819	noncoding
MSTRG.121297.1_rev	0.06287	noncoding
MSTRG.121302.1_rev	0.04433	noncoding
MSTRG.121331.1_rev	0.18484	noncoding
MSTRG.121595.1_rev	0.10781	noncoding
MSTRG.121620.1_rev	0.18075	noncoding
MSTRG.121670.1_rev	0.06781	noncoding
MSTRG.121705.1_rev	0.04867	noncoding
MSTRG.121711.1_rev	0.76603	coding
MSTRG.121771.1_rev	0.09337	noncoding
MSTRG.121919.1_rev	0.30533	noncoding
MSTRG.122055.1_rev	0.76117	coding
MSTRG.122229.1_rev	0.42357	noncoding
MSTRG.122327.1_rev	0.24965	noncoding
MSTRG.122348.1_rev	0.32429	noncoding
MSTRG.122439.1_rev	0.97531	coding
MSTRG.122549.1_rev	0.16775	noncoding
MSTRG.122614.1_rev	0.11238	noncoding
MSTRG.122871.1_rev	0.36631	noncoding
MSTRG.122902.1_rev	0.56268	coding
MSTRG.122961.1_rev	0.06438	noncoding
MSTRG.123004.1_rev	0.12425	noncoding
MSTRG.123160.1_rev	0.03551	noncoding
MSTRG.123163.1_rev	0.07383	noncoding
MSTRG.123194.1_rev	0.11966	noncoding
MSTRG.123417.1_rev	0.04936	noncoding
MSTRG.123482.1_rev	0.26747	noncoding
MSTRG.123488.1_rev	0.06869	noncoding
MSTRG.123510.1_rev	0.36671	noncoding
MSTRG.123639.1_rev	0.32483	noncoding
MSTRG.123644.1_rev	0.10660	noncoding
MSTRG.123951.1_rev	0.07460	noncoding
MSTRG.124016.1_rev	0.04435	noncoding
MSTRG.124163.1_rev	0.53100	coding
MSTRG.124376.1_rev	0.02639	noncoding
MSTRG.124377.1_rev	0.19818	noncoding
MSTRG.124463.1_rev	0.09158	noncoding
MSTRG.124486.1_rev	0.88635	coding
MSTRG.124507.1_rev	0.55423	coding
MSTRG.124516.1_rev	0.98277	coding
MSTRG.124548.1_rev	0.04483	noncoding
MSTRG.124651.1_rev	0.93673	coding
